ID,RA,DEC,TYPE,FLUX_m400,FLUX_m425,FLUX_m450,FLUX_m475,FLUX_m500,FLUX_m525,FLUX_m550,FLUX_m575,FLUX_m600,FLUX_m625,FLUX_m650,FLUX_m675,FLUX_m700,FLUX_m725,FLUX_m800,FLUX_m825,FLUX_m850,FLUX_m875,ELL,Re,THETA
00464,311.65434319,-1.8449599627,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1345,-21.94435227632546
00465,310.79143605,-1.853793016,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9855,-12.987095140972237
00466,311.07665633,-1.7501760925,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7560000000000002,-28.068003714035896
00467,310.88688677,-2.0139410271,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0725,-5.080066851832149
00468,310.88618606,-2.0280490978,STAR,,,,,,,,,,,,,,,,,,,0.0,3.076,22.412667202885483
00469,310.83105825,-1.7253610539,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8579999999999997,-31.309332404580317
00470,310.88266492,-1.7915561948,STAR,,,,,,,,,,,,,,,,,,,0.0,2.862,-15.726226407227724
00471,310.66334356,-1.7755447111,STAR,,,,,,,,,,,,,,,,,,,0.0,2.99,-27.223043956304892
00472,310.96996828,-1.7423979348,STAR,,,,,,,,,,,,,,,,,,,0.0,2.877,-35.42509052689129
00473,310.96165577,-1.7420903955,STAR,,,,,,,,,,,,,,,,,,,0.0,2.777,-21.586823137075406
00474,310.97732091,-1.5665409833,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7489999999999997,-6.544640913239069
00475,310.87534161,-2.1092574247,STAR,,,,,,,,,,,,,,,,,,,0.0,3.192,12.614608036298826
00476,310.61530547,-1.5506284194,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1685,-26.075800779587457
00477,310.6013868,-1.446271533,STAR,,,,,,,,,,,,,,,,,,,0.0,3.169,-39.755181739047835
00478,310.67092425,-1.8581474441,STAR,,,,,,,,,,,,,,,,,,,0.0,3.123,-20.036318782521636
00479,311.60548343,-1.7076519723,STAR,,,,,,,,,,,,,,,,,,,0.0,3.01,-17.328555791018143
00480,310.69942209,-1.6868736163,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0445,-16.10327294877559
00481,310.93910951,-1.6434201287,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8754999999999997,-61.27668413627708
00482,311.38766748,-2.1435712618,STAR,,,,,,,,,,,,,,,,,,,0.0,3.343,-20.583792897353725
00483,311.51378313,-1.4847883905,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8455,-22.4255083809828
00484,311.39488421,-2.0620052022,STAR,,,,,,,,,,,,,,,,,,,0.0,3.028,-32.97173124551299
00485,311.3406037,-2.060076352,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0054999999999996,-24.399599531241883
00486,311.30119178,-1.7514291327,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7874999999999996,-14.706194674589845
00487,311.55093787,-1.7429838942,STAR,,,,,,,,,,,,,,,,,,,0.0,2.979,-15.524951958848446
00488,311.59501349,-1.8122634571,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0845000000000002,-45.64508939650565
00489,310.72445762,-1.7322900212,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9725,-22.087898961240278
00490,311.69667374,-1.694758044,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0975,-10.846958237882637
00491,310.62668533,-1.9210004838,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1585,-0.6007085756200762
00492,310.81537128,-1.5853996255,STAR,,,,,,,,,,,,,,,,,,,0.0,3.3875,63.90960919772997
00493,311.72333364,-1.7557458094,STAR,,,,,,,,,,,,,,,,,,,0.0,3.174,-13.55265359835714
00494,310.66742644,-1.3925481774,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1125,-18.00632032104716
00495,310.91630271,-1.3261631843,STAR,,,,,,,,,,,,,,,,,,,0.0,3.016,-2.8097935638302136
00496,310.57943292,-1.513334963,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2215,-42.38813170222541
00497,311.39883931,-1.4420550012,STAR,,,,,,,,,,,,,,,,,,,0.0,2.999,16.18412410007609
00498,310.71041422,-1.4459588541,STAR,,,,,,,,,,,,,,,,,,,0.0,2.98,6.760180580303839
00499,310.82930576,-1.3630915716,STAR,,,,,,,,,,,,,,,,,,,0.0,3.037,4.9371753039100295
00500,310.88384991,-1.5328677514,STAR,,,,,,,,,,,,,,,,,,,0.0,2.822,-26.168149977070506
00501,311.23427911,-2.0604426224,STAR,,,,,,,,,,,,,,,,,,,0.0,3.01,14.486550032990582
00502,311.11506405,-1.45830901,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8075,-10.739195416982655
00503,311.32654641,-1.2794215841,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9225,1.1936619189427193
00504,311.20931055,-1.3475825833,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8735,-45.699092385459586
00505,311.15083345,-1.4788186812,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7925,-11.944645619628293
00506,311.117284,-1.606191395,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8365,-10.114138231773675
00507,310.85488811,-1.8580729476,STAR,,,,,,,,,,,,,,,,,,,0.0,2.92,-16.019644674877355
00508,311.07200142,-1.7450970693,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7435,-37.4985508051616
00509,310.96347306,-1.7209359031,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8235,-11.393007486202233
00510,311.40280787,-1.5273927707,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2345,75.10058188005152
00511,311.57422949,-1.9890700156,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1479999999999997,-50.931319124858234
00512,310.71428256,-1.8798064693,STAR,,,,,,,,,,,,,,,,,,,0.0,3.013,11.884377537216293
00513,310.56150071,-1.5840835185,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1405,-28.427338885925828
00514,311.14362863,-1.8461581463,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7785,7.411380588557182
00515,311.23058185,-1.8870333783,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9275,-24.239674277309863
00516,311.51678841,-1.8308446608,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9795,-46.21987830302898
00517,311.14710356,-1.8433519949,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7984999999999998,-7.557008910666109
00518,311.20171728,-1.8564825408,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8289999999999997,-10.687258173969619
00519,311.12330245,-1.4296736394,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8845,-11.143209643955853
00520,311.26861189,-1.392650195,STAR,,,,,,,,,,,,,,,,,,,0.0,2.908,47.214384244181495
00521,310.58514498,-1.474861502,STAR,,,,,,,,,,,,,,,,,,,0.0,3.19,-35.09840378441723
00522,310.71731525,-1.4282263772,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0845000000000002,-19.377972540397113
00523,311.40193012,-2.096917658,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0205,-36.73808653876072
00524,311.56439512,-2.1047091221,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1475,-49.28358851944487
00525,311.65383857,-1.8488395172,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1425,-32.07553001627799
00526,310.62617825,-1.8778527904,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1135,-16.514829477160937
00527,311.2925126,-2.0398512147,STAR,,,,,,,,,,,,,,,,,,,0.0,2.933,-38.407976400738654
00528,310.57953986,-1.7708310826,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0925000000000002,-29.81879570184906
00529,310.64464426,-1.7691968209,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9635,-17.987658035554187
00530,311.21211472,-1.8069044937,STAR,,,,,,,,,,,,,,,,,,,0.0,2.809,-1.4556479069898036
00531,310.87192546,-1.7677467406,STAR,,,,,,,,,,,,,,,,,,,0.0,2.864,-19.813116457161755
00532,311.49720348,-1.2925654631,STAR,,,,,,,,,,,,,,,,,,,0.0,3.01,-49.54136797130592
00533,311.62566867,-2.0317828275,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1639999999999997,-54.1926875826898
00534,310.65203943,-1.59278276,STAR,,,,,,,,,,,,,,,,,,,0.0,3.4770000000000003,-48.25573700863798
00535,311.42627599,-2.1440615718,STAR,,,,,,,,,,,,,,,,,,,0.0,3.115,12.634972098376116
00536,311.48907444,-1.6141138438,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9375,-22.763681072999965
00537,311.18389223,-1.4382366606,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7805,23.127969694026312
00538,310.80637071,-1.5824281643,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8579999999999997,-40.60005775467294
00539,311.09396289,-1.7547497157,STAR,,,,,,,,,,,,,,,,,,,0.0,2.755,-25.537581370284446
00540,310.75433245,-1.7963907901,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0255,-25.201641630902746
00541,311.3285026,-1.6101490057,STAR,,,,,,,,,,,,,,,,,,,0.0,2.822,9.284546625366707
00542,311.71602932,-1.62018742,STAR,,,,,,,,,,,,,,,,,,,0.0,2.981,-25.595410166740518
00543,311.24327741,-1.3112026628,STAR,,,,,,,,,,,,,,,,,,,0.0,2.866,-31.20540066391583
00544,310.78137121,-1.4758885059,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0395,-20.648134033950623
00545,311.69552722,-1.6731803511,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1065,-16.493599519692417
00546,311.59569325,-1.3208015211,STAR,,,,,,,,,,,,,,,,,,,0.0,2.987,-24.167238545877698
00547,311.37250587,-1.2822709907,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9175,-6.124611336153266
00548,310.82383737,-1.5093104321,STAR,,,,,,,,,,,,,,,,,,,0.0,2.862,-32.334797930885046
00549,310.99031478,-2.0956708524,STAR,,,,,,,,,,,,,,,,,,,0.0,3.179,16.895444324253937
00550,311.2936139,-1.5074940986,STAR,,,,,,,,,,,,,,,,,,,0.0,2.814,-20.13591132079913
00551,310.77451272,-1.5057606623,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8680000000000003,-19.393561645014064
00552,311.25185748,-1.3620019566,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8775,-19.995079194261187
00553,311.1868741,-1.4355929621,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7880000000000003,-2.7143733873180254
00554,310.8666209,-1.4737647511,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9234999999999998,-11.138370962906679
00555,311.2326406,-1.9723263213,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9225,-10.250384063232055
00556,310.82274446,-1.4141222933,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0595,-3.1515185969895745
00557,310.79436321,-1.4575919242,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9395,-16.906825825457098
00558,311.00138969,-2.1431472434,STAR,,,,,,,,,,,,,,,,,,,0.0,3.141,11.325237503638608
00559,311.05430437,-1.4374168813,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9109999999999996,-38.95922724001811
00560,311.61095366,-1.7686245345,STAR,,,,,,,,,,,,,,,,,,,0.0,3.091,-42.60086348653438
00561,310.98660976,-2.0559267996,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0075000000000003,10.417686640255816
00562,310.7779017,-1.825274952,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9805,-14.488835442907574
00563,310.60170048,-1.8457559783,STAR,,,,,,,,,,,,,,,,,,,0.0,3.011,-0.8945859044659152
00564,310.63060611,-1.6873062774,STAR,,,,,,,,,,,,,,,,,,,0.0,3.002,-12.451973778601138
00565,311.31316621,-1.5466573655,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8659999999999997,-31.537910873271976
00566,311.15865014,-1.5576444446,STAR,,,,,,,,,,,,,,,,,,,0.0,2.698,-24.82073283502028
00567,311.34671682,-1.4335463405,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8185000000000002,-44.34724904167088
00568,311.35297954,-2.052617598,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9595000000000002,-44.50220103898752
00569,311.52104875,-1.3436468789,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8975,-32.52557852598613
00570,311.00066529,-1.9056900053,STAR,,,,,,,,,,,,,,,,,,,0.0,3.019,27.512376383702197
00571,310.99956822,-1.9013184575,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9915000000000003,-9.003033631795422
00572,310.80510121,-1.9063706871,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0415,5.952707486231131
00573,310.7344671,-2.1000693734,STAR,,,,,,,,,,,,,,,,,,,0.0,3.263,19.03950477637777
00574,310.727375,-2.1215655868,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2915,-17.99804231485419
00575,311.57695888,-1.4397571481,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9320000000000004,-24.415818256593017
00576,311.54161959,-1.8038527252,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0735,3.9507098811809334
00577,311.14364055,-1.2590871325,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9485,-26.623155385347196
00578,311.05588956,-2.1261744677,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0665,1.081774084175435
00579,311.21233927,-1.9191383202,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9154999999999998,-14.803333968266593
00580,310.94281674,-1.4811800241,STAR,,,,,,,,,,,,,,,,,,,0.0,2.941,7.620446678908051
00581,310.71859392,-1.2743310939,STAR,,,,,,,,,,,,,,,,,,,0.0,3.231,-59.259006436267505
00582,310.7599153,-1.9245204951,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1165000000000003,-6.415362559736862
00583,311.55329662,-1.4242401396,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9585,-21.898510446539614
00584,311.36596552,-1.9498999829,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8855,-32.29219826178107
00585,310.65406925,-1.3873213666,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1205,-36.31265981914649
00586,311.17591559,-1.7235504055,STAR,,,,,,,,,,,,,,,,,,,0.0,2.789,-20.278562361560123
00587,311.18405098,-1.6925042979,STAR,,,,,,,,,,,,,,,,,,,0.0,2.754,-36.13194572297369
00588,311.55599092,-1.3884604686,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9565,-41.41592445763546
00589,311.38819836,-1.5103576397,STAR,,,,,,,,,,,,,,,,,,,0.0,2.902,-31.47656771512817
00590,311.1443403,-1.416183304,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7785,3.0417588701051708
00591,311.60889908,-1.9280809638,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1925,-48.791781611631876
00592,310.99607334,-1.6108675458,STAR,,,,,,,,,,,,,,,,,,,0.0,2.794,-28.039152943789908
00593,311.18412571,-1.6587189749,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7735,-37.932903018336155
00594,311.1808089,-1.7528810692,STAR,,,,,,,,,,,,,,,,,,,0.0,2.719,-22.54814298196577
00595,311.4791831,-1.8403529454,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9915000000000003,-31.2539840137617
00596,311.59979325,-1.8870873341,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1585,-39.67146280381714
00597,311.50528149,-1.3501971178,STAR,,,,,,,,,,,,,,,,,,,0.0,2.982,-17.198183932670567
00598,311.50608247,-1.3426940125,STAR,,,,,,,,,,,,,,,,,,,0.0,2.932,-7.819253008887153
00599,311.30475077,-2.0526010754,STAR,,,,,,,,,,,,,,,,,,,0.0,2.924,-22.84153562940051
00600,310.71859794,-2.104667732,STAR,,,,,,,,,,,,,,,,,,,0.0,3.255,-10.052704136566545
00601,311.69328091,-1.5074548755,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9865000000000004,-4.7606451910637215
00602,310.76523602,-1.4049145626,STAR,,,,,,,,,,,,,,,,,,,0.0,3.018,-12.12366757045908
00603,311.03546299,-2.152320133,STAR,,,,,,,,,,,,,,,,,,,0.0,2.747,-2.0210871972727227
00604,310.89351954,-1.4373869521,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8235,3.983278950564284
00605,311.22349324,-1.8797546881,STAR,,,,,,,,,,,,,,,,,,,0.0,2.98,1.6156419606648786
00606,311.13095999,-1.6015386769,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8,-4.413202958327906
00607,310.75217489,-1.3241462501,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0535,-26.64986292332038
00608,311.67937375,-1.8191298771,STAR,,,,,,,,,,,,,,,,,,,0.0,3.127,-44.739791248088366
00609,311.69910382,-1.6721548578,STAR,,,,,,,,,,,,,,,,,,,0.0,3.114,-19.030802032758686
00610,311.28635919,-1.6693395387,STAR,,,,,,,,,,,,,,,,,,,0.0,2.88,-32.12877200397585
00611,310.92971649,-1.6284735223,STAR,,,,,,,,,,,,,,,,,,,0.0,2.915,-25.932453870744745
00612,311.65946122,-1.9798466308,STAR,,,,,,,,,,,,,,,,,,,0.0,3.13,-44.54178748402993
00613,311.14813429,-1.9410720816,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9690000000000003,0.5085763944393072
00614,311.1453172,-1.9395938065,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9605,-23.97262444567822
00615,310.85518782,-1.9214349088,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0265000000000004,7.5649568028591165
00616,310.7559067,-2.0974155956,STAR,,,,,,,,,,,,,,,,,,,0.0,3.207,-4.901142795560272
00617,310.73818807,-2.1005131059,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2625,8.398685601157343
00618,310.63987433,-1.9686169355,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0895,0.4231660573186231
00619,310.76483121,-2.0777116395,STAR,,,,,,,,,,,,,,,,,,,0.0,3.199,17.59378350296161
00620,311.58859356,-1.8875535183,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1189999999999998,-1.9604489050563327
00621,311.252673,-2.0272405229,STAR,,,,,,,,,,,,,,,,,,,0.0,2.924,-17.77814694461393
00622,310.96826622,-2.1246081995,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1355,3.4441176282547628
00623,311.17629262,-1.8373335055,STAR,,,,,,,,,,,,,,,,,,,0.0,2.788,-26.026622410327615
00624,310.68522443,-1.8083022024,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0084999999999997,-25.387892894421253
00625,311.61141279,-1.8829383843,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1235,-42.800696340150886
00626,310.69310593,-1.7433206532,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0309999999999997,-14.809319183881081
00627,310.71707417,-1.7288186988,STAR,,,,,,,,,,,,,,,,,,,0.0,3.5705,81.41524227160228
00628,311.61617165,-1.6980780412,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9989999999999997,-8.76205090182621
00629,311.13087298,-1.6855745304,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8120000000000003,-0.40088958059872093
00630,311.2925378,-1.7391914856,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8994999999999997,73.5041423477412
00631,311.36381221,-1.3236780748,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9465,1.718461256070343
00632,311.41495536,-2.1390834528,STAR,,,,,,,,,,,,,,,,,,,0.0,3.161,-38.65178735159501
00633,311.2710161,-1.3993888068,STAR,,,,,,,,,,,,,,,,,,,0.0,2.894,-19.79344477310925
00634,311.69559999,-1.7514684986,STAR,,,,,,,,,,,,,,,,,,,0.0,3.127,-24.671271162767656
00635,310.87883344,-1.8245912436,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9135,-29.415715982742345
00636,310.80273197,-1.4705306995,STAR,,,,,,,,,,,,,,,,,,,0.0,2.982,3.9110214922477335
00637,310.65653173,-1.366039539,STAR,,,,,,,,,,,,,,,,,,,0.0,3.095,-58.40348942449975
00638,311.3472228,-1.3698454268,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8834999999999997,-6.405306542423173
00639,311.60234073,-1.6013283619,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9219999999999997,-15.995222817908488
00640,311.23239258,-1.5190543041,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8095,-21.961329362372346
00641,310.75472333,-1.5535804572,STAR,,,,,,,,,,,,,,,,,,,0.0,2.987,-57.92967087159745
00642,311.30314698,-1.5937893263,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8205,-41.97725361235464
00643,311.22372739,-1.5582360222,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7165,1.9033892372690615
00644,310.70529658,-1.7627885277,STAR,,,,,,,,,,,,,,,,,,,0.0,3.024,-3.711573943806408
00645,310.77763791,-1.7633013688,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0265,12.162796236112907
00646,310.64243502,-1.75479272,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2664999999999997,-40.542953483201934
00647,311.01676615,-1.9065646947,STAR,,,,,,,,,,,,,,,,,,,0.0,3.442,-10.645340823367588
00648,311.25393563,-1.5079015118,STAR,,,,,,,,,,,,,,,,,,,0.0,2.859,-32.2065881421384
00649,311.21572801,-1.3983387308,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8695,-26.74720645752204
00650,311.01884956,-1.5004193987,STAR,,,,,,,,,,,,,,,,,,,0.0,2.6814999999999998,-13.060113039269021
00651,311.23831693,-1.4797230893,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7875,-25.72599819546105
00652,310.60719047,-1.4665031347,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1075,-20.373516354744684
00653,311.41435871,-1.346726104,STAR,,,,,,,,,,,,,,,,,,,0.0,2.909,-2.775408759049099
00654,311.28482759,-1.2753425139,STAR,,,,,,,,,,,,,,,,,,,0.0,2.944,-18.167975662928892
00655,311.13104573,-1.5823646054,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7880000000000003,-37.6898802745985
00656,310.782714,-1.7501823774,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9175,-35.72011005662824
00657,311.05022706,-1.5399023336,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8875,4.527721913389642
00658,311.12798829,-1.326909148,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9,-25.28865220033232
00659,310.98146872,-1.7547541299,STAR,,,,,,,,,,,,,,,,,,,0.0,2.742,-31.688510854838928
00660,311.18318631,-1.3491102693,STAR,,,,,,,,,,,,,,,,,,,0.0,2.854,-19.829448301158312
00661,311.54253004,-1.8692831845,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9779999999999998,1.4214666540004135
00662,311.20722171,-1.2735405764,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9065,-27.592083378512086
00663,310.61846171,-1.9911355228,STAR,,,,,,,,,,,,,,,,,,,0.0,3.142,-2.1069084523853494
00664,310.71575042,-2.1186135456,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2394999999999996,5.284999887573112
00665,311.0140419,-1.5055084042,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7095000000000002,-9.861785309197176
00666,311.43629867,-1.6158542647,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9735,23.278902902015677
00667,310.82085703,-2.1567105357,STAR,,,,,,,,,,,,,,,,,,,0.0,3.3529999999999998,-27.962136061216412
00668,310.81858803,-2.06251428,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1685,22.09700406578692
00669,311.12675169,-2.088871186,STAR,,,,,,,,,,,,,,,,,,,0.0,2.92,-30.079675462054183
00670,310.81073436,-2.0800800627,STAR,,,,,,,,,,,,,,,,,,,0.0,3.17,16.338637986028292
00671,310.93742875,-2.07906923,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0845000000000002,13.406716399942525
00672,310.87675211,-2.1460560212,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1135,-4.899557990603009
00673,310.85333468,-2.1566109553,STAR,,,,,,,,,,,,,,,,,,,0.0,3.779,-18.93302914095316
00674,311.65781254,-1.9697148855,STAR,,,,,,,,,,,,,,,,,,,0.0,3.161,-46.73433540295036
00675,311.3160862,-2.1383970847,STAR,,,,,,,,,,,,,,,,,,,0.0,2.998,-9.349974416968047
00676,311.4486447,-1.7846250125,STAR,,,,,,,,,,,,,,,,,,,0.0,2.863,2.477737633084655
00677,310.76708971,-1.6896704948,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9565,-10.566566993736851
00678,311.39645087,-1.2755637809,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9135,-26.381331707769192
00679,310.94622597,-1.7098575747,STAR,,,,,,,,,,,,,,,,,,,0.0,2.973,-61.827182280823
00680,311.38750654,-1.6346747237,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2205000000000004,54.015487116757654
00681,310.91702305,-2.0216727781,STAR,,,,,,,,,,,,,,,,,,,0.0,3.005,17.06069590670516
00682,311.21454059,-1.9630167424,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9005,-4.480575142721486
00683,311.39983617,-1.8964428051,STAR,,,,,,,,,,,,,,,,,,,0.0,2.872,-27.01000526938234
00684,311.1656938,-1.8549648368,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9314999999999998,-6.122558056762477
00685,311.13647732,-1.8436700349,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7795,-7.703532695666886
00686,311.51714764,-1.4571648123,STAR,,,,,,,,,,,,,,,,,,,0.0,3.3135,-53.30707020775628
00687,310.90236354,-1.8077733675,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2889999999999997,33.68269525426026
00688,310.77437465,-1.9294281318,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9975,8.876053991249496
00689,311.40672416,-1.8856866173,STAR,,,,,,,,,,,,,,,,,,,0.0,2.902,-2.3959120939067753
00690,311.490418,-1.8084050032,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9135,2.097898245338703
00691,311.10051183,-1.3687317895,STAR,,,,,,,,,,,,,,,,,,,0.0,3.315,42.804970845684956
00692,311.27809477,-1.4351306119,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9445,-34.55580126461025
00693,311.25012604,-1.8050401892,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7504999999999997,-28.65902829231907
00694,311.66106139,-1.8075946842,STAR,,,,,,,,,,,,,,,,,,,0.0,3.187,-54.88875268153329
00695,311.04563985,-1.7998360762,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8325,12.894192601645138
00696,310.81968193,-1.331926592,STAR,,,,,,,,,,,,,,,,,,,0.0,3.029,-12.192077185681141
00697,311.22334826,-1.2746899511,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9545000000000003,-20.00450080425312
00698,311.39274158,-1.801828128,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8585000000000003,-3.6993944861440586
00699,311.08898081,-1.45155758,STAR,,,,,,,,,,,,,,,,,,,0.0,2.873,-8.08550750694373
00700,311.567591,-1.4637297479,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9005,7.915279761005193
00701,311.07050259,-1.5129833007,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8585,-4.962979230699693
00702,311.46955978,-1.5038908315,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9335,-4.4034171698539595
00703,310.59792324,-1.7725831239,STAR,,,,,,,,,,,,,,,,,,,0.0,3.019,-19.325657660502436
00704,311.20239185,-1.7812292763,STAR,,,,,,,,,,,,,,,,,,,0.0,2.738,-21.84580252187434
