ID,RA,DEC,TYPE,FLUX_m400,FLUX_m425,FLUX_m450,FLUX_m475,FLUX_m500,FLUX_m525,FLUX_m550,FLUX_m575,FLUX_m600,FLUX_m625,FLUX_m650,FLUX_m675,FLUX_m700,FLUX_m725,FLUX_m800,FLUX_m825,FLUX_m850,FLUX_m875,ELL,Re,THETA
00223,311.2279346,-1.661452505,STAR,,,,,,,,,,,,,,,,,,,0.0,2.786,-32.987886933865724
00224,311.65158795,-1.6513333491,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0789999999999997,-5.133619251232959
00225,310.7292622,-1.6505103336,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0265,-40.46390316195757
00226,310.9764416,-2.075273469,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0895,20.60527248611822
00227,310.91755132,-2.0867319464,STAR,,,,,,,,,,,,,,,,,,,0.0,3.165,-10.203472593277485
00228,311.15654534,-2.0723647276,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9915000000000003,-7.884222693509731
00229,311.11023848,-1.4164868538,STAR,,,,,,,,,,,,,,,,,,,0.0,2.916,-21.62457659717221
00230,311.30369872,-1.4123396755,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9685,-48.4282497085035
00231,310.93063836,-2.0990697689,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1635,22.155139476364305
00232,310.80708536,-2.0671952894,STAR,,,,,,,,,,,,,,,,,,,0.0,3.178,5.196961669493076
00233,311.5226823,-2.0349873941,STAR,,,,,,,,,,,,,,,,,,,0.0,3.068,-53.00098727756829
00234,311.48228298,-2.0446877344,STAR,,,,,,,,,,,,,,,,,,,0.0,3.059,-35.84427169244753
00235,310.90798002,-2.0250343867,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0845000000000002,27.97972385130609
00236,311.32112586,-2.1052866413,STAR,,,,,,,,,,,,,,,,,,,0.0,2.983,-25.69861814833906
00237,311.17766469,-2.0468331894,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9475,-27.020366185735696
00238,311.30563727,-2.1034535039,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0214999999999996,-25.66460273875484
00239,311.58281458,-2.025347702,STAR,,,,,,,,,,,,,,,,,,,0.0,3.152,-48.50048752803521
00240,311.46347839,-2.0470003742,STAR,,,,,,,,,,,,,,,,,,,0.0,3.044,-47.86210322083931
00241,310.85004331,-2.0182146232,STAR,,,,,,,,,,,,,,,,,,,0.0,3.072,7.266712407899199
00242,311.11844628,-1.3999802729,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8689999999999998,-22.197433179064085
00243,311.27471746,-2.1010856228,STAR,,,,,,,,,,,,,,,,,,,0.0,3.009,-39.5504242581394
00244,310.73722297,-2.0213296365,STAR,,,,,,,,,,,,,,,,,,,0.0,3.135,11.46881258642459
00245,311.14039534,-1.4082230404,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8609999999999998,-29.478691178818583
00246,310.93246103,-1.6607593592,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8795,-15.085555618854668
00247,311.36349677,-2.0776780958,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0195,-14.156505333786455
00248,311.21094372,-2.0964170658,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0105000000000004,-20.81898235597779
00249,311.70053811,-1.6598044482,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0165,-18.363997236961197
00250,311.45967926,-1.5932386687,STAR,,,,,,,,,,,,,,,,,,,0.0,2.792,-14.901377858682363
00251,311.62134409,-1.6196189168,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9815,-37.40371891667911
00252,310.70504372,-1.6182999094,STAR,,,,,,,,,,,,,,,,,,,0.0,3.02,-17.125392763756935
00253,310.73131076,-1.5165798257,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9985,-49.620204871800766
00254,310.94444675,-1.3289748226,STAR,,,,,,,,,,,,,,,,,,,0.0,3.004,-20.105796169701822
00255,310.91028617,-1.2748286289,STAR,,,,,,,,,,,,,,,,,,,0.0,3.043,-8.169934556695353
00256,311.24806942,-1.5360448033,STAR,,,,,,,,,,,,,,,,,,,0.0,2.747,0.9085380015590232
00257,311.33216451,-1.7429763494,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7960000000000003,-10.25443207213759
00258,311.18157856,-1.7483941277,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7545,13.626027580040907
00259,310.80848308,-1.5303336132,STAR,,,,,,,,,,,,,,,,,,,0.0,2.95,5.00862639219916
00260,311.48515165,-1.7568264746,STAR,,,,,,,,,,,,,,,,,,,0.0,2.907,-10.36169055927168
00261,310.72966847,-1.7796593544,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0055,-20.35212460875773
00262,310.95671898,-1.5412475534,STAR,,,,,,,,,,,,,,,,,,,0.0,2.794,-43.172848110514046
00263,310.89353668,-1.5624760565,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8914999999999997,-25.07567892477641
00264,311.00790432,-2.126307965,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1310000000000002,-3.7695390025249997
00265,311.10244383,-1.8593501566,STAR,,,,,,,,,,,,,,,,,,,0.0,2.811,15.081321327767442
00266,310.89926609,-1.8530938985,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9815,-18.175736185918794
00267,311.266008,-1.8615255455,STAR,,,,,,,,,,,,,,,,,,,0.0,2.92,-24.374771478489176
00268,311.41643181,-1.3163194242,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8975,-23.049578069778192
00269,311.09746868,-1.3321604335,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9405,-5.810335913806495
00270,311.28792219,-1.7944295506,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1745,-4.960453581315756
00271,311.25733168,-1.3555870518,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9095000000000004,-42.50215303754012
00272,311.20822704,-1.3810761662,STAR,,,,,,,,,,,,,,,,,,,0.0,2.878,-22.1467447605856
00273,310.99821761,-1.4534861316,STAR,,,,,,,,,,,,,,,,,,,0.0,2.833,-3.7344485334673805
00274,310.70193681,-1.4592695036,STAR,,,,,,,,,,,,,,,,,,,0.0,3.076,-22.99709767693101
00275,311.03863079,-1.2703727044,STAR,,,,,,,,,,,,,,,,,,,0.0,2.958,-22.5617572538246
00276,311.43980383,-1.3266500956,STAR,,,,,,,,,,,,,,,,,,,0.0,2.95,-35.45368154039825
00277,310.76717919,-1.4865015017,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0115,-10.522849547920844
00278,311.56993625,-1.341961659,STAR,,,,,,,,,,,,,,,,,,,0.0,2.947,-23.654291410700388
00279,311.29188316,-1.3436176963,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8885,-23.402369578531367
00280,311.19475195,-1.9365469704,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9699999999999998,-3.7032174936395896
00281,311.2463769,-2.0892979008,STAR,,,,,,,,,,,,,,,,,,,0.0,3.026,-6.524012305147499
00282,311.31020469,-2.1203362544,STAR,,,,,,,,,,,,,,,,,,,0.0,2.979,-23.880758629503056
00283,311.48007869,-1.451401811,STAR,,,,,,,,,,,,,,,,,,,0.0,2.942,-40.514382032653145
00284,311.64287532,-1.4317812517,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0854999999999997,-28.402971634775085
00285,311.23015404,-1.5613355665,STAR,,,,,,,,,,,,,,,,,,,0.0,2.71,-49.42702380487946
00286,311.43272545,-2.1005160503,STAR,,,,,,,,,,,,,,,,,,,0.0,3.05,-34.59596459985025
00287,311.09276347,-1.6057246187,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9125,-45.60530516095174
00288,311.50703347,-1.644572465,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9325,-32.05479861573161
00289,310.87634512,-2.1000136677,STAR,,,,,,,,,,,,,,,,,,,0.0,3.129,15.946740114216773
00290,311.58026624,-1.9990100535,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1235,-54.13666331368722
00291,311.07620984,-1.427657323,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8225,-29.212719644223732
00292,311.62515512,-1.4289354816,STAR,,,,,,,,,,,,,,,,,,,0.0,2.995,-11.072365298201833
00293,311.42361047,-1.6339334736,STAR,,,,,,,,,,,,,,,,,,,0.0,2.859,-18.100766280026615
00294,310.95164579,-2.0352350946,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0445,-1.103135694815048
00295,310.77359686,-2.0197917907,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1045,21.96373924787932
00296,311.00092913,-1.6411829637,STAR,,,,,,,,,,,,,,,,,,,0.0,2.771,-30.451874497010987
00297,310.72212638,-2.0982676676,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2800000000000002,12.2148223637675
00298,311.30541266,-2.1380703828,STAR,,,,,,,,,,,,,,,,,,,0.0,3.045,-28.527402822390137
00299,310.65624153,-1.3827457817,STAR,,,,,,,,,,,,,,,,,,,0.0,3.112,-10.1397450715526
00300,311.61462722,-1.8664588179,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1345,-38.44345203858452
00301,310.92529897,-1.2888400725,STAR,,,,,,,,,,,,,,,,,,,0.0,3.041,-21.516089564661986
00302,311.07230684,-1.256494195,STAR,,,,,,,,,,,,,,,,,,,0.0,2.973,-11.675518640505267
00303,311.48127433,-1.9893574557,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0675,-31.21877182074288
00304,310.86073299,-1.3323717438,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0295,-15.637031350554873
00305,311.14961759,-1.9233278679,STAR,,,,,,,,,,,,,,,,,,,0.0,2.923,-22.582663372877708
00306,311.07283937,-1.4585359663,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8715,7.499886794296412
00307,311.3109512,-1.9532625105,STAR,,,,,,,,,,,,,,,,,,,0.0,2.923,-1.9513806658325044
00308,311.18611217,-1.369156463,STAR,,,,,,,,,,,,,,,,,,,0.0,2.809,-21.972401484837754
00309,310.94431757,-1.7864537759,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8255,-29.79932378055241
00310,310.56020915,-1.7694570644,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0745,-14.40971665578887
00311,311.56461834,-1.5410060827,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9105,-41.09702459231879
00312,311.62155271,-1.6934723937,STAR,,,,,,,,,,,,,,,,,,,0.0,3.053,-26.86982992847449
00313,311.02747483,-1.5337861269,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7424999999999997,-9.787836129853238
00314,311.3857819,-1.7677819518,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8324999999999996,-30.121110760189715
00315,311.0666011,-1.9144085727,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8225,0.7057385287964724
00316,310.99878299,-1.8004814793,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8419999999999996,-15.615140504925767
00317,310.86301349,-1.8369233316,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9210000000000003,-22.23899617048933
00318,310.94049988,-1.9019838826,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9130000000000003,-3.68387464670804
00319,310.88157026,-1.3276238285,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0505,6.256645963940385
00320,311.19169899,-1.500083186,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7965,-4.798358319547833
00321,311.42861604,-2.0798408257,STAR,,,,,,,,,,,,,,,,,,,0.0,3.021,-53.658873172062876
00322,310.80975466,-1.4500635512,STAR,,,,,,,,,,,,,,,,,,,0.0,2.934,8.159557456636337
00323,310.73978329,-1.4458259733,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9829999999999997,7.37202545352902
00324,310.58352668,-1.6195271646,STAR,,,,,,,,,,,,,,,,,,,0.0,3.151,-33.32580839669423
00325,310.67259018,-1.6227192646,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0575,-23.573780227302677
00326,311.58747718,-1.6956742779,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0735,23.352626827918353
00327,311.04282044,-1.5801754572,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7685,6.281311950666098
00328,311.64952368,-1.7246728432,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0345,-14.0038406189063
00329,311.46509709,-1.8972236667,STAR,,,,,,,,,,,,,,,,,,,0.0,3.034,31.914040570162424
00330,311.43664679,-1.853005014,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9595000000000002,-31.983270968939273
00331,311.61458907,-1.5808285069,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9875,-38.21236038470354
00332,311.54230536,-1.447866527,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8605,-23.669255657247543
00333,311.4374222,-1.9465791794,STAR,,,,,,,,,,,,,,,,,,,0.0,2.951,-16.96590257836341
00334,311.21317856,-1.9389438536,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9295,-20.65750206698264
00335,311.56076751,-1.9297200819,STAR,,,,,,,,,,,,,,,,,,,0.0,3.151,-37.20180289905767
00336,311.1923865,-1.9670907799,STAR,,,,,,,,,,,,,,,,,,,0.0,2.917,-3.505158903233948
00337,310.73033207,-1.9845940013,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0725,8.285630188477315
00338,311.50656817,-1.3161537819,STAR,,,,,,,,,,,,,,,,,,,0.0,2.989,-29.270901518771737
00339,311.56268519,-1.3635137414,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9160000000000004,-38.37892287942542
00340,310.97272035,-1.3365049334,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0490000000000004,28.74340434534975
00341,311.35651219,-1.3023325686,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9234999999999998,-23.66794729204101
00342,310.73912707,-1.5037231341,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9775,-32.86995487921419
00343,311.1360125,-1.8493882789,STAR,,,,,,,,,,,,,,,,,,,0.0,2.803,0.8396856729775302
00344,310.97204571,-1.8216233262,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8235,-12.853319265016072
00345,311.60760709,-1.8195288569,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0774999999999997,-10.65472145899409
00346,311.27653472,-1.5148143473,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7725,-22.247033391587227
00347,311.54876022,-1.651051968,STAR,,,,,,,,,,,,,,,,,,,0.0,2.837,-15.34233059132246
00348,310.71503383,-1.5211651934,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9985,-13.111505415598188
00349,311.21168087,-2.085291902,STAR,,,,,,,,,,,,,,,,,,,0.0,3.003,-15.296607851929906
00350,310.62127843,-1.4216747769,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1155,12.169477741215534
00351,310.94514774,-1.7947867325,STAR,,,,,,,,,,,,,,,,,,,0.0,2.787,-21.560519593817578
00352,311.60128556,-1.4071452198,STAR,,,,,,,,,,,,,,,,,,,0.0,2.981,-24.924370717063272
00353,311.16070828,-1.5974117001,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8415,-15.892353197133655
00354,311.55266508,-1.7181479692,STAR,,,,,,,,,,,,,,,,,,,0.0,2.941,-36.012758676958846
00355,310.72946965,-1.6673629564,STAR,,,,,,,,,,,,,,,,,,,0.0,2.979,-27.2871401634986
00356,310.8765861,-1.6847957508,STAR,,,,,,,,,,,,,,,,,,,0.0,2.793,-17.892850803120208
00357,310.74093717,-2.1114067177,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2715,-13.57052762100332
00358,311.30303434,-1.4199608667,STAR,,,,,,,,,,,,,,,,,,,0.0,2.939,-28.41120375554478
00359,310.967234,-1.438234245,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8645,-35.89208803519818
00360,311.54586887,-1.4232814779,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8825000000000003,-37.38160052956073
00361,311.35676768,-1.436338921,STAR,,,,,,,,,,,,,,,,,,,0.0,2.919,-31.384950074015
00362,311.47635732,-1.4534880977,STAR,,,,,,,,,,,,,,,,,,,0.0,2.899,-13.966011568664921
00363,310.91194649,-2.1240138073,STAR,,,,,,,,,,,,,,,,,,,0.0,3.238,24.998350215431902
00364,310.75794876,-1.5003589909,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9610000000000003,-35.60922263045027
00365,311.60543922,-1.9415052189,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0999999999999996,-47.58481362134822
00366,311.58016448,-1.3519500575,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9444999999999997,-19.46660846727797
00367,311.52379172,-1.3867817858,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8529999999999998,-36.176250167206575
00368,311.60698266,-1.3600675632,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0004999999999997,-44.11775120480274
00369,311.06245584,-1.3935713021,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8695000000000004,-3.0323758582352527
00370,311.41415838,-1.814485237,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8995,-39.14147968306495
00371,310.62675954,-1.6870392609,STAR,,,,,,,,,,,,,,,,,,,0.0,3.052,-39.67951148196146
00372,310.81614937,-1.8081792828,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9355,-15.434604712185266
00373,310.82469907,-1.6281802495,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9314999999999998,-35.74612888910235
00374,311.25420612,-1.6572141941,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8120000000000003,14.850996853638291
00375,310.92464664,-1.595320937,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7895,-11.961858735239838
00376,310.63216871,-1.6108282016,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0220000000000002,-34.896290680016016
00377,310.67122729,-1.404830991,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1025,-27.637801571774204
00378,311.63684447,-1.7746469626,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0905,-22.931301846248207
00379,310.65107014,-1.8657602926,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2615,-39.895819006916874
00380,311.51001493,-2.1333453176,STAR,,,,,,,,,,,,,,,,,,,0.0,3.4909999999999997,-42.01315319897055
00381,310.60886785,-1.7972039685,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0484999999999998,-7.555149979428324
00382,311.60150447,-1.6894923801,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0490000000000004,-14.821601863554719
00383,311.66097424,-1.5551190815,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9924999999999997,-41.965676234846846
00384,310.99528736,-1.5425789142,STAR,,,,,,,,,,,,,,,,,,,0.0,2.775,-33.074172608818714
00385,311.38765269,-1.5138446295,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8179999999999996,-31.531302865881827
00386,311.20814128,-1.7034217094,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7235,-25.523482408903917
00387,311.70327218,-1.8242803069,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1745,-14.237224912658798
00388,311.34654849,-1.8858021568,STAR,,,,,,,,,,,,,,,,,,,0.0,2.855,-38.89755636402275
00389,311.48384649,-1.8427776165,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0425,15.264804074817864
00390,311.69402534,-1.8536101096,STAR,,,,,,,,,,,,,,,,,,,0.0,3.178,-47.26130585658932
00391,311.6194819,-2.0301991939,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1790000000000003,-51.904524139879136
00392,311.26067038,-2.1141958835,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9765,-31.08773656381963
00393,310.57578138,-1.7157911033,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0745,-20.366062729897198
00394,310.57105869,-1.7367598767,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1239999999999997,-9.90578144072021
00395,310.76670797,-1.6175073029,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9485,-35.32164920186965
00396,310.99862295,-1.5909249137,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7664999999999997,-21.85534066266295
00397,311.4694742,-1.6555804906,STAR,,,,,,,,,,,,,,,,,,,0.0,2.828,5.326708297132203
00398,310.87454589,-1.6309960737,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8325,-29.311748243406864
00399,311.33056318,-2.0234042676,STAR,,,,,,,,,,,,,,,,,,,0.0,2.965,-21.92244963186152
00400,311.23695398,-2.0083964408,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9435000000000002,-20.77705021941541
00401,310.99045249,-2.0199124186,STAR,,,,,,,,,,,,,,,,,,,0.0,2.98,-0.43016205969178467
00402,310.83127226,-2.0100457726,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0735,2.0654858843694757
00403,310.8936639,-1.570181879,STAR,,,,,,,,,,,,,,,,,,,0.0,2.893,0.5034144569951339
00404,311.46125513,-1.303803671,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2945,69.27209771517292
00405,310.7759152,-1.4040407401,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1100000000000003,-17.832782269901276
00406,311.42119831,-2.1330409542,STAR,,,,,,,,,,,,,,,,,,,0.0,3.257,-29.695906802561204
00407,311.62671091,-1.7932867972,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1505,-24.413029226876194
00408,311.59665179,-1.758677447,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0005,-33.53532519342559
00409,311.19022312,-1.8363351925,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7945,-11.495493141235453
00410,311.18029058,-1.285482418,STAR,,,,,,,,,,,,,,,,,,,0.0,2.908,-12.638361763534217
00411,311.54566811,-1.518450294,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9539999999999997,-11.085294966623547
00412,311.55951929,-1.6836339475,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9885,1.65657563489738
00413,311.6929627,-1.6952276142,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0885,-6.542057871601737
00414,311.09624503,-1.3107845075,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9459999999999997,-30.40264647895132
00415,311.04379609,-1.3903407195,STAR,,,,,,,,,,,,,,,,,,,0.0,2.875,-18.719910982762602
00416,311.47147005,-1.3095255402,STAR,,,,,,,,,,,,,,,,,,,0.0,2.942,-1.1241742698853694
00417,310.81340416,-1.9630135214,STAR,,,,,,,,,,,,,,,,,,,0.0,3.008,12.913520231686809
00418,311.31434953,-1.9621695582,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9405,-17.39361131714036
00419,311.47758378,-1.3969205509,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8739999999999997,-27.923553844586237
00420,310.82787751,-1.3859060619,STAR,,,,,,,,,,,,,,,,,,,0.0,3.072,-16.609342320029523
00421,311.2053946,-1.5014684467,STAR,,,,,,,,,,,,,,,,,,,0.0,2.715,-21.226427370415113
00422,311.38066294,-1.9201740771,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9189999999999996,-42.35058801065574
00423,311.47894625,-1.9220152091,STAR,,,,,,,,,,,,,,,,,,,0.0,3.011,-34.40794947648936
00424,311.50958813,-1.4668657645,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9505,-19.635983811713697
00425,310.74396399,-2.12860679,STAR,,,,,,,,,,,,,,,,,,,0.0,3.2590000000000003,16.43710873844075
00426,311.34281994,-1.9459900726,STAR,,,,,,,,,,,,,,,,,,,0.0,2.909,-40.309014796522135
00427,310.86192806,-1.9641799793,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0335,-3.815690944071284
00428,310.73705515,-1.9717233726,STAR,,,,,,,,,,,,,,,,,,,0.0,3.136,10.37642550255491
00429,311.09625307,-1.9907656642,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9425,-6.493247623519766
00430,310.81891239,-1.4153354826,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9909999999999997,18.449593106296955
00431,310.85474933,-1.4170150098,STAR,,,,,,,,,,,,,,,,,,,0.0,2.966,-34.19495893490159
00432,311.05454907,-1.4335490029,STAR,,,,,,,,,,,,,,,,,,,0.0,2.855,7.4788857447866475
00433,311.5843114,-1.8764459087,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1515,-49.079393739561894
00434,311.16788215,-1.5053178999,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8405,21.298036387649308
00435,311.39757423,-1.3876651486,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9055,-31.393840214272792
00436,311.27083649,-1.3528694085,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8865,-22.034562851744383
00437,310.75012747,-1.3575719718,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0815,-28.51958522818581
00438,311.0784832,-1.5380791018,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8655,1.2412286398964107
00439,310.6291053,-1.5226736941,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1449999999999996,-9.76902749169109
00440,310.68545398,-1.5307493027,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0415,-5.426163446182397
00441,310.62807278,-1.9384530941,STAR,,,,,,,,,,,,,,,,,,,0.0,3.168,5.268263691524966
00442,311.43247497,-2.0556496713,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9915,-57.43427466480334
00443,311.30859263,-2.036219269,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9539999999999997,-32.65587772986165
00444,311.0523236,-1.6397353126,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7835,-21.546813641270045
00445,311.0075741,-1.6699587486,STAR,,,,,,,,,,,,,,,,,,,0.0,2.7670000000000003,-26.60450135358502
00446,310.92154682,-1.843540623,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8405,5.109240589945239
00447,311.06437734,-1.8199807251,STAR,,,,,,,,,,,,,,,,,,,0.0,2.743,2.0029937546452876
00448,310.98635446,-1.9064511597,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9705000000000004,9.630169281702235
00449,311.60250804,-1.5817597045,STAR,,,,,,,,,,,,,,,,,,,0.0,2.955,-49.135709567015205
00450,310.91036932,-1.3097421486,STAR,,,,,,,,,,,,,,,,,,,0.0,3.02,-26.298785645585422
00451,311.4649116,-2.1414558677,STAR,,,,,,,,,,,,,,,,,,,0.0,3.5965,-28.44463119697951
00452,311.34233671,-1.5115376117,STAR,,,,,,,,,,,,,,,,,,,0.0,2.901,-36.17440857134072
00453,310.89357883,-1.314616652,STAR,,,,,,,,,,,,,,,,,,,0.0,3.016,-4.914298923417586
00454,310.89068045,-2.0951516028,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1505,-0.38950576578489393
00455,311.10391112,-1.3873480273,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8775,-45.80515823788893
00456,311.1413813,-1.4584731707,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8625,18.13501175404527
00457,310.81895021,-2.1155741164,STAR,,,,,,,,,,,,,,,,,,,0.0,3.15,8.607967162962751
00458,311.04143972,-1.7511987274,STAR,,,,,,,,,,,,,,,,,,,0.0,2.8625,1.553079859160214
00459,311.06524024,-1.9342333546,STAR,,,,,,,,,,,,,,,,,,,0.0,2.855,-4.489814478019751
00460,310.68632828,-1.8756864012,STAR,,,,,,,,,,,,,,,,,,,0.0,2.9955,-15.303434337258922
00461,310.65320171,-1.9208825375,STAR,,,,,,,,,,,,,,,,,,,0.0,3.0875000000000004,13.223507595363719
00462,311.51598684,-1.6403314606,STAR,,,,,,,,,,,,,,,,,,,0.0,2.98,-34.704740949618085
00463,311.71116614,-1.7123946829,STAR,,,,,,,,,,,,,,,,,,,0.0,3.1235,-23.2560043650448
