wavelength,response
3920.0,0.0
3966.17333984375,0.005693251267075539
4008.45654296875,0.10779092460870743
4033.82666015625,0.5588367581367493
4042.283203125,0.9531570076942444
4101.47998046875,0.970136284828186
4202.9599609375,0.9799934029579163
4312.896484375,0.98133385181427
4397.462890625,0.979855477809906
4541.22607421875,0.9797534942626953
4608.87939453125,0.9740317463874817
4727.27294921875,0.9782031178474426
4828.75244140625,0.9795495867729187
4862.5791015625,0.9823624491691589
4947.14599609375,0.9737918376922607
5057.08251953125,0.9822245240211487
5124.73583984375,0.9821765422821045
5175.4755859375,0.973629891872406
5234.67236328125,0.9764248132705688
5310.7822265625,0.9706970453262329
5403.8056640625,0.974886417388916
5454.54541015625,0.5975454449653625
5522.19873046875,0.015937205404043198
5590.0,0.0
