wavelength,response
3130.0,0.0
3154.333984375,0.0062690237537026405
3179.7041015625,0.15660564601421356
3179.7041015625,0.2530595362186432
3205.073974609375,0.379282683134079
3213.53076171875,0.5338866114616394
3230.444091796875,0.7750093936920166
3238.900634765625,0.8998260498046875
3374.207275390625,0.9465386271476746
3450.317138671875,0.9592505693435669
3551.797119140625,0.9492495656013489
3678.64697265625,0.9576702117919922
3720.93017578125,0.9519664645195007
3780.126953125,0.94199538230896
3797.040283203125,0.8753167390823364
3830.86669921875,0.6767112016677856
3847.780029296875,0.2142878621816635
3898.52001953125,0.01141499076038599
3940.0,0.0
