RAJ2000,DEJ2000,objID,f_objID,Qual,e_RAJ2000,e_DEJ2000,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
189.347632930,27.512676580,141011893477065767,436527104,52,0.0118,0.0116,56096.515462960,5,77,19.4851,0.0166,19.6371,0.0178,115000,19.2236,0.0049,19.3302,0.0126,115000,19.1078,0.0054,19.1973,0.0137,115000,19.1157,0.0174,19.1859,0.0293,115000,19.0678,0.0213,19.1474,0.0481,115000
189.355604040,27.500937230,141001893556351650,503635968,60,0.0035,0.0042,56051.356597220,5,93,19.4876,0.0075,19.6202,0.0339,115000,18.3413,0.0033,18.4244,0.0054,115000,17.6042,0.0044,17.6855,0.0065,115000,17.2492,0.0049,17.3371,0.0070,115000,17.0749,0.0049,17.1544,0.0095,115000
189.383573510,27.528894480,141031893835995198,503635968,60,0.0068,0.0042,55975.221388890,5,86,20.8674,0.0281,20.9786,0.0513,115000,19.7543,0.0130,19.8358,0.0186,115000,18.3642,0.0064,18.4567,0.0087,115000,17.7502,0.0039,17.8269,0.0091,115000,17.4434,0.0080,17.5379,0.0120,115000
189.387812410,27.523040580,141021893878188201,512024576,61,0.0071,0.0096,56031.337650460,5,77,20.6684,0.0403,20.2882,0.0608,16892216,19.5509,0.0209,18.9847,0.0175,16892216,18.8760,0.0293,18.4341,0.0218,16892216,18.7740,0.0168,18.2073,0.0167,16892216,18.4747,0.0246,18.0229,0.0223,16892216
189.382466720,27.549026480,141051893824499305,444915712,53,0.0111,0.0126,56058.899432870,5,76,21.5861,0.0559,21.1123,0.0643,16892216,20.6331,0.0408,20.0376,0.0438,16892216,20.0405,0.0373,19.6609,0.0276,16892216,19.7016,0.0277,19.3197,0.0199,16892216,19.5416,0.0404,19.1785,0.0641,115000
189.380265970,27.516610500,141021893803030578,444915712,53,0.0186,0.0283,56150.102847220,5,43,21.8397,0.1099,21.8126,0.1139,115000,21.2592,0.0543,20.8914,0.0594,16892216,20.8265,0.0508,20.5022,0.0388,16892216,20.7413,0.0274,20.4391,0.0570,16892216,20.2961,0.2002,20.2780,0.0438,115000
189.391236320,27.523528670,141021893912288763,444915712,53,0.0145,0.0181,56016.572997690,5,61,21.7492,0.0777,21.2675,0.0235,16892216,20.7271,0.0342,20.0098,0.0655,16892216,19.9691,0.0300,19.3685,0.0539,16892216,19.8340,0.0334,19.1997,0.0552,16892216,19.4489,0.0869,18.7750,0.0472,16892216
189.394104520,27.538677870,141041893940956941,503635968,60,0.0048,0.0048,55896.220868060,5,76,21.7072,0.0989,21.7553,0.1397,115000,20.6474,0.0192,20.7038,0.0313,115000,18.4287,0.0074,18.5370,0.0145,115000,17.3804,0.0032,17.4424,0.0036,115000,16.8572,0.0050,16.9583,0.0101,115000
189.370099770,27.536587100,141041893701174480,436527104,52,0.0091,0.0089,56000.526400460,5,62,21.7151,0.0180,20.5560,0.2257,16892216,21.0491,0.0222,21.0292,0.0736,115000,19.7995,0.0179,19.8552,0.0398,115000,19.2658,0.0176,19.3523,0.0240,115000,19.0083,0.0268,19.0781,0.0617,115000
189.377060680,27.534871680,141041893770482433,444915712,53,0.0176,0.0182,55982.212986110,5,53,21.8039,0.0799,21.5382,0.1561,115000,21.2019,0.0532,20.5580,0.0570,16892216,20.6348,0.0499,20.0700,0.0356,16892216,20.3298,0.0374,19.7268,0.0445,16892216,19.8999,0.1525,19.0628,0.0740,16892216
189.353210900,27.525367410,141031893532150994,436527104,52,0.0075,0.0048,56140.249270830,5,80,20.3469,0.0221,20.4259,0.0339,115000,19.6715,0.0098,19.7468,0.0203,115000,19.3723,0.0115,19.4716,0.0267,115000,19.2630,0.0093,19.3766,0.0164,115000,19.1481,0.0345,19.2185,0.0577,115000
189.343665220,27.519387310,141021893437633797,436527104,52,0.0061,0.0109,56011.745486110,5,79,19.8282,0.0106,19.9498,0.0182,115000,19.4202,0.0092,19.5492,0.0075,115000,19.2582,0.0073,19.3483,0.0141,115000,19.1962,0.0158,19.3198,0.0347,115000,19.1021,0.0206,19.2460,0.0637,115000
189.352668540,27.557123620,141061893526799067,444915712,53,0.0215,0.0239,56109.611817130,5,44,21.6266,0.0968,,,16892216,21.4594,0.0605,20.9661,0.0558,16892216,20.6391,0.0657,20.2308,0.0855,16892216,20.3842,0.0396,19.9745,0.0919,16892216,19.8586,0.0705,19.3994,0.0976,16892216
189.364260550,27.561846570,141071893642334810,436527232,52,0.0122,0.0148,56100.122939810,5,52,21.0956,0.1268,21.1091,0.1389,115000,20.7787,0.0313,20.8296,0.0317,115000,20.5563,0.0342,20.5554,0.0442,115000,20.3351,0.0298,20.3376,0.0624,115000,20.0521,0.1887,19.8114,0.1370,115000
189.353757530,27.547836050,141051893537667961,503635968,60,0.0036,0.0111,55917.828784720,5,77,16.8607,0.0021,16.9316,0.0072,115000,16.4657,0.0044,16.5028,0.0027,115000,16.3011,0.0023,16.3537,0.0059,115000,16.2508,0.0054,16.3181,0.0062,115000,16.2049,0.0032,16.2913,0.0090,115000
189.363074560,27.545294890,141051893630744858,436527104,52,0.0279,0.0303,56185.698877310,5,29,21.3176,0.0686,21.0544,0.1348,16892216,21.1377,0.0393,21.0811,0.0956,115000,21.0348,0.0233,21.0527,0.0872,115000,20.9883,0.0683,21.0110,0.1386,115000,20.4588,0.1700,,,115000
189.351788330,27.555010810,141061893518186570,444915712,53,0.0249,0.0345,56084.905393520,5,47,21.8957,0.1533,21.1869,0.2091,16892216,21.5594,0.0518,20.3868,0.0386,16892216,20.8202,0.1096,19.8939,0.0434,16892216,20.3908,0.0647,19.5262,0.0492,16892216,20.0648,0.3346,19.1072,0.0417,115000
189.280261630,27.518668340,141021892801843030,444915712,53,0.0220,0.0250,55927.399016200,5,48,21.3578,0.0197,21.1995,0.0716,115000,20.9452,0.0611,20.4733,0.0601,16892216,20.6660,0.0657,20.2851,0.0671,16892216,20.4805,0.0497,20.2316,0.1381,16892216,20.3175,0.1408,20.5170,0.1560,115000
189.272172100,27.526043340,141031892721631849,444915712,53,0.0291,0.0400,56007.472291670,5,52,22.0692,0.0708,21.6196,0.1175,115000,21.4284,0.0536,20.7065,0.0772,16892216,21.1281,0.0519,20.4758,0.0855,16892216,20.7179,0.0640,19.9043,0.0536,16892216,20.0450,0.1180,19.6490,0.1119,115000
189.283333870,27.517130040,141021892833131127,503635968,60,0.0116,0.0100,55871.028796300,5,71,17.5662,0.0072,17.6474,0.0075,115000,16.4528,0.0051,16.5197,0.0015,115000,15.9411,0.0047,16.0048,0.0040,115000,15.7068,0.0028,15.7663,0.0037,115000,15.5605,0.0026,15.6290,0.0085,115000
189.285248170,27.504447270,141001892852765880,436527104,52,0.0256,0.0140,55993.007615740,5,58,20.6240,0.0191,20.7422,0.0363,115000,20.2358,0.0203,20.3226,0.0398,115000,20.1065,0.0176,20.2293,0.0206,115000,20.0146,0.0166,20.1722,0.0346,115000,19.8470,0.0290,19.9233,0.0998,115000
189.263007410,27.499239290,140991892630509655,436527104,52,0.0084,0.0076,56068.398402780,5,66,21.8926,0.2221,,,118840,21.2330,0.0906,21.2223,0.0525,115000,19.9454,0.0152,20.0273,0.0194,115000,19.3160,0.0168,19.3978,0.0348,115000,19.0261,0.0203,19.2191,0.0516,115000
189.268983480,27.513511820,141011892689646762,444915712,53,0.0175,0.0308,56017.656921300,5,43,22.1514,0.2033,22.0171,0.2592,115000,21.4158,0.0654,21.0190,0.0622,16892216,20.9305,0.0656,20.4104,0.0743,16892216,20.5179,0.0570,20.1380,0.0599,16892216,20.0711,0.1229,19.5853,0.1232,16892216
189.314038160,27.533143380,141041893143200201,310697984,37,0.1311,0.0756,56683.037442130,0,8,19.8291,0.0390,17.8460,0.0212,16777488,20.3696,0.0638,17.9864,0.0282,16777496,19.5344,0.0729,17.3744,0.1230,16777496,20.2632,0.0124,17.8435,0.0321,16777496,19.7873,0.0607,18.1287,0.0952,16777496
189.313872910,27.533123340,141041893138400241,444915712,53,0.0640,0.0704,56161.467210650,5,47,20.2044,0.1252,18.0837,0.0235,16892216,20.4479,0.0441,17.9635,0.0120,16892216,20.3430,0.1132,17.3764,0.0293,16892216,20.3797,0.1020,18.3476,0.0676,16892216,19.4536,0.1763,17.9588,0.1696,16892216
189.282154520,27.527420320,141031892821233415,436527104,52,0.0772,0.0840,55947.752569440,4,11,21.8690,0.1730,21.9026,0.2926,115000,22.0543,0.0952,21.9694,0.1040,115000,21.8116,0.2594,21.7236,0.2016,115000,21.3667,0.1448,21.6002,0.2708,115000,,,,,16416
189.276391610,27.535184930,141041892762312679,436527232,52,0.0317,0.0346,55949.649652780,5,28,22.1285,0.0665,22.2374,0.0656,115000,21.8643,0.0471,21.7891,0.1617,115000,21.4236,0.0623,21.2412,0.0849,115000,20.8368,0.1039,20.4011,0.1601,115000,20.6746,0.1936,,,115000
189.285976690,27.520455910,141021892858935130,444915712,53,0.0116,0.0153,55995.253981480,5,71,21.1711,0.0314,20.7767,0.0890,16892216,20.4340,0.0568,20.0023,0.0290,16892216,19.9757,0.0487,19.6077,0.0483,16892216,19.7672,0.0391,19.4351,0.0281,16892216,19.5372,0.0430,19.2330,0.0491,16892216
189.295040690,27.524821010,141031892951020315,503635968,60,0.0072,0.0138,55724.375335650,5,78,15.6896,0.0042,15.7473,0.0015,115000,14.9513,0.0014,14.9940,0.0009,115000,14.7136,0.0033,14.7637,0.0054,115000,14.5766,0.0034,14.6275,0.0024,115000,14.4936,0.0030,14.5273,0.0030,115000
189.278620460,27.527596550,141031892787133658,444669952,53,0.0666,0.0666,56198.442905090,4,6,21.6493,0.1854,21.5303,0.2436,114992,21.6470,0.1519,20.8781,0.1565,16892216,21.9150,0.1372,21.2790,0.2072,16892216,,,,,114720,,,,,16416
189.252499880,27.536834600,141041892524184738,444915712,53,0.0309,0.0311,56040.582754630,5,41,21.3630,0.1849,21.2102,0.2888,114992,21.4922,0.0457,20.8817,0.0936,16892216,21.0562,0.0673,20.5335,0.0564,16892216,20.7326,0.0344,20.2241,0.0706,16892216,20.2243,0.1740,20.4206,0.2992,115000
189.258291340,27.534544130,141041892582712088,444915712,53,0.0156,0.0206,56047.912280090,5,52,21.4942,0.0419,21.4304,0.1196,115000,20.7164,0.0550,20.4361,0.0379,16892216,20.7316,0.0354,20.2518,0.0445,16892216,20.4835,0.0466,20.0046,0.0567,16892216,20.1568,0.1104,19.9234,0.1513,115000
189.248809480,27.533919830,141041892487791262,503635968,60,0.0081,0.0112,55812.276423610,10,79,19.9410,0.0163,20.0486,0.0412,115000,18.6912,0.0054,18.7779,0.0090,115000,17.0759,0.0047,17.1378,0.0056,115000,16.3429,0.0026,16.4007,0.0042,115000,15.9967,0.0039,16.0619,0.0081,115000
189.249702460,27.548603310,141051892496038829,436527104,52,0.0397,0.0444,56117.463692130,10,19,22.0414,0.1133,21.9440,0.2529,115000,21.6477,0.1500,21.1052,0.1202,16892216,21.4386,0.0753,21.1699,0.1120,115000,21.1704,0.1365,21.0044,0.1198,115000,,,,,114720
189.252937770,27.522866360,141021892529498003,436527104,52,0.0143,0.0255,56045.611087960,5,51,21.3787,0.0440,21.4119,0.1438,115000,20.5201,0.0309,20.6032,0.0498,115000,20.2148,0.0325,20.2816,0.0816,115000,20.1202,0.0306,20.2094,0.0705,115000,19.9983,0.0607,19.9732,0.1664,115000
189.274975640,27.557681390,141061892750799756,436527104,52,0.0128,0.0133,56098.464791670,5,56,21.7889,0.1767,,,115000,21.2189,0.0379,21.2429,0.0794,115000,20.4633,0.0226,20.4620,0.0278,115000,20.1438,0.0285,20.2587,0.0608,115000,19.8238,0.0594,19.6783,0.1261,115000
189.284191260,27.555517110,141061892843277077,444915712,53,0.0375,0.0376,56049.969525460,5,37,21.7829,0.0756,21.6752,0.0511,115000,21.4005,0.0872,20.9370,0.0289,16892216,20.9578,0.0759,20.6040,0.0656,16892216,20.8478,0.0693,20.4996,0.0708,115000,20.3162,0.1498,20.1037,0.2171,16892216
189.276575270,27.552405880,141061892766063445,436527104,52,0.0498,0.0459,56017.479120370,5,32,21.8791,0.0472,21.5996,0.2855,115000,21.6332,0.0499,21.3911,0.1278,115000,21.2936,0.0613,21.0773,0.0553,115000,21.1923,0.1457,20.8111,0.2198,115000,,,,,114720
189.259929430,27.548888040,141051892598469151,444915712,53,0.0149,0.0172,55969.217523150,5,45,21.2734,0.0132,21.0359,0.0833,16892216,20.6994,0.0367,20.2608,0.0380,16892216,20.5580,0.0443,19.9761,0.0537,16892216,20.4011,0.0462,19.9189,0.1019,16892216,20.2362,0.1057,19.6940,0.2885,16892216
189.278314680,27.542957960,141051892782922208,444915712,53,0.0442,0.0545,56128.900717590,5,37,21.7228,0.0701,21.1123,0.0793,16892216,21.1626,0.0997,20.4760,0.1062,16892216,20.8093,0.0797,20.2589,0.0625,16892216,20.7956,0.0361,20.1094,0.0801,16892216,20.1357,0.1672,19.8783,0.2674,115000
189.285362830,27.550326940,141061892853440956,503635968,60,0.0088,0.0116,55980.776701390,5,73,17.5801,0.0074,17.6526,0.0073,115000,17.2187,0.0040,17.2796,0.0089,115000,17.0640,0.0033,17.1417,0.0044,115000,17.0296,0.0065,17.0916,0.0045,115000,16.9874,0.0046,17.0654,0.0091,115000
189.300546360,27.550215100,141061893005510812,503635968,60,0.0136,0.0117,55821.224432870,5,74,15.6093,0.0069,15.6635,0.0043,115000,15.2806,0.0027,15.3333,0.0025,115000,15.1629,0.0032,15.2259,0.0030,115000,15.1392,0.0049,15.1947,0.0040,115000,15.1259,0.0024,15.1791,0.0071,115000
189.304763340,27.549242720,141051893047329652,436527232,52,0.0357,0.0343,55958.105960650,5,27,21.6932,0.0342,21.7783,0.0406,115000,21.5118,0.0536,21.5006,0.1364,115000,21.3926,0.0429,21.5901,0.0807,115000,21.2481,0.0467,21.4329,0.1977,115000,,,,,114720
189.323007430,27.551803980,141061893230292614,436527104,52,0.0226,0.0262,55897.089259260,5,41,21.2194,0.0799,21.2234,0.0773,115000,21.1964,0.0302,20.8607,0.0597,16892216,21.0104,0.0444,20.6351,0.1180,16892216,20.9349,0.0361,20.5619,0.1158,115000,20.6045,0.1879,,,115000
189.326000470,27.580511040,141091893260317066,436527104,52,0.0373,0.0719,56099.026562500,5,25,21.8527,0.1905,,,115000,21.8732,0.0653,21.5250,0.0579,115000,21.6393,0.0502,21.2448,0.0816,16892216,21.3039,0.1953,,,115000,,,,,114720
189.347374160,27.573227080,141081893473728425,444915712,53,0.0128,0.0076,56098.793263890,5,73,20.4685,0.0481,20.0437,0.0232,16892216,20.3227,0.0480,19.5279,0.0199,16892216,19.9135,0.0934,19.0924,0.0212,16892216,19.7578,0.0382,19.0916,0.0367,16892216,19.4546,0.0710,18.9309,0.0580,16892216
189.339307470,27.562824720,141071893393415822,436363264,52,0.0727,0.0727,56151.025671300,4,7,21.3904,0.1314,,,118840,22.3821,0.1840,22.0879,0.2804,115000,21.8614,0.1606,21.4674,0.1523,115000,,,,,114720,,,,,16416
189.292298980,27.586350670,141101892922964205,444915712,53,0.0080,0.0086,56112.599282410,5,79,21.7138,0.1028,21.1895,0.1486,115000,20.4735,0.0268,20.1258,0.0357,16892216,19.9392,0.0321,19.6105,0.0220,16892216,19.6878,0.0310,19.3352,0.0442,16892216,19.3515,0.0450,19.1150,0.0525,16892216
189.303774390,27.577391870,141091893037633408,436527104,52,0.0210,0.0137,56038.010763890,5,55,21.1595,0.0437,21.3573,0.0401,115000,20.8646,0.0224,20.8685,0.0413,115000,20.7705,0.0162,20.8700,0.0591,115000,20.6988,0.0378,20.6242,0.0749,115000,,,,,114720
189.305935830,27.582277030,141091893059609212,436527104,52,0.0231,0.0293,56081.715682870,5,46,21.7543,0.0660,21.2711,0.1246,115000,21.3919,0.0505,21.0710,0.0963,16892216,21.1209,0.0397,20.8425,0.0468,16892216,20.8697,0.0948,20.5246,0.1678,115000,,,,,114720
189.304024570,27.563648650,141071893040126945,436527104,52,0.0100,0.0105,56007.598437500,5,61,21.7392,0.1949,,,115000,21.0895,0.0352,21.0917,0.0578,115000,20.2016,0.0132,20.2143,0.0224,115000,19.7897,0.0163,19.9522,0.0160,115000,19.5421,0.0310,19.5209,0.0839,115000
189.277228250,27.577679810,141091892772623753,436527104,52,0.0897,0.0675,56091.491099540,4,12,21.6388,0.1685,21.6592,0.2235,16696,22.3346,0.1774,21.6653,0.2299,16892216,21.6031,0.1264,21.4806,0.1428,115000,20.9820,0.1287,20.7705,0.0727,115000,,,,,114720
189.294461710,27.560812430,141071892944783529,503635968,60,0.0060,0.0043,55967.232962960,5,73,19.5867,0.0135,19.6917,0.0335,115000,18.4669,0.0031,18.5373,0.0080,115000,17.7102,0.0042,17.7782,0.0060,115000,17.3900,0.0074,17.4622,0.0059,115000,17.2150,0.0070,17.3382,0.0113,115000
189.291400160,27.556411870,141061892914178254,503635968,60,0.0117,0.0030,55980.469768520,5,77,20.9068,0.0495,20.9412,0.0593,115000,19.7874,0.0139,19.8938,0.0319,115000,18.3302,0.0064,18.4323,0.0068,115000,17.6864,0.0057,17.7628,0.0081,115000,17.3590,0.0050,17.4672,0.0106,115000
189.301922320,27.596057890,141111893020015886,436527104,52,0.0548,0.1316,56006.921435190,8,12,22.1959,0.2210,,,20536,22.3239,0.1764,,,115000,21.7172,0.0480,21.5625,0.1084,115000,21.6343,0.1862,21.4507,0.3148,115000,,,,,114720
189.320144620,27.596645380,141111893201236554,503635968,60,0.0050,0.0030,56002.189652780,10,94,17.5048,0.0089,17.5734,0.0081,115000,16.7588,0.0041,16.8141,0.0033,115000,16.4216,0.0025,16.4785,0.0023,115000,16.2659,0.0027,16.3260,0.0048,115000,16.1625,0.0029,16.2267,0.0075,115000
189.385635590,27.551087730,141061893856641887,436527104,52,0.0063,0.0057,56084.539583330,5,71,22.0761,0.1658,22.4223,0.3205,115000,21.0515,0.0233,21.0928,0.0457,115000,19.6131,0.0088,19.7104,0.0245,115000,18.9379,0.0157,19.0310,0.0192,115000,18.6461,0.0176,18.7306,0.0221,115000
189.396435110,27.540632030,141041893964669318,503635968,60,0.0049,0.0030,55922.361400460,5,82,19.0197,0.0110,19.1226,0.0136,115000,18.1592,0.0041,18.2416,0.0032,115000,17.8111,0.0047,17.8799,0.0050,115000,17.6396,0.0069,17.7317,0.0095,115000,17.5247,0.0087,17.6549,0.0169,115000
189.407029920,27.539451900,141041894070077964,444915712,53,0.1048,0.1784,55746.670219910,5,9,21.7858,0.1641,21.6525,0.2410,115000,22.0001,0.0314,21.3849,0.2223,16892216,21.6366,0.2321,21.0672,0.1522,16892216,,,,,114720,,,,,114720
189.433509200,27.569351770,141081894335713665,444915712,53,0.0287,0.0357,56142.705347220,5,39,21.7115,0.0552,20.9715,0.0943,16892216,21.3940,0.0344,20.5903,0.0380,16892216,20.8905,0.1038,20.0831,0.0536,16892216,20.6103,0.0408,20.0282,0.1116,16892216,,,,,114720
189.429326660,27.566522170,141081894293970353,436527232,52,0.0123,0.0130,56097.084722220,5,63,21.9852,0.0001,21.7738,0.1562,115000,21.3148,0.0546,21.1242,0.0801,115000,20.4756,0.0242,20.3154,0.0497,16892216,20.2887,0.0256,20.1283,0.0403,115000,19.8305,0.0385,19.5682,0.1498,16892216
189.440149130,27.579479340,141091894401575924,444915712,53,0.0083,0.0095,56081.405995370,5,68,21.3358,0.1118,20.6424,0.1230,16892216,20.8484,0.0411,20.2752,0.0291,16892216,19.7746,0.0240,19.1875,0.0434,16892216,19.5675,0.0260,19.0749,0.0426,16892216,19.2362,0.0315,18.8505,0.0592,16892216
189.436164930,27.576016480,141091894361741879,436527104,52,0.0117,0.0097,55996.961064810,5,55,21.7628,0.1718,21.7351,0.2337,115000,21.5068,0.0451,21.5271,0.0657,115000,20.1451,0.0164,20.2360,0.0199,115000,19.4685,0.0129,19.6076,0.0417,115000,19.1558,0.0430,19.3091,0.0483,115000
189.407740930,27.573087220,141081894077258186,444915712,53,0.0108,0.0130,56067.448622690,5,62,21.8791,0.1424,21.4549,0.2170,115000,20.9488,0.0350,20.6562,0.0316,16892216,20.2067,0.0447,19.8829,0.0314,16892216,19.9216,0.0284,19.7182,0.0500,16892216,19.6216,0.0728,19.3698,0.0731,16892216
189.438832660,27.580115620,141091894388356679,444915712,53,0.0113,0.0126,56078.588784720,5,57,22.0269,0.1948,21.8331,0.2537,115000,21.0751,0.0517,20.7007,0.0465,16892216,20.0934,0.0402,19.7999,0.0444,16892216,19.8469,0.0224,19.5935,0.0483,16892216,19.5751,0.0587,19.1621,0.1167,115000
189.424155350,27.573204260,141081894241708289,436363264,52,0.0845,0.0845,56078.490104170,4,4,21.5231,0.1710,21.3465,0.2067,114992,21.9668,0.1449,21.2777,0.0436,16892216,21.7764,0.1755,21.4937,0.2492,115000,,,,,114720,,,,,16416
189.380658820,27.557206470,141061893806219185,444915712,53,0.0117,0.0099,56079.637002310,5,69,21.8897,0.1705,21.5846,0.2387,115000,20.9901,0.0252,20.5052,0.0566,16892216,20.0716,0.0435,19.6468,0.0325,16892216,19.8045,0.0342,19.3514,0.0341,16892216,19.5635,0.0564,19.2129,0.0682,16892216
189.388633090,27.572076590,141081893886217040,436527104,52,0.0092,0.0097,56074.850393520,5,67,21.9398,0.1072,22.0770,0.0601,115000,20.8648,0.0219,20.9771,0.0424,115000,19.6498,0.0128,19.7419,0.0291,115000,19.1472,0.0127,19.2419,0.0171,115000,18.8618,0.0238,18.8754,0.0532,115000
189.385498590,27.581551480,141091893855358446,436527104,52,0.0330,0.0470,56056.606643520,5,35,22.0013,0.0845,22.0514,0.3094,115000,21.6543,0.0452,21.3796,0.0648,16892216,21.3857,0.0667,20.9444,0.0520,16892216,20.9544,0.0814,20.7961,0.1071,115000,,,,,114720
189.403184340,27.601741640,141121894032052633,444915712,53,0.0115,0.0098,55901.220833330,10,64,20.7074,0.0259,20.5370,0.0660,115000,20.2749,0.0286,19.9741,0.0201,16892216,20.2230,0.0492,19.5672,0.0551,16892216,19.8124,0.0338,19.4630,0.0266,16892216,19.6024,0.0571,19.3078,0.0487,16892216
189.403268620,27.608962240,141131894032691324,436527104,52,0.0067,0.0054,55989.713483800,10,79,20.1185,0.0189,20.2476,0.0508,115000,19.1136,0.0051,19.1828,0.0160,115000,18.6732,0.0085,18.7526,0.0155,115000,18.4907,0.0082,18.5904,0.0152,115000,18.3433,0.0228,18.4495,0.0242,115000
189.408879730,27.581258720,141091894088368023,444915712,53,0.0114,0.0142,56050.145208330,5,65,21.6528,0.0885,20.3670,0.0009,16892216,21.1636,0.0430,20.5596,0.0494,16892216,20.3511,0.0312,19.8340,0.0268,16892216,20.0292,0.0581,19.6073,0.0428,16892216,19.6951,0.0500,19.3815,0.0885,115000
189.461970610,27.590737320,141101894619799452,436527104,52,0.0499,0.1595,56209.910208330,8,11,21.6892,0.1449,21.3819,0.2189,16892216,22.0443,0.0225,21.8174,0.1560,16892216,21.7944,0.1949,,,115000,,,,,114720,,,,,16416
189.474106270,27.621392420,141141894740126519,436527104,52,0.2736,0.4679,56315.133136570,5,20,18.8258,0.0118,19.7963,0.0408,114744,22.0847,0.0558,22.1381,0.1800,115000,21.6705,0.0580,21.5766,0.0803,115000,21.1575,0.1823,21.0937,0.2612,114992,,,,,114720
189.467216560,27.598188930,141111894672648286,168091648,20,0.0705,0.0881,56108.041782410,8,19,21.9815,0.0258,21.7709,0.1710,115000,21.9892,0.0580,21.5061,0.0816,115000,21.5662,0.2137,21.0488,0.1086,16892216,21.3041,0.1841,21.1112,0.2276,115000,,,,,32
189.459784010,27.618279950,141141894598012458,436527104,52,0.0405,0.0740,56129.148518520,8,17,21.7861,0.3089,,,115000,22.1188,0.0768,22.0099,0.0973,115000,21.5635,0.0627,21.4435,0.1312,115000,,,,,114720,,,,,16416
189.474732530,27.605994110,141121894746727684,436527104,52,0.0848,0.1790,55911.108101850,8,15,22.0441,0.0184,22.2347,0.0659,115000,21.9468,0.0933,22.0794,0.0743,115000,21.8198,0.0441,21.7302,0.0578,115000,,,,,114720,,,,,16416
189.479123350,27.604731130,141121894791366218,436527104,52,0.0059,0.0049,56089.467326390,10,84,20.1750,0.0230,20.1965,0.0265,115000,19.6666,0.0094,19.7581,0.0176,115000,19.4774,0.0120,19.5603,0.0161,115000,19.3980,0.0223,19.4613,0.0235,115000,19.3120,0.0300,19.3938,0.0532,115000
189.474548640,27.620231430,141141894745694804,444915712,53,0.0119,0.0137,56084.134745370,10,65,21.8285,0.1165,21.4337,0.0483,16892216,20.9599,0.0240,20.4577,0.0367,16892216,20.2640,0.0697,19.9481,0.0413,16892216,19.9351,0.0532,19.5100,0.0312,16892216,19.6081,0.0477,19.3352,0.0822,115000
189.432320700,27.613446530,141131894323826839,444915712,53,0.0585,0.1052,56069.170300930,10,10,21.7133,0.1455,21.2969,0.1885,16892216,22.2341,0.0552,21.6136,0.2362,16892216,21.8914,0.2792,20.9916,0.1441,16892216,21.1729,0.0952,21.1916,0.0012,115000,,,,,114720
189.424819050,27.628976670,141151894248065319,444915712,53,0.0105,0.0069,56006.102766200,5,72,19.4629,0.0328,19.4689,0.0430,16892216,19.3600,0.0193,19.2753,0.0215,16892216,19.4605,0.0271,19.2856,0.0366,16892216,18.8065,0.0144,18.7086,0.0191,16892216,19.0239,0.0369,18.8585,0.0538,16892216
189.429305950,27.620071200,141141894293624626,436527104,52,0.0134,0.0050,56097.756701390,10,75,21.9464,0.0622,22.1805,0.2653,115000,20.8304,0.0203,20.9474,0.0277,115000,19.6830,0.0129,19.7819,0.0250,115000,19.1743,0.0132,19.3000,0.0259,115000,18.8834,0.0200,19.0056,0.0326,115000
189.451941110,27.628809910,141151894519375134,512024576,61,0.0042,0.0054,55913.918576390,5,77,20.1830,0.0427,19.6950,0.0286,16892216,19.1689,0.0277,18.4478,0.0159,16892216,18.6651,0.0099,17.9224,0.0185,16892216,18.2945,0.0354,17.7506,0.0225,16892216,18.0224,0.0206,17.5870,0.0240,16892216
189.452277560,27.621090330,141141894522915832,444915712,53,0.0127,0.0164,56135.097627310,10,61,21.5795,0.1780,21.0996,0.2282,16892216,21.1583,0.0255,20.4819,0.0415,16892216,20.2094,0.0333,19.6175,0.0366,16892216,19.8457,0.0485,19.2929,0.0412,16892216,19.5569,0.0624,19.0743,0.0650,115000
189.458171380,27.626397870,141151894583672137,436527104,52,0.0448,0.0752,56161.908356480,5,14,22.2807,0.2309,,,118840,22.0249,0.0385,22.0907,0.1572,115000,21.4368,0.0653,21.2533,0.1073,115000,20.9627,0.2282,20.7324,0.2549,115000,,,,,114720
189.433700720,27.632947390,141161894337220004,444915712,53,0.0156,0.0238,56047.645601850,5,45,22.1268,0.1379,22.0490,0.0222,115000,21.3934,0.0622,21.0242,0.0693,115000,20.5750,0.0380,20.3169,0.0379,16892216,20.3555,0.0362,19.9948,0.0568,16892216,19.8481,0.1756,19.2517,0.3305,16892216
189.449788600,27.622603630,141141894498078107,310697984,37,0.0442,0.1383,56582.899386570,0,15,21.9376,0.1962,21.8714,0.2493,280,21.8550,0.0311,21.4291,0.1554,280,21.3548,0.0649,20.8529,0.0642,16777496,21.1082,0.0017,20.4380,0.2030,16777496,20.5891,0.1800,20.1962,0.2281,280
189.457599070,27.628073630,141151894575684231,444915712,53,0.0150,0.0168,56084.432766200,5,57,21.6399,0.1241,20.9421,0.1302,16892216,21.2109,0.0490,20.7844,0.0573,16892216,20.4154,0.0632,20.1110,0.0415,16892216,20.1850,0.0336,19.7545,0.0387,16892216,19.9446,0.0988,19.4929,0.1176,115000
