wavelength,response
1000,0.00000
1010,0.00000
1020,0.00000
1030,0.00000
1040,0.00000
1050,0.00000
1060,0.00000
1070,0.00000
1080,0.00000
1090,0.00000
1100,0.00000
1110,0.00000
1120,0.00000
1130,0.00000
1140,0.00000
1150,0.00000
1160,0.00000
1170,0.00000
1180,0.00000
1190,0.00000
1200,0.00000
1210,0.00000
1220,0.00000
1230,0.00000
1240,0.00000
1250,0.00000
1260,0.00000
1270,0.00000
1280,0.00000
1290,0.00000
1300,0.00000
1310,0.00000
1320,0.00000
1330,0.00000
1340,0.00000
1350,0.00000
1360,0.00000
1370,0.00000
1380,0.00000
1390,0.00000
1400,0.00000
1410,0.00000
1420,0.00000
1430,0.00000
1440,0.00000
1450,0.00000
1460,0.00000
1470,0.00000
1480,0.00000
1490,0.00000
1500,0.00000
1510,0.00000
1520,0.00000
1530,0.00000
1540,0.00000
1550,0.00000
1560,0.00000
1570,0.00000
1580,0.00000
1590,0.00000
1600,0.00000
1610,0.00000
1620,0.00000
1630,0.00000
1640,0.00000
1650,0.00000
1660,0.00000
1670,0.00000
1680,0.00000
1690,0.00000
1700,0.00000
1710,0.00000
1720,0.00000
1730,0.00000
1740,0.00000
1750,0.00000
1760,0.00000
1770,0.00000
1780,0.00000
1790,0.00000
1800,0.00000
1810,0.00000
1820,0.00000
1830,0.00000
1840,0.00000
1850,0.00000
1860,0.00000
1870,0.00000
1880,0.00000
1890,0.00000
1900,0.00000
1910,0.00000
1920,0.00000
1930,0.00000
1940,0.00000
1950,0.00000
1960,0.00000
1970,0.00000
1980,0.00000
1990,0.00000
2000,0.00000
2010,0.00000
2020,0.00000
2030,0.00000
2040,0.00000
2050,0.00000
2060,0.00000
2070,0.00000
2080,0.00000
2090,0.00000
2100,0.00000
2110,0.00000
2120,0.00000
2130,0.00000
2140,0.00000
2150,0.00000
2160,0.00000
2170,0.00000
2180,0.00000
2190,0.00000
2200,0.00000
2210,0.00000
2220,0.00000
2230,0.00000
2240,0.00000
2250,0.00000
2260,0.00000
2270,0.00000
2280,0.00000
2290,0.00000
2300,0.00000
2310,0.00000
2320,0.00000
2330,0.00000
2340,0.00000
2350,0.00000
2360,0.00000
2370,0.00000
2380,0.00000
2390,0.00000
2400,0.00000
2410,0.00000
2420,0.00000
2430,0.00000
2440,0.00000
2450,0.00000
2460,0.00000
2470,0.00000
2480,0.00000
2490,0.00000
2500,0.00000
2510,0.00000
2520,0.00000
2530,0.00000
2540,0.00000
2550,0.00000
2560,0.00000
2570,0.00000
2580,0.00000
2590,0.00000
2600,0.00000
2610,0.00000
2620,0.00000
2630,0.00000
2640,0.00000
2650,0.00000
2660,0.00000
2670,0.00000
2680,0.00000
2690,0.00000
2700,0.00000
2710,0.00000
2720,0.00000
2730,0.00000
2740,0.00000
2750,0.00000
2760,0.00000
2770,0.00000
2780,0.00000
2790,0.00000
2800,0.00000
2810,0.00000
2820,0.00000
2830,0.00000
2840,0.00000
2850,0.00000
2860,0.00000
2870,0.00000
2880,0.00000
2890,0.00000
2900,0.00000
2910,0.00000
2920,0.00000
2930,0.00000
2940,0.00000
2950,0.00000
2960,0.00000
2970,0.00000
2980,0.00000
2990,0.00000
3000,0.00000
3010,0.00000
3020,0.00000
3030,0.00000
3040,0.00000
3050,0.00000
3060,0.00000
3070,0.00000
3080,0.00000
3090,0.00000
3100,0.00000
3110,0.00000
3120,0.00000
3130,0.00000
3140,0.00000
3150,0.00000
3160,0.00000
3170,0.00000
3180,0.00000
3190,0.00000
3200,0.00000
3210,0.00000
3220,0.00001
3230,0.00001
3240,0.00009
3250,0.00016
3260,0.00061
3270,0.00106
3280,0.00227
3290,0.00348
3300,0.00543
3310,0.00737
3320,0.00968
3330,0.01199
3340,0.01459
3350,0.01718
3360,0.01962
3370,0.02206
3380,0.02443
3390,0.02681
3400,0.02932
3410,0.03182
3420,0.03406
3430,0.03631
3440,0.03835
3450,0.04039
3460,0.04200
3470,0.04361
3480,0.04478
3490,0.04595
3500,0.04691
3510,0.04788
3520,0.04841
3530,0.04895
3540,0.04932
3550,0.04969
3560,0.04977
3570,0.04986
3580,0.04985
3590,0.04984
3600,0.04971
3610,0.04958
3620,0.04935
3630,0.04912
3640,0.04868
3650,0.04854
3660,0.04824
3670,0.04793
3680,0.04761
3690,0.04729
3700,0.04709
3710,0.04690
3720,0.04664
3730,0.04638
3740,0.04646
3750,0.04655
3760,0.04695
3770,0.04734
3780,0.04829
3790,0.04924
3800,0.05151
3810,0.05379
3820,0.05761
3830,0.06144
3840,0.06711
3850,0.07278
3860,0.08041
3870,0.08804
3880,0.09770
3890,0.10736
3900,0.11827
3910,0.12917
3920,0.14078
3930,0.15240
3940,0.16405
3950,0.17570
3960,0.18668
3970,0.19767
3980,0.20828
3990,0.21890
4000,0.22850
4010,0.23810
4020,0.24736
4030,0.25662
4040,0.26523
4050,0.27384
4060,0.28224
4070,0.29065
4080,0.29798
