RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g'mag,e_g'mag,r'mag,e_r'mag,i'mag,e_i'mag
56.765926,69.701696,0.498,0.533,20152678,4,19,1.447,0.187,15.895,0.114,17.343,0.148,16.755,0.038,15.446,0.055,14.732,0.072
56.788750,69.708226,0.359,0.698,20152678,4,17,1.067,0.101,16.325,0.000,17.392,0.101,17.002,0.061,15.826,0.058,15.259,0.072
56.699013,69.731284,0.406,0.430,20152678,4,21,1.182,0.238,15.615,0.124,16.797,0.203,16.270,0.056,15.224,0.049,14.687,0.047
56.816558,69.727583,0.568,0.466,20152678,4,23,1.808,0.153,15.003,0.112,16.810,0.105,15.929,0.040,14.424,0.047,13.617,0.048
56.825218,69.713108,0.302,0.316,20152678,4,16,1.491,0.095,15.878,0.000,17.369,0.095,16.694,0.050,15.273,0.041,14.581,0.060
56.864774,69.723960,0.911,1.006,20152678,3,9,1.133,0.132,16.427,0.000,17.559,0.132,17.355,0.079,16.135,0.168,15.563,0.000
56.884359,69.756878,0.150,0.097,20152678,4,25,1.628,0.183,13.454,0.110,15.082,0.147,14.339,0.036,12.946,0.035,12.218,0.035
56.798397,69.752830,0.565,0.664,20152678,4,25,1.478,0.191,15.438,0.081,16.916,0.173,16.283,0.048,14.956,0.035,14.274,0.056
56.862555,69.781840,0.125,0.132,20122728,5,29,0.540,0.204,10.434,0.109,10.974,0.173,10.768,0.100,10.355,0.033,10.189,0.027
57.075975,69.780186,0.304,0.241,20152678,4,25,0.836,0.175,14.991,0.088,15.827,0.151,15.499,0.061,14.750,0.034,14.346,0.058
57.080786,69.785973,0.911,0.675,20152678,4,12,1.728,0.000,16.487,0.000,18.215,0.000,17.222,0.105,15.724,0.052,15.022,0.090
57.161768,69.760201,0.839,1.012,20152678,4,13,1.002,0.198,16.532,0.092,17.534,0.176,17.107,0.079,16.190,0.039,15.496,0.000
57.102646,69.778351,0.220,0.230,20122728,5,29,0.615,0.208,12.503,0.108,13.117,0.177,12.901,0.044,12.409,0.028,12.202,0.025
57.172377,69.814791,0.270,0.211,20152678,4,25,0.897,0.204,14.633,0.103,15.530,0.177,15.188,0.036,14.418,0.037,14.041,0.025
56.941923,69.765500,0.264,0.130,20122728,5,27,0.789,0.194,13.453,0.101,14.242,0.166,13.936,0.044,13.294,0.036,13.007,0.043
56.982572,69.791262,0.585,1.078,20152678,4,25,1.073,0.263,16.168,0.170,17.241,0.201,16.764,0.054,15.786,0.062,15.213,0.105
56.997369,69.780593,0.463,0.499,20152678,4,25,1.168,0.180,15.336,0.109,16.504,0.142,16.006,0.066,14.955,0.035,14.394,0.083
57.099075,69.832945,0.536,0.490,20122728,2,13,1.195,0.129,15.601,0.108,16.796,0.071,16.369,0.034,15.291,0.048,14.726,0.039
57.057530,69.817194,0.093,0.133,20152678,4,25,1.177,0.164,13.471,0.089,14.648,0.137,14.154,0.047,13.138,0.042,12.599,0.042
57.098922,69.833093,0.440,1.129,20152678,2,10,1.160,0.187,15.803,0.073,16.963,0.172,16.366,0.126,15.264,0.062,14.741,0.115
57.135985,69.851113,0.206,0.083,20122728,5,29,0.818,0.205,11.922,0.108,12.740,0.175,12.421,0.040,11.745,0.026,11.440,0.027
57.173081,69.850148,0.120,0.189,20122728,5,29,0.635,0.212,12.379,0.107,13.014,0.183,12.787,0.039,12.289,0.029,12.069,0.030
57.041699,69.842218,0.151,0.167,20152678,4,25,1.045,0.205,14.178,0.118,15.223,0.168,14.799,0.034,13.892,0.041,13.452,0.036
57.071681,69.834625,0.722,0.577,20152678,2,8,0.940,0.099,16.522,0.000,17.462,0.099,17.216,0.041,16.449,0.044,15.786,0.078
57.140798,69.873124,0.583,0.584,20152678,4,25,1.163,0.164,15.362,0.069,16.526,0.149,16.014,0.046,15.080,0.040,14.618,0.080
56.751964,69.758178,0.129,0.139,20122728,5,28,0.683,0.197,12.615,0.097,13.298,0.171,13.056,0.049,12.512,0.030,12.252,0.025
56.561486,69.768153,0.286,0.322,20152678,4,25,0.985,0.195,13.237,0.114,14.222,0.158,13.821,0.048,12.980,0.031,12.592,0.034
56.600814,69.796716,0.513,0.411,20152678,4,25,1.110,0.186,15.375,0.111,16.485,0.149,16.001,0.063,15.027,0.020,14.563,0.050
56.636028,69.799641,0.535,0.751,20152678,4,21,0.995,0.303,15.803,0.167,16.798,0.253,16.360,0.050,15.405,0.057,14.909,0.066
56.494566,69.801875,0.707,1.053,20152678,4,21,1.194,0.158,16.372,0.059,17.566,0.147,17.172,0.068,16.065,0.067,15.583,0.099
56.529922,69.802060,0.730,0.649,20152678,4,16,1.227,0.160,16.365,0.146,17.592,0.065,17.125,0.059,15.990,0.033,15.332,0.021
56.698345,69.813239,0.342,0.265,20152678,4,25,1.843,0.184,14.806,0.100,16.648,0.155,15.832,0.049,14.225,0.020,13.507,0.044
56.624348,69.844412,0.241,0.260,20152678,4,21,2.040,0.152,14.964,0.074,17.005,0.133,15.992,0.039,14.206,0.025,13.276,0.033
56.833418,69.816726,0.211,0.324,20152678,4,25,1.501,0.205,14.569,0.101,16.069,0.178,15.407,0.037,14.098,0.032,13.420,0.028
56.878364,69.820638,0.508,0.606,20152678,4,25,0.885,0.184,15.441,0.096,16.326,0.157,15.965,0.043,15.193,0.055,14.831,0.091
56.912566,69.822696,0.421,0.307,20152678,4,25,1.051,0.213,14.802,0.120,15.853,0.176,15.398,0.044,14.512,0.035,14.075,0.085
56.933178,69.836004,0.594,0.636,20152678,4,25,1.077,0.213,15.588,0.099,16.665,0.189,16.192,0.045,15.326,0.061,14.852,0.045
56.796621,69.840076,0.238,0.215,20122728,5,29,0.661,0.200,11.241,0.099,11.902,0.174,11.665,0.040,11.129,0.023,10.861,0.029
56.873179,69.860050,0.542,1.250,20152678,4,11,1.969,0.328,14.821,0.248,16.789,0.215,15.623,0.000,13.894,0.000,13.234,0.221
56.920890,69.852272,0.813,0.924,20152678,4,22,1.082,0.244,16.224,0.116,17.305,0.214,16.872,0.092,15.986,0.097,15.458,0.015
57.018981,69.864652,0.139,0.311,20152678,4,25,1.031,0.190,14.830,0.097,15.860,0.163,15.443,0.058,14.533,0.034,14.075,0.023
57.044441,69.894438,0.080,0.181,20122728,5,27,1.528,0.182,12.842,0.103,14.371,0.150,13.696,0.040,12.377,0.030,11.705,0.037
56.975931,69.872262,0.656,0.535,20152678,3,12,1.277,0.158,16.728,0.000,18.005,0.158,17.651,0.112,16.276,0.117,15.701,0.071
56.977303,69.899264,0.621,0.544,20152678,4,18,1.503,0.079,15.982,0.078,17.485,0.011,16.888,0.061,15.551,0.018,14.817,0.057
57.041228,69.903799,0.707,0.656,20152678,4,22,1.073,0.237,16.007,0.112,17.081,0.209,16.635,0.057,15.691,0.051,15.232,0.118
57.048024,69.928100,0.651,0.865,20152678,4,19,1.234,0.153,16.095,0.106,17.329,0.111,16.711,0.026,15.700,0.081,15.249,0.121
57.052320,69.917407,0.243,0.374,20152678,4,25,1.030,0.186,14.929,0.107,15.959,0.153,15.524,0.030,14.635,0.037,14.153,0.053
56.838092,69.889418,0.996,1.186,20152678,4,10,1.238,0.117,16.481,0.014,17.719,0.116,17.256,0.030,16.008,0.000,15.373,0.090
56.908350,69.887636,0.473,0.320,20152678,4,25,1.617,0.213,14.935,0.094,16.552,0.191,15.802,0.048,14.434,0.039,13.692,0.029
56.732617,69.887303,0.573,0.711,20152678,4,23,1.162,0.171,15.802,0.084,16.965,0.149,16.480,0.050,15.464,0.070,14.939,0.108
56.811478,69.891341,0.598,0.879,20152678,3,15,1.494,0.282,16.168,0.036,17.662,0.280,17.147,0.084,15.664,0.046,14.955,0.111
56.934000,69.896038,0.872,0.231,20152678,2,5,1.102,0.133,16.694,0.000,17.795,0.133,17.445,0.000,16.292,0.000,15.830,0.000
57.004281,69.920952,0.547,0.674,20152678,4,17,1.874,0.124,15.902,0.000,17.776,0.124,16.832,0.090,15.441,0.024,14.748,0.034
55.922486,69.629649,0.531,0.849,20152678,3,13,0.841,0.438,16.642,0.097,17.482,0.427,17.166,0.029,16.265,0.061,16.015,0.070
56.004558,69.631631,0.300,0.316,20152678,5,30,1.047,0.200,14.514,0.093,15.561,0.177,15.108,0.062,14.191,0.037,13.787,0.033
56.002676,69.662516,0.274,0.256,20152678,4,25,0.884,0.187,14.590,0.093,15.474,0.163,15.130,0.052,14.362,0.029,14.025,0.037
56.048929,69.646314,0.115,0.160,20152678,4,25,1.547,0.181,13.669,0.111,15.216,0.144,14.515,0.046,13.178,0.039,12.529,0.025
56.075910,69.714980,0.406,0.524,20152678,4,25,1.077,0.159,15.321,0.103,16.397,0.121,15.973,0.056,14.963,0.066,14.418,0.042
55.906132,69.691901,0.851,0.934,20152678,4,16,0.991,0.346,16.455,0.109,17.446,0.328,17.126,0.132,16.234,0.053,15.779,0.091
55.828154,69.683000,0.223,0.378,20152678,4,25,1.013,0.175,14.774,0.119,15.787,0.129,15.372,0.050,14.460,0.020,14.022,0.034
55.985218,69.728855,0.367,0.306,20152678,4,25,1.229,0.212,15.056,0.091,16.285,0.191,15.778,0.067,14.682,0.035,14.091,0.043
56.043686,69.719676,0.425,0.492,20152678,4,24,1.582,0.209,15.597,0.110,17.179,0.177,16.450,0.068,15.098,0.030,14.378,0.045
56.098037,69.747249,0.531,0.526,20152678,4,25,1.317,0.177,15.301,0.110,16.617,0.138,16.045,0.063,14.882,0.034,14.309,0.041
55.957789,69.734785,0.170,0.146,20122728,5,27,1.720,0.182,12.754,0.103,14.474,0.151,13.697,0.050,12.210,0.032,11.440,0.039
56.023538,69.761758,0.315,0.157,20152678,4,25,1.036,0.191,14.410,0.104,15.446,0.160,15.031,0.049,14.128,0.027,13.654,0.020
56.057497,69.779781,0.363,0.306,20152678,4,25,1.593,0.206,14.450,0.115,16.043,0.171,15.326,0.038,13.930,0.040,13.213,0.031
56.057550,69.765015,0.129,0.139,20152678,4,25,0.948,0.195,13.891,0.094,14.839,0.171,14.464,0.043,13.637,0.033,13.233,0.021
56.237214,69.717849,0.551,0.805,20152678,4,16,1.018,0.109,16.153,0.030,17.171,0.104,16.809,0.094,15.866,0.068,15.476,0.122
56.233212,69.762877,1.032,1.565,20152678,4,13,1.117,0.000,16.888,0.000,18.005,0.000,17.456,0.079,16.396,0.046,15.965,0.098
56.330992,69.755469,0.924,0.697,20152678,3,5,1.024,0.140,16.583,0.000,17.607,0.140,17.262,0.000,16.390,0.000,15.776,0.000
56.262474,69.788170,0.384,0.347,20152678,4,25,1.457,0.171,15.296,0.100,16.753,0.139,16.072,0.028,14.845,0.037,14.180,0.054
56.361268,69.820383,0.168,0.344,20122728,5,27,0.774,0.195,13.646,0.102,14.420,0.166,14.119,0.052,13.461,0.028,13.136,0.034
56.373343,69.811636,0.233,0.246,20122728,5,27,0.899,0.176,14.095,0.107,14.994,0.140,14.643,0.047,13.866,0.023,13.491,0.042
56.108400,69.779361,0.208,0.267,20152678,4,25,1.865,0.176,14.066,0.105,15.931,0.141,15.075,0.040,13.454,0.035,12.650,0.050
56.130858,69.765391,0.580,0.641,20152678,4,21,1.528,0.197,15.913,0.090,17.441,0.176,16.683,0.074,15.360,0.037,14.771,0.057
56.134697,69.754665,0.735,0.662,20152678,4,17,1.519,0.000,16.079,0.000,17.599,0.000,16.894,0.073,15.600,0.047,14.968,0.048
56.154888,69.777970,0.647,0.735,20152678,4,13,1.112,0.175,16.341,0.125,17.454,0.122,17.004,0.009,15.923,0.020,15.320,0.000
56.159819,69.830990,0.442,0.511,20152678,4,21,1.593,0.211,15.490,0.057,17.083,0.204,16.357,0.049,14.927,0.042,14.250,0.047
56.301750,69.842409,0.654,0.393,20152678,4,22,1.116,0.250,15.808,0.100,16.924,0.229,16.413,0.046,15.506,0.039,14.976,0.033
56.303457,69.835929,0.437,0.349,20152678,4,25,1.074,0.212,15.359,0.123,16.433,0.172,15.974,0.041,15.064,0.028,14.612,0.010
55.772854,69.729619,0.128,0.122,20152678,4,25,0.897,0.206,14.115,0.107,15.012,0.176,14.656,0.053,13.879,0.036,13.514,0.054
55.812889,69.746183,0.399,0.523,20152678,4,25,1.416,0.246,15.489,0.143,16.904,0.200,16.296,0.053,14.981,0.041,14.310,0.049
55.947859,69.765005,0.082,0.094,20152678,4,25,0.951,0.191,13.293,0.100,14.244,0.163,13.859,0.042,13.034,0.032,12.649,0.044
56.010360,69.809924,0.793,0.871,20152678,4,15,1.161,0.119,16.480,0.000,17.642,0.119,17.336,0.047,15.872,0.055,15.095,0.034
55.946841,69.813595,0.477,0.568,20152678,4,25,1.105,0.264,15.839,0.153,16.944,0.215,16.477,0.069,15.413,0.033,14.831,0.046
55.781242,69.773530,0.234,0.219,20152678,4,25,1.056,0.185,14.684,0.094,15.739,0.160,15.293,0.037,14.351,0.020,13.893,0.029
55.690235,69.784738,0.281,0.349,20152678,4,25,1.624,0.194,14.145,0.107,15.768,0.163,15.036,0.049,13.618,0.037,12.944,0.043
55.876458,69.834696,0.497,0.389,20152678,4,25,1.311,0.195,15.434,0.109,16.745,0.161,16.165,0.060,15.024,0.027,14.437,0.046
55.802054,69.853998,0.500,0.368,20152678,4,21,1.378,0.203,15.646,0.047,17.024,0.198,16.463,0.036,15.153,0.046,14.452,0.043
55.884177,69.852002,0.131,0.139,20122728,5,29,1.169,0.200,10.988,0.104,12.157,0.171,11.675,0.037,10.650,0.040,10.135,0.031
56.133873,69.835074,0.527,0.692,20152678,4,21,1.117,0.213,15.530,0.125,16.648,0.172,16.138,0.033,15.181,0.014,14.734,0.051
56.139643,69.829381,0.295,0.266,20152678,4,25,1.076,0.207,14.583,0.114,15.660,0.173,15.198,0.037,14.302,0.038,13.887,0.045
56.066269,69.849766,0.281,0.243,20152678,4,25,1.078,0.194,14.767,0.116,15.845,0.155,15.376,0.030,14.473,0.035,14.033,0.037
56.088641,69.878998,0.977,0.833,20152678,4,17,1.089,0.091,16.360,0.058,17.449,0.070,17.024,0.064,15.955,0.046,15.233,0.000
56.186881,69.880600,0.359,0.412,20152678,4,25,1.568,0.225,15.237,0.120,16.805,0.190,16.133,0.055,14.740,0.038,13.996,0.036
56.209240,69.865655,0.648,0.752,20152678,3,5,1.745,0.209,16.606,0.000,18.350,0.209,17.221,0.000,16.271,0.000,15.832,0.000
56.215194,69.890441,0.192,0.160,20122728,5,27,0.870,0.199,13.089,0.099,13.959,0.172,13.617,0.041,12.894,0.031,12.551,0.032
56.144398,69.889147,0.217,0.291,20152678,4,25,1.025,0.219,14.813,0.095,15.838,0.197,15.418,0.047,14.507,0.037,14.042,0.016
56.212526,69.925775,0.118,0.143,20152678,4,25,0.951,0.197,14.095,0.094,15.046,0.173,14.670,0.038,13.844,0.031,13.412,0.031
55.981906,69.858544,0.561,0.350,20152678,4,25,0.668,0.244,15.367,0.117,16.036,0.214,15.765,0.037,15.250,0.033,15.019,0.095
55.994308,69.852006,0.521,0.696,20152678,4,25,1.118,0.190,15.800,0.134,16.918,0.135,16.438,0.026,15.478,0.053,14.997,0.095
55.997780,69.873285,0.490,0.420,20152678,4,24,1.026,0.185,15.320,0.098,16.347,0.157,15.953,0.046,15.033,0.040,14.567,0.048
56.070071,69.887517,0.736,0.763,20152678,4,21,1.181,0.239,16.153,0.158,17.335,0.179,16.746,0.047,15.783,0.046,15.233,0.057
55.929614,69.892997,1.144,0.783,20152678,3,9,1.198,0.000,16.260,0.000,17.457,0.000,16.863,0.114,15.811,0.111,14.952,0.000
55.955513,69.904957,0.494,0.759,20152678,4,23,0.990,0.149,15.986,0.102,16.975,0.109,16.558,0.081,15.609,0.059,15.175,0.076
55.958531,69.899675,0.804,1.042,20152678,4,12,1.357,0.458,16.293,0.222,17.650,0.400,17.040,0.081,15.843,0.103,15.415,0.026
56.086596,69.901897,0.210,0.343,20152678,4,25,1.183,0.177,14.628,0.118,15.811,0.132,15.307,0.071,14.282,0.034,13.831,0.036
56.144944,69.915299,0.611,0.366,20152678,4,25,1.154,0.221,15.584,0.134,16.739,0.176,16.204,0.042,15.253,0.020,14.751,0.052
56.028110,69.932362,1.177,0.768,20152678,3,10,1.032,0.110,16.269,0.000,17.301,0.110,17.069,0.069,15.829,0.069,15.262,0.045
56.092463,69.936400,0.662,0.601,20152678,2,10,1.028,0.122,16.423,0.000,17.451,0.122,17.159,0.017,16.344,0.039,15.704,0.204
56.115923,69.964493,0.071,0.138,20122728,5,29,0.891,0.197,12.389,0.099,13.280,0.170,12.924,0.041,12.172,0.025,11.821,0.028
56.441637,69.824282,0.875,0.846,20152678,2,11,1.489,0.186,16.373,0.178,17.862,0.052,17.216,0.073,15.917,0.070,15.222,0.000
56.441770,69.810393,0.670,0.966,20152678,4,17,0.992,0.220,15.906,0.063,16.898,0.211,16.675,0.057,15.680,0.071,15.221,0.053
56.477648,69.835341,0.932,1.031,20152678,4,11,1.190,0.000,16.640,0.000,17.829,0.000,17.150,0.068,16.173,0.017,15.536,0.140
56.432595,69.832671,0.411,0.613,20152678,4,23,1.196,0.258,15.582,0.136,16.778,0.219,16.297,0.052,15.259,0.050,14.733,0.096
56.597859,69.849870,0.361,0.295,20152678,4,25,1.323,0.188,14.787,0.091,16.110,0.164,15.528,0.032,14.391,0.037,13.856,0.052
56.617406,69.859871,0.359,0.433,20152678,4,25,1.063,0.191,15.510,0.116,16.572,0.151,16.121,0.055,15.242,0.043,14.811,0.035
56.333828,69.872658,0.324,0.252,20152678,4,25,1.098,0.182,14.833,0.090,15.931,0.158,15.465,0.052,14.496,0.036,13.990,0.030
56.392070,69.918957,0.146,0.096,20122728,5,29,0.796,0.200,11.828,0.109,12.624,0.167,12.316,0.035,11.648,0.028,11.356,0.027
56.577790,69.940105,0.585,0.632,20152678,4,23,1.286,0.195,15.294,0.096,16.580,0.169,16.017,0.053,14.856,0.042,14.326,0.073
56.527348,69.963341,0.384,0.574,20152678,3,8,1.557,0.147,16.403,0.000,17.960,0.147,17.315,0.049,15.677,0.006,15.069,0.175
56.709491,69.909557,0.363,0.200,20152678,4,25,1.663,0.218,14.476,0.111,16.139,0.188,15.376,0.059,13.979,0.022,13.273,0.059
56.751122,69.904016,0.489,0.873,20152678,4,18,1.203,0.278,16.164,0.080,17.366,0.266,16.834,0.048,15.944,0.042,15.511,0.266
56.767069,69.915296,0.885,0.758,20152678,4,17,1.298,0.289,16.161,0.036,17.459,0.287,16.833,0.034,15.899,0.054,15.307,0.130
56.815848,69.937122,0.421,0.115,20122728,5,29,0.882,0.206,11.624,0.105,12.506,0.178,12.166,0.037,11.415,0.027,11.032,0.028
56.804164,69.943798,0.308,0.490,20152678,4,19,1.929,0.148,14.837,0.062,16.766,0.135,15.760,0.042,14.134,0.035,13.272,0.030
56.706601,69.933702,0.718,0.965,20152678,4,19,1.117,0.289,16.083,0.117,17.201,0.264,16.782,0.041,15.808,0.039,15.309,0.150
56.751532,69.941296,0.386,0.475,20152678,4,25,1.257,0.191,15.414,0.113,16.670,0.154,16.131,0.055,15.020,0.035,14.412,0.095
56.821835,69.953180,0.219,0.233,20152678,4,25,2.386,0.192,13.653,0.107,16.039,0.160,14.908,0.042,12.837,0.035,11.682,0.056
56.836143,69.941962,0.562,0.372,20152678,4,25,1.303,0.191,15.074,0.093,16.377,0.167,15.808,0.050,14.672,0.022,14.039,0.043
56.884863,69.963656,0.685,0.633,20152678,4,21,1.736,0.206,16.051,0.068,17.786,0.194,16.855,0.052,15.412,0.045,14.635,0.075
56.950061,69.991368,0.337,0.119,20122728,5,27,0.799,0.201,13.207,0.101,14.007,0.173,13.700,0.038,13.030,0.030,12.717,0.018
56.909477,69.983744,0.390,0.573,20152678,4,25,1.896,0.220,14.769,0.112,16.665,0.190,15.787,0.033,14.073,0.039,13.194,0.038
56.938928,69.972993,0.893,0.519,20152678,3,10,1.094,0.140,16.431,0.000,17.525,0.140,17.169,0.100,16.145,0.054,15.569,0.133
56.625911,69.962832,0.462,0.818,20152678,4,23,1.345,0.198,15.927,0.139,17.272,0.141,16.626,0.061,15.449,0.037,14.885,0.138
56.658566,69.963948,0.413,0.601,20152678,4,25,1.073,0.197,15.346,0.115,16.418,0.160,15.930,0.046,15.069,0.035,14.597,0.090
56.867867,70.024896,0.135,0.115,20122728,5,27,1.521,0.192,13.056,0.107,14.577,0.159,13.903,0.036,12.592,0.028,11.962,0.035
56.818711,70.048821,0.606,0.569,20152678,4,19,1.790,0.289,15.896,0.102,17.686,0.270,16.863,0.035,15.205,0.066,14.362,0.069
56.390351,69.941089,0.258,0.172,20122728,5,27,1.009,0.200,13.138,0.104,14.147,0.172,13.735,0.040,12.880,0.030,12.467,0.033
56.238027,69.927775,1.184,0.929,20152678,2,5,1.132,0.162,16.667,0.000,17.799,0.162,17.587,0.000,16.394,0.000,15.773,0.000
56.355465,69.965063,0.086,0.069,20122728,5,27,1.435,0.194,12.633,0.102,14.068,0.164,13.430,0.033,12.207,0.028,11.634,0.029
56.328496,69.937583,0.375,0.491,20152678,4,25,1.212,0.196,15.504,0.096,16.716,0.170,16.176,0.042,15.133,0.030,14.673,0.036
56.430590,69.945535,0.152,0.132,20122728,5,27,1.003,0.201,13.241,0.102,14.244,0.173,13.841,0.038,12.969,0.027,12.547,0.031
56.221850,69.956967,0.887,0.672,20152678,3,9,1.584,0.168,16.513,0.000,18.097,0.168,17.404,0.128,15.887,0.018,15.283,0.000
56.255275,69.960550,0.691,0.911,20152678,4,22,1.003,0.140,16.011,0.079,17.014,0.116,16.626,0.036,15.757,0.028,15.265,0.149
56.275651,69.954190,0.367,0.348,20152678,4,25,1.060,0.204,14.957,0.107,16.017,0.174,15.556,0.054,14.636,0.032,14.170,0.053
56.305614,69.973398,0.853,0.667,20152678,4,17,1.448,0.141,15.937,0.133,17.385,0.046,16.921,0.051,15.411,0.076,14.624,0.065
56.395640,70.009613,0.416,0.448,20152678,4,25,1.708,0.205,14.969,0.096,16.677,0.181,15.897,0.041,14.385,0.028,13.623,0.036
56.398473,70.026248,0.859,0.864,20152678,4,15,1.289,0.306,16.458,0.156,17.747,0.264,17.126,0.079,16.082,0.057,15.420,0.053
56.410429,70.042492,0.441,0.653,20152678,4,24,1.268,0.203,15.596,0.159,16.864,0.125,16.331,0.032,15.173,0.049,14.603,0.040
56.571316,70.013504,0.780,1.021,20152678,4,20,1.222,0.232,16.012,0.100,17.234,0.209,16.743,0.028,15.599,0.056,14.961,0.074
56.582679,70.031835,0.090,0.120,20122728,5,29,0.674,0.209,10.751,0.105,11.425,0.181,11.138,0.100,10.581,0.029,10.296,0.024
56.621271,70.057202,0.448,0.345,20152678,4,19,2.083,0.343,15.504,0.202,17.587,0.278,16.607,0.037,14.782,0.060,13.831,0.038
56.706960,70.047546,0.111,0.158,20122728,5,27,0.825,0.198,13.543,0.117,14.369,0.161,14.048,0.038,13.328,0.030,12.989,0.038
56.748239,70.049952,0.663,0.568,20152678,4,25,1.269,0.204,15.540,0.129,16.809,0.158,16.235,0.034,15.118,0.030,14.499,0.057
56.671770,70.086376,0.549,0.564,20152678,3,12,1.639,0.113,16.088,0.000,17.727,0.113,16.947,0.075,15.709,0.052,15.043,0.043
56.467278,70.036662,0.531,0.386,20152678,4,20,1.191,0.274,15.635,0.119,16.826,0.247,16.324,0.043,15.188,0.034,14.594,0.089
56.602294,70.069305,0.871,0.421,20152678,4,22,1.283,0.226,15.758,0.086,17.041,0.209,16.479,0.072,15.299,0.057,14.787,0.058
56.699800,70.137446,0.519,0.364,20152678,4,25,1.146,0.208,15.202,0.088,16.349,0.189,15.832,0.039,14.844,0.033,14.272,0.036
56.641741,70.155592,0.670,0.458,20152678,4,25,1.184,0.208,15.424,0.066,16.608,0.197,16.095,0.047,15.117,0.024,14.651,0.053
55.508466,69.752759,0.858,0.688,20152678,3,19,0.962,0.213,16.096,0.106,17.058,0.185,16.754,0.054,15.915,0.082,15.464,0.046
55.569242,69.784152,0.139,0.193,20122728,5,29,1.591,0.186,11.829,0.104,13.421,0.154,12.704,0.045,11.352,0.034,10.697,0.038
55.495376,69.812454,0.107,0.145,20122728,5,27,1.539,0.188,12.333,0.102,13.872,0.158,13.184,0.041,11.867,0.035,11.234,0.041
55.633586,69.814612,0.305,0.203,20122728,5,27,0.972,0.182,13.619,0.101,14.591,0.151,14.203,0.040,13.355,0.030,12.931,0.028
55.681304,69.810668,0.486,0.415,20152678,4,25,1.457,0.239,15.065,0.104,16.523,0.215,15.886,0.053,14.589,0.037,13.971,0.029
55.700915,69.823731,0.477,0.163,20122728,5,29,2.043,0.183,12.709,0.102,14.753,0.152,13.827,0.042,12.031,0.038,11.108,0.037
55.566160,69.841956,0.239,0.205,20152678,4,25,0.893,0.198,14.441,0.088,15.333,0.177,14.973,0.052,14.207,0.027,13.846,0.049
55.670878,69.852194,0.564,1.157,20152678,3,7,0.330,0.426,14.361,0.274,14.691,0.327,14.701,0.017,14.167,0.000,14.714,0.000
55.815812,69.864684,0.748,0.453,20152678,3,10,0.801,0.124,16.870,0.000,17.671,0.124,17.306,0.026,16.253,0.031,15.728,0.082
55.511246,69.882837,0.606,0.637,20152678,4,21,1.603,0.245,15.699,0.090,17.302,0.228,16.540,0.062,15.179,0.030,14.486,0.085
55.611436,69.919915,0.115,0.506,20122728,5,27,1.670,0.207,13.663,0.107,15.333,0.178,14.561,0.041,13.118,0.032,12.387,0.033
55.731547,69.908708,0.400,0.422,20152678,4,25,1.189,0.219,15.065,0.102,16.254,0.194,15.754,0.032,14.679,0.034,14.119,0.029
55.638266,69.943395,0.162,0.155,20122728,5,27,1.178,0.199,13.495,0.101,14.673,0.171,14.182,0.036,13.136,0.028,12.584,0.024
55.689629,69.951507,1.156,0.583,20152678,3,11,1.378,0.138,16.285,0.000,17.663,0.138,17.195,0.037,16.077,0.085,15.425,0.084
55.755158,69.958910,0.848,0.526,20152678,2,7,1.072,0.167,16.997,0.000,18.069,0.167,17.703,0.159,16.625,0.027,15.999,0.000
56.023356,69.944886,0.187,0.123,20122728,5,29,0.898,0.188,12.016,0.103,12.913,0.157,12.556,0.038,11.776,0.024,11.493,0.029
56.025127,69.964508,0.136,0.158,20152678,4,25,1.469,0.190,13.973,0.090,15.442,0.167,14.785,0.046,13.538,0.030,12.909,0.026
56.079490,69.963506,0.147,0.129,20122728,5,27,1.962,0.182,12.917,0.103,14.879,0.149,13.976,0.048,12.282,0.036,11.399,0.035
56.037758,69.978325,0.297,0.169,20122728,5,27,1.000,0.196,13.771,0.104,14.772,0.166,14.358,0.043,13.509,0.037,13.125,0.030
55.953273,69.978120,0.871,0.766,20152678,3,16,1.170,0.296,16.352,0.180,17.522,0.235,16.894,0.068,16.015,0.076,15.607,0.151
56.009792,69.999470,0.744,0.923,20152678,3,11,0.786,0.011,16.569,0.011,17.355,0.000,17.264,0.062,16.183,0.043,15.542,0.202
56.044608,70.003012,0.274,0.324,20152678,4,25,1.272,0.231,15.050,0.079,16.322,0.218,15.750,0.057,14.660,0.025,14.093,0.044
55.794551,69.957749,0.593,0.368,20152678,4,23,1.211,0.141,15.360,0.098,16.571,0.102,16.036,0.029,14.973,0.047,14.389,0.033
55.837480,69.950548,0.187,0.392,20152678,4,25,1.071,0.180,14.871,0.103,15.941,0.148,15.502,0.040,14.542,0.027,14.059,0.024
55.863544,69.980062,0.714,0.594,20152678,4,18,1.370,0.234,15.990,0.060,17.359,0.226,16.776,0.040,15.611,0.046,14.987,0.056
55.923184,69.982993,0.349,0.265,20152678,4,25,1.021,0.200,14.995,0.120,16.016,0.160,15.563,0.043,14.697,0.029,14.260,0.036
55.793310,69.986560,0.904,0.977,20152678,3,10,1.080,0.091,16.135,0.000,17.215,0.091,16.867,0.080,15.919,0.061,15.336,0.137
