RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g'mag,e_g'mag,r'mag,e_r'mag,i'mag,e_i'mag
10.082160,40.845124,0.160,0.171,20151766,11,47,0.408,0.032,12.011,0.019,12.419,0.025,12.162,0.031,11.948,0.023,11.874,0.042
10.132060,40.869850,0.480,0.383,20151766,12,55,0.603,0.102,13.147,0.061,13.750,0.082,13.416,0.039,13.003,0.074,12.870,0.042
10.081805,40.850087,0.299,0.499,20121873,5,17,0.700,0.174,15.727,0.160,16.426,0.069,16.047,0.101,15.510,0.099,15.391,0.101
10.079521,40.849519,0.888,1.479,20151767,4,11,0.770,0.205,15.092,0.140,15.862,0.149,15.378,0.043,15.078,0.107,14.762,0.000
10.099350,40.885223,0.179,0.218,20151766,12,57,0.485,0.046,10.630,0.037,11.115,0.028,10.855,0.029,10.542,0.040,10.440,0.054
10.102597,40.897199,0.603,0.580,20151766,11,48,0.960,0.109,15.309,0.073,16.269,0.080,15.741,0.041,15.067,0.054,14.854,0.051
10.258031,40.890534,0.631,0.657,20151766,11,57,0.658,0.110,14.983,0.078,15.641,0.078,15.274,0.038,14.808,0.071,14.629,0.078
10.269587,40.907079,0.718,0.550,20151766,12,64,0.681,0.109,14.430,0.069,15.112,0.085,14.749,0.063,14.233,0.061,14.070,0.074
10.237728,40.943954,0.559,0.454,20151766,12,64,0.510,0.091,11.764,0.063,12.275,0.065,12.006,0.060,11.660,0.070,11.575,0.049
10.243888,40.952882,0.646,0.640,20151766,12,65,1.000,0.111,14.450,0.056,15.450,0.096,14.954,0.062,14.091,0.077,13.822,0.052
10.252543,40.932522,0.742,0.716,20151766,12,60,0.619,0.098,15.100,0.045,15.719,0.087,15.378,0.066,14.949,0.066,14.786,0.106
10.150615,40.891419,1.297,0.746,20121873,5,12,0.767,0.016,16.059,0.000,16.826,0.016,16.436,0.075,15.810,0.115,15.549,0.000
10.140394,40.881659,0.614,0.510,20151766,12,61,0.868,0.102,14.310,0.050,15.179,0.089,14.727,0.068,14.022,0.085,13.787,0.069
10.153752,40.884899,0.432,0.380,20151766,12,63,0.356,0.091,11.792,0.059,12.149,0.069,11.936,0.030,11.753,0.075,11.741,0.052
10.201077,40.958384,0.843,0.695,20151766,8,43,0.643,0.110,15.179,0.101,15.822,0.044,15.460,0.047,14.996,0.056,14.892,0.081
10.202574,40.946079,0.816,1.484,20151766,7,18,0.600,0.166,15.729,0.156,16.329,0.057,15.979,0.040,15.470,0.051,15.077,0.072
10.201300,40.958330,0.892,0.805,20151767,4,13,0.588,0.066,15.184,0.042,15.772,0.050,15.429,0.056,15.003,0.060,14.875,0.041
10.229961,40.961289,0.493,0.431,20151766,12,63,0.396,0.099,11.418,0.063,11.814,0.076,11.587,0.031,11.363,0.077,11.336,0.047
10.180660,40.969407,0.342,0.364,20151766,12,61,1.107,0.072,12.450,0.066,13.557,0.028,12.985,0.033,12.109,0.076,11.816,0.054
10.374283,40.824277,0.750,0.657,20151766,10,46,0.466,0.141,15.552,0.042,16.018,0.134,15.763,0.065,15.396,0.057,15.280,0.089
10.327781,40.866407,0.486,0.356,20151766,12,57,0.706,0.095,13.037,0.056,13.743,0.076,13.366,0.064,12.839,0.076,12.651,0.051
10.367236,40.897238,0.790,0.789,20151872,10,50,0.924,0.142,15.435,0.063,16.359,0.127,15.907,0.061,15.135,0.086,14.695,0.062
10.377458,40.893141,1.226,1.236,20151872,5,16,0.769,0.074,16.362,0.054,17.131,0.050,16.708,0.056,16.051,0.079,15.835,0.202
10.430719,40.892977,1.064,0.814,20151766,11,54,0.546,0.116,15.687,0.074,16.233,0.089,15.950,0.069,15.500,0.085,15.397,0.126
10.412492,40.876080,1.022,0.859,20151872,6,18,0.609,0.127,15.965,0.081,16.574,0.098,16.245,0.046,15.729,0.093,15.592,0.075
10.422217,40.921948,0.594,0.690,20151766,12,64,0.679,0.092,14.727,0.057,15.406,0.071,15.026,0.060,14.527,0.077,14.384,0.066
10.393869,40.904413,1.082,1.118,20151766,3,8,0.810,0.157,16.624,0.000,17.434,0.157,17.173,0.066,16.915,0.298,16.616,0.388
10.334345,40.888008,0.717,0.730,20151766,12,61,0.495,0.114,15.104,0.075,15.600,0.086,15.305,0.064,14.958,0.068,14.835,0.105
10.350454,40.925857,0.597,0.481,20151766,12,65,0.819,0.084,13.584,0.062,14.403,0.057,13.980,0.061,13.319,0.065,13.123,0.054
10.311229,40.900147,0.901,0.968,20121873,5,13,0.881,0.111,16.147,0.016,17.027,0.110,16.546,0.029,15.974,0.098,15.831,0.119
10.293353,40.917726,0.577,0.577,20151766,12,62,0.454,0.098,14.047,0.069,14.501,0.070,14.250,0.068,13.959,0.083,13.917,0.073
10.310924,40.930671,1.050,0.921,20151766,11,52,0.854,0.086,15.622,0.042,16.476,0.075,16.027,0.068,15.337,0.096,14.980,0.118
10.318112,40.909093,0.884,0.986,20151766,11,56,0.667,0.100,15.161,0.071,15.828,0.070,15.473,0.076,14.996,0.059,14.854,0.100
10.320669,40.950624,0.889,1.119,20151766,11,43,0.452,0.101,15.381,0.049,15.833,0.089,15.541,0.063,15.218,0.084,15.097,0.095
10.328099,40.948516,0.651,0.545,20151766,12,58,0.858,0.084,14.758,0.063,15.617,0.055,15.174,0.064,14.481,0.077,14.237,0.064
10.336233,40.943979,0.678,0.587,20151766,12,63,0.631,0.086,14.600,0.052,15.231,0.068,14.882,0.058,14.428,0.077,14.307,0.070
10.320644,40.956798,0.904,1.023,20151872,7,21,0.507,0.141,15.977,0.060,16.484,0.128,16.145,0.027,15.793,0.095,15.797,0.027
10.377676,40.935193,0.673,0.689,20121873,3,14,1.205,0.000,15.953,0.000,17.158,0.000,16.563,0.066,15.287,0.072,14.240,0.012
10.377653,40.935121,1.223,1.010,20151766,5,17,1.282,0.209,15.847,0.095,17.129,0.187,16.555,0.095,15.286,0.070,14.148,0.111
10.384458,40.944851,0.710,0.991,20151766,11,51,0.840,0.120,15.248,0.078,16.088,0.091,15.636,0.034,15.074,0.075,14.851,0.097
10.328694,40.965567,0.781,0.581,20151766,12,63,1.196,0.124,14.388,0.082,15.585,0.092,14.963,0.065,14.009,0.069,13.639,0.042
10.336325,40.970938,0.621,0.510,20151766,12,66,0.535,0.100,13.207,0.063,13.742,0.078,13.447,0.062,13.081,0.064,12.979,0.046
10.347874,40.985900,0.994,0.870,20151766,7,30,0.653,0.100,15.956,0.042,16.608,0.091,16.232,0.035,15.843,0.049,15.768,0.158
10.366628,40.992241,0.780,0.737,20151766,12,63,0.657,0.109,14.654,0.079,15.311,0.075,14.946,0.061,14.494,0.064,14.361,0.063
10.457753,40.954125,0.736,0.838,20151766,12,56,0.691,0.129,15.167,0.093,15.859,0.089,15.487,0.068,15.029,0.065,14.888,0.112
10.469511,40.928797,0.617,0.516,20151766,12,65,0.593,0.085,13.838,0.053,14.431,0.067,14.091,0.053,13.686,0.070,13.576,0.067
10.470263,40.952399,0.657,0.644,20151766,12,60,0.517,0.107,14.699,0.078,15.216,0.074,14.912,0.057,14.584,0.061,14.517,0.057
10.464486,40.945047,0.727,0.864,20151872,10,44,0.694,0.105,15.669,0.094,16.363,0.046,15.999,0.074,15.437,0.097,15.426,0.146
10.489550,40.968947,0.898,0.758,20121873,5,16,0.747,0.099,15.739,0.054,16.486,0.082,16.049,0.040,15.597,0.068,15.412,0.034
10.489545,40.968973,1.167,0.680,20151872,8,30,0.484,0.275,15.797,0.067,16.280,0.267,16.059,0.038,15.595,0.101,15.494,0.094
10.447092,40.967860,0.649,0.553,20151767,10,46,0.922,0.072,15.252,0.043,16.174,0.058,15.695,0.064,14.880,0.091,14.600,0.054
10.449978,40.993701,0.775,1.045,20151766,9,30,0.753,0.157,16.048,0.091,16.801,0.127,16.406,0.092,15.741,0.102,15.604,0.216
10.513296,40.980685,0.965,0.749,20151767,6,21,0.984,0.085,16.340,0.018,17.323,0.083,16.859,0.100,15.892,0.065,15.392,0.145
10.513663,40.980852,0.611,1.702,20151767,3,7,1.128,0.156,16.332,0.000,17.460,0.156,16.894,0.241,15.661,0.000,15.375,0.295
10.521823,41.013547,0.748,0.650,20151872,7,32,0.844,0.153,15.693,0.095,16.538,0.120,16.124,0.060,15.402,0.065,15.127,0.078
10.532317,41.002922,0.512,0.448,20151872,10,52,0.701,0.044,15.133,0.037,15.834,0.023,15.440,0.039,14.975,0.093,14.877,0.096
10.475717,41.030641,0.516,0.362,20151872,10,50,0.744,0.063,14.770,0.027,15.513,0.056,15.079,0.026,14.550,0.052,14.341,0.052
10.405734,40.988980,0.872,0.948,20151766,12,42,0.672,0.188,15.536,0.058,16.209,0.178,15.812,0.062,15.399,0.113,15.223,0.103
10.421725,40.983667,0.651,0.543,20151766,12,70,0.577,0.089,13.839,0.057,14.416,0.069,14.095,0.056,13.690,0.059,13.576,0.041
10.428186,41.011624,1.375,0.887,20151872,5,18,1.123,0.213,16.254,0.128,17.376,0.170,16.866,0.051,16.120,0.060,16.043,0.258
10.396176,41.021081,1.171,0.929,20121873,4,12,0.203,0.245,16.456,0.173,16.659,0.173,16.640,0.114,16.223,0.098,16.201,0.000
10.376033,41.018558,0.636,0.598,20151766,11,59,0.628,0.088,14.690,0.080,15.318,0.036,14.963,0.042,14.575,0.060,14.435,0.072
10.465083,41.024122,0.855,0.874,20151766,10,60,0.620,0.092,15.648,0.071,16.268,0.059,15.912,0.042,15.444,0.046,15.283,0.099
10.495153,41.064276,0.482,0.476,20151872,10,52,0.631,0.054,14.756,0.043,15.387,0.032,15.034,0.032,14.589,0.047,14.408,0.113
10.432015,41.056775,0.949,0.766,20151872,9,42,0.881,0.088,15.573,0.078,16.454,0.041,15.993,0.042,15.358,0.055,15.137,0.038
10.445504,41.088866,0.344,0.200,20151872,10,55,1.007,0.045,13.793,0.038,14.800,0.025,14.288,0.031,13.423,0.046,13.074,0.047
10.270904,40.930299,0.606,0.470,20151766,12,65,0.514,0.089,12.950,0.056,13.464,0.069,13.180,0.051,12.847,0.065,12.764,0.050
10.285022,40.924430,1.078,0.997,20151766,9,25,1.363,0.157,16.216,0.028,17.578,0.154,17.025,0.077,15.569,0.086,14.886,0.118
10.265053,40.965741,0.585,0.484,20151766,12,64,0.629,0.089,13.407,0.062,14.037,0.064,13.701,0.060,13.238,0.071,13.120,0.056
10.264587,40.989529,1.227,1.211,20151766,6,13,0.751,0.148,16.263,0.119,17.014,0.088,17.304,0.000,16.146,0.100,16.050,0.000
10.318680,40.983985,1.139,1.124,20151766,4,10,0.739,0.501,16.603,0.114,17.342,0.488,17.084,0.080,16.470,0.000,16.140,0.000
10.349242,41.026227,0.957,1.013,20151872,4,10,0.443,0.315,16.723,0.187,17.165,0.254,17.126,0.025,16.662,0.235,16.402,0.000
10.298041,41.027909,0.519,0.813,20151766,11,54,0.792,0.069,14.996,0.055,15.788,0.042,15.376,0.058,14.719,0.071,14.511,0.033
10.308728,41.030235,0.523,0.481,20151766,11,59,0.615,0.061,14.412,0.052,15.026,0.031,14.677,0.025,14.288,0.045,14.147,0.050
10.323472,41.030598,0.623,0.600,20151766,11,57,0.652,0.098,15.058,0.067,15.711,0.071,15.355,0.030,14.936,0.053,14.724,0.096
10.330404,41.020688,0.401,0.486,20151766,11,60,1.296,0.057,12.641,0.050,13.937,0.026,13.264,0.029,12.233,0.055,11.820,0.050
10.260435,41.023193,0.790,0.902,20151766,10,39,0.635,0.155,15.931,0.095,16.566,0.122,16.224,0.061,15.771,0.102,15.431,0.119
10.217534,41.037992,1.170,1.010,20151872,6,12,0.722,0.125,16.130,0.000,16.852,0.125,16.482,0.064,15.738,0.076,15.294,0.000
10.240439,41.053325,0.762,0.791,20151872,7,26,0.042,0.087,15.663,0.067,15.705,0.055,15.589,0.029,15.546,0.052,15.652,0.052
10.275806,41.027702,0.354,0.566,20151766,11,52,0.689,0.067,14.431,0.045,15.120,0.050,14.749,0.029,14.275,0.048,14.132,0.052
10.275403,41.036353,0.899,1.000,20151872,6,17,0.629,0.069,16.181,0.030,16.810,0.062,16.496,0.072,16.102,0.132,16.032,0.000
10.274075,41.095085,0.675,0.622,20151872,10,43,0.739,0.077,15.300,0.055,16.039,0.053,15.578,0.067,15.130,0.063,14.994,0.081
10.376964,41.052910,0.120,0.100,20151872,10,50,0.886,0.044,11.186,0.037,12.072,0.025,11.600,0.027,10.929,0.046,10.627,0.048
10.377373,41.027383,1.141,0.759,20151872,6,30,0.805,0.127,16.086,0.084,16.891,0.095,16.494,0.109,15.817,0.076,15.405,0.051
10.391200,41.082583,1.235,0.722,20151872,7,23,1.077,0.320,16.323,0.111,17.399,0.301,16.899,0.086,16.082,0.129,15.838,0.099
10.343280,41.073351,0.547,0.446,20151872,10,46,0.568,0.074,14.953,0.049,15.521,0.056,15.195,0.027,14.818,0.049,14.664,0.064
10.412630,41.102754,0.840,0.793,20151872,9,38,0.519,0.100,15.602,0.056,16.121,0.083,15.724,0.056,15.494,0.090,15.277,0.131
10.431163,41.084657,0.111,0.093,20151872,10,51,0.606,0.038,11.512,0.032,12.118,0.022,11.780,0.025,11.376,0.035,11.227,0.044
10.398385,41.127902,0.392,0.526,20151872,10,54,0.770,0.050,14.661,0.040,15.431,0.029,14.997,0.028,14.433,0.045,14.220,0.064
10.317704,41.094423,0.129,0.139,20151872,10,50,1.081,0.055,13.206,0.045,14.286,0.032,13.719,0.028,12.844,0.045,12.543,0.045
10.336257,41.109652,0.303,0.371,20151872,10,55,1.365,0.057,13.529,0.047,14.893,0.032,14.192,0.026,13.048,0.043,12.589,0.047
10.294502,41.115532,0.715,0.692,20151872,9,43,1.306,0.109,15.318,0.049,16.623,0.097,15.983,0.052,14.841,0.054,14.368,0.063
10.321170,41.144324,1.568,0.665,20151872,4,9,0.214,0.000,16.058,0.000,16.272,0.000,16.055,0.097,15.868,0.226,15.601,0.000
10.392983,41.156537,1.015,1.001,20151872,9,42,0.617,0.123,15.746,0.095,16.363,0.078,16.059,0.074,15.592,0.089,15.530,0.091
10.368943,41.198136,0.893,0.724,20121873,6,21,1.281,0.241,16.092,0.187,17.373,0.152,16.681,0.034,15.680,0.111,15.359,0.053
10.368577,41.198389,0.597,1.137,20151872,2,8,1.108,0.133,15.978,0.000,17.086,0.133,16.689,0.194,15.515,0.032,15.191,0.206
10.015314,40.854952,0.362,0.440,20151766,9,50,0.978,0.049,14.411,0.021,15.389,0.045,14.867,0.045,14.112,0.032,13.782,0.037
10.032613,40.836690,0.910,0.757,20151766,8,29,1.216,0.109,15.769,0.072,16.985,0.082,16.398,0.059,15.288,0.088,14.806,0.093
10.030796,40.859272,0.756,0.919,20151766,6,26,0.883,0.106,16.212,0.058,17.095,0.089,16.665,0.081,15.894,0.046,15.487,0.088
10.002410,40.873381,0.150,0.137,20151766,11,47,0.630,0.040,13.255,0.020,13.885,0.035,13.528,0.031,13.102,0.029,12.939,0.046
10.005291,40.880990,0.225,0.226,20151766,11,51,0.635,0.056,13.876,0.045,14.511,0.034,14.147,0.031,13.729,0.047,13.569,0.056
10.015002,40.890704,0.327,0.439,20151766,11,52,1.095,0.123,15.076,0.065,16.171,0.105,15.621,0.061,14.646,0.057,14.183,0.079
10.079061,40.895031,0.780,0.652,20151766,12,50,0.881,0.126,15.247,0.058,16.128,0.112,15.656,0.032,15.022,0.053,14.800,0.117
10.044877,40.900494,0.819,0.692,20151766,10,43,0.672,0.066,15.579,0.040,16.251,0.052,15.858,0.040,15.425,0.071,15.215,0.089
10.051727,40.934651,0.264,0.265,20151766,12,57,0.564,0.062,13.653,0.042,14.217,0.045,13.889,0.030,13.532,0.042,13.380,0.043
9.972654,40.910118,0.377,0.738,20151766,11,54,0.581,0.055,14.881,0.022,15.462,0.050,15.142,0.046,14.772,0.047,14.640,0.102
9.975660,40.901739,0.100,0.103,20151766,11,55,0.503,0.049,10.963,0.038,11.466,0.031,11.188,0.027,10.863,0.040,10.727,0.049
9.946804,40.921404,0.543,0.664,20151766,11,52,1.000,0.093,15.023,0.053,16.023,0.077,15.497,0.051,14.731,0.056,14.439,0.081
9.950203,40.911231,0.108,0.120,20151766,11,55,0.759,0.049,10.771,0.036,11.530,0.033,11.130,0.028,10.571,0.043,10.383,0.050
9.982177,40.932775,0.906,0.626,20151766,10,35,0.601,0.142,15.889,0.135,16.491,0.043,16.138,0.059,15.717,0.091,15.520,0.064
9.989930,40.942426,0.272,0.338,20151766,11,55,0.538,0.052,14.394,0.042,14.932,0.030,14.609,0.033,14.271,0.048,14.165,0.056
10.032534,40.965818,0.766,0.669,20151766,11,47,0.550,0.096,15.387,0.073,15.937,0.063,15.591,0.104,15.253,0.059,15.058,0.079
10.041971,40.951521,0.285,0.280,20151766,12,57,0.530,0.049,13.755,0.037,14.285,0.032,13.988,0.035,13.640,0.045,13.525,0.048
10.008891,40.969965,0.214,0.167,20151766,11,55,0.601,0.050,13.043,0.036,13.644,0.034,13.303,0.026,12.915,0.037,12.789,0.055
9.990131,40.951185,0.183,0.233,20151766,11,55,0.656,0.052,13.860,0.043,14.516,0.030,14.148,0.032,13.698,0.038,13.545,0.063
10.022496,40.970312,0.499,0.490,20151766,11,52,0.753,0.051,15.144,0.041,15.897,0.030,15.479,0.046,14.938,0.053,14.707,0.077
10.106031,40.921477,0.769,0.940,20151766,5,16,0.487,0.204,16.468,0.156,16.955,0.132,16.668,0.006,16.295,0.210,16.082,0.379
10.134228,40.965999,0.708,0.674,20151766,12,59,0.572,0.130,15.039,0.073,15.611,0.108,15.307,0.041,14.893,0.070,14.748,0.102
10.093089,40.972371,0.907,0.936,20151872,6,19,0.725,0.160,16.056,0.120,16.782,0.106,16.339,0.037,15.836,0.071,15.608,0.064
10.130636,41.030475,1.076,0.520,20151872,3,8,0.648,0.122,16.442,0.033,17.090,0.117,16.782,0.000,16.327,0.027,16.246,0.000
10.137381,41.028934,0.653,0.929,20151872,6,18,0.806,0.242,16.434,0.055,17.240,0.236,16.737,0.054,16.269,0.155,15.821,0.000
10.151661,41.042238,0.503,0.369,20151872,10,47,0.745,0.089,15.023,0.065,15.768,0.061,15.380,0.042,14.852,0.050,14.624,0.091
10.071895,40.991838,0.303,0.353,20151766,11,55,0.608,0.041,14.226,0.033,14.834,0.025,14.486,0.039,14.061,0.042,13.890,0.067
10.083205,41.011798,1.057,0.787,20151872,6,15,0.864,0.205,16.290,0.119,17.154,0.167,16.672,0.047,16.059,0.060,16.029,0.338
10.036127,41.001574,0.276,0.296,20151766,11,55,0.945,0.048,13.580,0.034,14.525,0.034,14.036,0.029,13.255,0.042,12.933,0.053
10.061922,41.037543,0.846,0.871,20151766,8,36,0.670,0.130,15.761,0.093,16.431,0.091,16.013,0.024,15.604,0.098,15.334,0.140
10.109952,41.041918,0.379,0.264,20151766,11,50,0.570,0.049,14.259,0.035,14.829,0.034,14.503,0.024,14.146,0.035,14.002,0.078
10.092953,41.065453,0.685,0.894,20151872,9,36,0.710,0.096,15.487,0.074,16.196,0.062,15.785,0.025,15.291,0.044,15.059,0.093
10.107079,41.098235,0.444,1.328,20151872,7,26,0.724,0.091,14.270,0.071,14.994,0.056,14.631,0.026,13.981,0.071,13.686,0.037
9.945157,40.947367,0.963,0.884,20121873,5,13,0.598,0.061,16.505,0.023,17.102,0.056,16.819,0.087,16.320,0.095,16.260,0.000
9.952874,40.965840,0.839,0.890,20151766,10,44,0.928,0.085,15.557,0.061,16.485,0.060,16.033,0.034,15.261,0.052,15.044,0.041
9.902969,40.977306,0.969,0.866,20151766,8,29,0.709,0.150,16.077,0.083,16.786,0.125,16.458,0.129,15.879,0.067,15.673,0.103
9.917586,40.950537,0.746,0.722,20151766,9,41,0.703,0.249,15.571,0.063,16.274,0.241,15.999,0.070,15.221,0.052,14.882,0.065
9.936710,40.988066,0.841,0.994,20121873,2,7,0.851,0.000,16.511,0.000,17.362,0.000,16.903,0.008,16.205,0.000,16.385,0.000
9.935325,40.999037,0.745,0.869,20151766,9,38,0.715,0.141,16.004,0.048,16.719,0.132,16.251,0.045,15.844,0.082,15.728,0.157
9.993779,41.023231,0.743,0.884,20151766,9,32,0.545,0.143,16.055,0.092,16.600,0.110,16.276,0.052,15.833,0.090,15.797,0.076
9.998901,40.999425,0.964,0.850,20151872,8,26,0.643,0.087,16.029,0.040,16.672,0.077,16.328,0.108,15.873,0.034,15.549,0.142
9.964426,41.019564,0.312,0.191,20151766,11,55,0.455,0.051,13.841,0.040,14.296,0.033,14.020,0.033,13.767,0.040,13.701,0.066
9.974243,41.031859,0.300,0.306,20151766,11,55,0.546,0.057,13.873,0.039,14.420,0.042,14.105,0.030,13.756,0.034,13.615,0.068
9.968362,41.049305,0.187,0.189,20151872,10,50,0.603,0.050,13.727,0.038,14.330,0.033,13.986,0.034,13.570,0.038,13.413,0.054
9.887064,41.009316,0.748,0.671,20151766,10,44,0.797,0.088,15.485,0.057,16.282,0.067,15.860,0.080,15.281,0.055,15.035,0.077
9.895278,41.000767,0.291,0.375,20151766,11,54,0.525,0.053,14.323,0.038,14.848,0.037,14.553,0.031,14.208,0.048,14.088,0.053
9.896597,41.007999,0.136,0.146,20151766,11,55,0.441,0.053,13.018,0.031,13.460,0.043,13.195,0.034,12.958,0.038,12.903,0.053
9.899363,41.019662,0.634,0.532,20151766,9,39,0.627,0.060,15.468,0.030,16.095,0.052,15.754,0.053,15.273,0.079,15.088,0.143
9.906208,41.028916,0.722,0.607,20151766,11,51,0.715,0.114,15.244,0.069,15.959,0.091,15.550,0.047,15.062,0.054,14.853,0.056
9.886996,41.031742,0.135,0.128,20151766,11,55,0.472,0.051,11.035,0.036,11.507,0.036,11.246,0.032,10.954,0.038,10.847,0.047
9.882894,41.050556,0.810,0.620,20151872,6,25,0.622,0.110,15.901,0.088,16.523,0.067,16.187,0.058,15.724,0.096,15.595,0.157
9.897904,41.050438,0.581,0.703,20151872,10,47,0.694,0.081,15.336,0.057,16.030,0.057,15.632,0.034,15.130,0.036,15.012,0.076
9.913038,41.062963,1.160,0.625,20151872,6,24,0.361,0.093,16.058,0.075,16.419,0.055,16.198,0.048,15.975,0.102,15.761,0.103
9.916205,41.048323,0.109,0.110,20151872,10,50,1.226,0.049,12.628,0.039,13.853,0.029,13.208,0.036,12.245,0.043,11.821,0.044
9.937282,41.097015,0.328,0.284,20151872,10,49,0.758,0.058,14.479,0.038,15.237,0.044,14.816,0.033,14.273,0.052,14.066,0.052
10.001871,41.043358,1.046,0.718,20121873,5,14,0.669,0.055,15.921,0.042,16.589,0.035,16.221,0.046,15.770,0.070,15.676,0.245
10.001703,41.043284,1.065,0.847,20151766,7,20,0.632,0.087,15.940,0.045,16.572,0.075,16.218,0.017,15.797,0.099,15.627,0.178
10.014739,41.032439,0.496,0.508,20151766,11,54,0.577,0.074,14.707,0.056,15.284,0.048,14.945,0.044,14.564,0.046,14.467,0.076
10.020857,41.030849,1.282,0.957,20151872,5,9,0.976,0.000,15.774,0.000,16.750,0.000,16.160,0.000,15.517,0.000,15.368,0.064
10.022617,41.019342,0.955,0.988,20151872,7,23,1.046,0.108,16.084,0.092,17.130,0.057,16.536,0.063,15.758,0.045,15.488,0.097
10.002087,41.053495,0.734,0.626,20151872,9,43,0.508,0.073,15.490,0.063,15.998,0.036,15.704,0.040,15.355,0.050,15.221,0.099
10.010231,41.064039,0.082,0.060,20151872,10,50,0.427,0.043,12.355,0.031,12.782,0.029,12.527,0.029,12.288,0.039,12.220,0.051
10.003775,41.093950,0.751,0.802,20151872,9,39,1.257,0.106,15.849,0.066,17.106,0.084,16.459,0.068,15.269,0.049,14.686,0.063
10.017776,41.071601,0.079,0.047,20151872,10,50,0.717,0.042,11.199,0.033,11.917,0.026,11.527,0.028,11.007,0.039,10.813,0.045
10.067154,41.068274,1.173,1.009,20151872,3,12,0.728,0.241,16.698,0.085,17.426,0.226,16.872,0.101,16.275,0.065,15.957,0.246
10.079983,41.129986,0.182,0.129,20151872,10,50,0.485,0.042,13.607,0.023,14.092,0.035,13.808,0.033,13.517,0.038,13.422,0.045
10.040395,41.133222,0.633,0.814,20151872,9,43,0.689,0.075,15.429,0.047,16.119,0.058,15.709,0.051,15.237,0.052,15.061,0.128
10.057470,41.123259,0.597,0.715,20151872,9,43,0.676,0.097,15.539,0.058,16.215,0.078,15.833,0.042,15.316,0.061,15.120,0.056
10.070019,41.144385,0.629,0.642,20151872,10,45,0.837,0.065,15.181,0.028,16.018,0.058,15.566,0.060,14.995,0.047,14.799,0.086
9.988272,41.095593,0.087,0.124,20151872,10,50,1.023,0.046,12.678,0.036,13.701,0.029,13.154,0.035,12.379,0.042,12.089,0.037
9.990631,41.084342,0.496,0.484,20151872,10,48,0.484,0.054,15.136,0.038,15.620,0.038,15.312,0.044,15.015,0.052,14.871,0.057
9.992307,41.102245,0.084,0.049,20151872,10,50,0.550,0.044,11.804,0.033,12.354,0.029,12.042,0.030,11.691,0.037,11.568,0.045
10.018140,41.134738,0.082,0.045,20151872,10,50,0.473,0.041,11.711,0.031,12.184,0.027,11.914,0.027,11.624,0.036,11.523,0.043
10.035009,41.158064,0.635,1.159,20151872,6,20,0.628,0.097,16.026,0.056,16.654,0.079,16.270,0.029,15.887,0.044,15.521,0.000
10.047509,41.158073,0.081,0.082,20151872,10,50,0.654,0.044,12.698,0.036,13.352,0.026,12.987,0.033,12.544,0.039,12.377,0.046
9.992200,41.168505,0.296,0.292,20151872,10,49,0.542,0.059,14.323,0.039,14.865,0.043,14.560,0.044,14.195,0.038,14.054,0.053
9.998592,41.153263,0.153,0.115,20151872,10,50,0.634,0.042,13.273,0.032,13.906,0.028,13.554,0.035,13.119,0.039,12.966,0.047
9.998844,41.177388,0.904,0.760,20151872,8,36,0.868,0.116,15.817,0.055,16.685,0.102,16.212,0.085,15.467,0.080,15.219,0.120
10.033965,41.195817,0.574,0.586,20151872,9,42,0.515,0.107,15.484,0.058,15.999,0.090,15.714,0.041,15.331,0.060,15.156,0.056
10.194164,41.034535,1.073,0.951,20151872,7,23,0.993,0.122,16.218,0.034,17.211,0.117,16.679,0.081,15.746,0.055,15.491,0.041
10.201799,41.044993,0.789,0.620,20151872,9,44,0.819,0.102,15.631,0.054,16.450,0.087,15.974,0.072,15.419,0.054,15.237,0.083
10.185220,41.099075,0.891,0.821,20151872,9,38,0.728,0.128,15.604,0.070,16.332,0.107,15.936,0.045,15.414,0.065,15.204,0.125
10.249042,41.118327,0.687,0.796,20151872,9,42,0.585,0.113,15.541,0.089,16.126,0.071,15.803,0.078,15.383,0.064,15.197,0.104
10.273229,41.108517,0.173,0.151,20151872,10,50,0.588,0.036,13.593,0.029,14.181,0.022,13.842,0.028,13.458,0.036,13.337,0.048
10.229743,41.135816,0.360,0.351,20151872,10,49,0.584,0.079,14.755,0.048,15.339,0.063,15.009,0.031,14.581,0.043,14.424,0.057
10.231402,41.147065,1.115,0.844,20151872,8,28,0.810,0.100,16.246,0.070,17.055,0.071,16.614,0.054,15.900,0.110,15.640,0.111
10.142852,41.140013,0.934,1.024,20151872,8,24,0.784,0.031,16.199,0.028,16.983,0.014,16.531,0.064,15.945,0.102,15.852,0.000
10.192725,41.146412,0.682,0.647,20151872,8,40,0.734,0.129,15.563,0.075,16.297,0.105,15.872,0.037,15.377,0.041,15.171,0.127
10.186481,41.156503,0.360,0.298,20151872,10,50,1.013,0.083,14.419,0.053,15.432,0.063,14.914,0.059,14.112,0.064,13.778,0.056
10.191226,41.196525,0.482,0.368,20151872,10,49,0.495,0.077,14.863,0.050,15.358,0.059,15.046,0.034,14.730,0.055,14.624,0.056
10.202667,41.202293,0.813,0.860,20151872,7,23,1.023,0.111,16.026,0.099,17.049,0.051,16.525,0.039,15.553,0.094,14.943,0.068
