RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g'mag,e_g'mag,r'mag,e_r'mag,i'mag,e_i'mag
10.972606,41.069817,0.914,0.829,20151873,6,17,0.938,0.190,16.151,0.064,17.090,0.179,16.639,0.023,15.931,0.080,15.726,0.006
11.079058,41.020434,0.767,0.941,20151873,7,23,0.987,0.120,15.661,0.107,16.648,0.055,16.081,0.072,15.394,0.129,15.097,0.066
11.109982,41.072131,0.572,1.207,20121873,2,6,0.929,0.077,16.198,0.077,17.126,0.000,16.697,0.000,15.731,0.000,15.622,0.000
11.110166,41.072523,0.692,0.968,20121873,6,16,0.998,0.070,16.113,0.029,17.111,0.063,16.652,0.086,15.706,0.070,15.408,0.083
11.064882,41.055960,0.864,1.050,20121873,4,12,0.779,0.052,16.226,0.048,17.005,0.021,16.603,0.035,16.009,0.059,15.802,0.000
11.067156,41.070028,0.270,0.345,20151873,10,50,0.824,0.057,14.358,0.046,15.181,0.035,14.714,0.037,14.069,0.027,13.852,0.038
11.134755,41.092534,0.133,0.143,20151873,10,50,0.894,0.028,10.550,0.022,11.444,0.018,11.000,0.057,10.299,0.041,10.035,0.033
11.143987,41.099820,0.802,0.976,20151873,7,32,0.797,0.119,15.797,0.049,16.593,0.109,16.142,0.039,15.548,0.061,15.423,0.116
11.091385,41.120947,1.533,0.966,20121873,4,8,0.739,0.195,16.644,0.179,17.382,0.079,16.888,0.000,16.531,0.038,16.004,0.000
11.097725,41.103391,0.698,0.765,20121873,4,17,0.635,0.095,15.826,0.088,16.461,0.036,16.097,0.030,15.644,0.069,15.498,0.108
11.115263,41.112772,1.052,0.891,20121873,5,18,1.191,0.103,16.263,0.082,17.454,0.063,16.823,0.054,15.807,0.092,15.486,0.057
11.097726,41.103341,0.746,1.184,20151873,5,20,0.796,0.143,15.838,0.117,16.633,0.083,16.142,0.038,15.586,0.077,15.547,0.106
11.115801,41.149693,0.953,0.800,20151873,8,34,0.712,0.136,15.881,0.049,16.593,0.127,16.193,0.092,15.624,0.049,15.461,0.089
11.028961,41.079500,0.643,0.632,20151873,7,35,0.499,0.099,15.653,0.063,16.153,0.077,15.845,0.035,15.520,0.063,15.444,0.082
11.010545,41.119211,0.229,0.267,20151873,10,50,0.652,0.041,14.035,0.031,14.687,0.026,14.306,0.029,13.858,0.030,13.669,0.028
11.030417,41.153019,0.318,0.768,20151873,9,45,1.155,0.049,14.278,0.019,15.433,0.046,14.795,0.034,13.916,0.038,13.560,0.038
11.090495,41.139426,0.231,0.236,20151873,10,50,0.983,0.043,13.692,0.030,14.675,0.031,14.174,0.042,13.316,0.026,12.985,0.045
11.058833,41.159752,0.627,0.799,20121873,3,10,0.686,0.129,15.953,0.067,16.639,0.110,16.307,0.053,15.799,0.043,15.625,0.000
11.058862,41.160074,0.659,1.486,20151873,4,11,0.725,0.109,16.023,0.102,16.749,0.037,16.235,0.042,15.806,0.124,15.523,0.083
11.055851,41.186339,1.765,0.571,20121873,3,12,0.889,0.051,15.664,0.048,16.553,0.017,16.138,0.066,15.394,0.056,15.102,0.024
11.056225,41.186450,1.271,0.901,20121873,4,10,0.989,0.117,15.678,0.081,16.667,0.085,16.134,0.000,15.294,0.000,15.088,0.000
11.064896,41.184470,0.143,0.112,20151873,10,50,0.348,0.031,12.637,0.021,12.985,0.022,12.745,0.037,12.596,0.027,12.562,0.040
11.084168,41.175377,0.129,0.212,20151873,10,50,0.893,0.034,13.611,0.025,14.504,0.023,14.021,0.032,13.328,0.029,13.028,0.050
10.734171,40.846626,0.504,0.574,20151873,12,52,0.734,0.093,14.609,0.080,15.343,0.048,14.908,0.064,14.384,0.071,14.214,0.054
10.705749,40.869675,1.006,0.755,20151873,9,36,0.836,0.177,15.057,0.086,15.893,0.154,15.499,0.072,14.746,0.072,14.416,0.112
10.722472,40.871128,0.548,0.473,20151872,13,59,0.623,0.072,12.513,0.055,13.136,0.046,12.775,0.062,12.347,0.070,12.210,0.064
10.737625,40.896971,0.565,0.501,20151872,13,68,0.670,0.080,13.870,0.051,14.540,0.062,14.160,0.056,13.684,0.074,13.528,0.063
10.756391,40.925502,0.629,0.477,20151872,13,70,0.538,0.066,13.203,0.049,13.741,0.045,13.418,0.059,13.069,0.071,12.967,0.054
10.756377,40.930342,0.332,0.464,20121873,5,21,0.795,0.145,16.369,0.106,17.164,0.099,16.714,0.128,16.126,0.065,15.929,0.366
10.728748,40.930335,1.074,0.564,20151767,9,29,1.058,0.231,16.337,0.203,17.395,0.111,16.864,0.109,15.996,0.072,15.850,0.063
10.731518,40.971885,1.150,0.762,20151767,5,17,0.687,0.107,15.928,0.022,16.615,0.104,16.291,0.081,15.712,0.145,15.569,0.137
10.744504,40.983757,0.556,0.500,20151872,13,70,1.199,0.083,12.449,0.063,13.649,0.053,13.075,0.060,11.951,0.069,11.513,0.056
10.734125,40.987162,0.634,0.551,20151872,13,70,0.676,0.073,14.252,0.054,14.929,0.049,14.545,0.053,14.065,0.066,13.887,0.086
10.799905,40.940940,0.704,0.596,20151872,13,62,0.482,0.056,14.524,0.040,15.005,0.039,14.696,0.062,14.400,0.046,14.320,0.068
10.813459,40.939983,1.577,0.800,20151873,10,42,0.674,0.130,14.998,0.100,15.672,0.083,15.299,0.107,14.876,0.118,14.686,0.094
10.814586,40.939908,0.905,0.508,20151873,9,22,0.614,0.080,14.996,0.058,15.609,0.055,15.280,0.111,14.805,0.084,14.636,0.081
10.842869,40.973676,1.242,1.069,20151767,7,25,0.911,0.117,16.132,0.100,17.043,0.060,16.507,0.050,15.932,0.111,15.655,0.153
10.823456,40.960158,0.689,0.661,20151872,13,62,0.678,0.101,15.018,0.063,15.697,0.078,15.298,0.063,14.828,0.057,14.625,0.061
10.833150,40.946011,0.780,0.845,20151873,11,40,0.549,0.048,15.738,0.040,16.287,0.027,15.950,0.066,15.548,0.084,15.427,0.102
10.842436,40.964186,0.823,1.111,20151873,10,31,0.819,0.041,16.023,0.036,16.841,0.020,16.377,0.096,15.611,0.066,15.242,0.201
10.820089,40.987279,0.901,0.728,20151872,11,51,0.929,0.133,15.645,0.094,16.574,0.094,16.040,0.086,15.285,0.076,14.997,0.083
10.839044,40.989858,0.471,0.415,20151872,13,70,0.857,0.072,12.830,0.056,13.687,0.045,13.223,0.060,12.540,0.063,12.288,0.057
10.868521,40.998536,0.862,1.023,20151872,10,43,0.856,0.149,15.532,0.084,16.388,0.123,15.881,0.087,15.258,0.111,15.095,0.047
10.842178,41.009884,0.865,0.688,20151872,11,50,0.736,0.131,15.516,0.103,16.252,0.080,15.800,0.059,15.298,0.079,15.172,0.075
10.796260,41.001979,1.232,0.929,20151767,7,23,0.876,0.119,15.898,0.095,16.775,0.072,16.368,0.144,15.676,0.127,15.436,0.016
10.753718,41.024971,0.978,1.169,20121873,4,10,0.793,0.133,16.188,0.086,16.981,0.101,16.494,0.040,16.010,0.040,16.043,0.000
10.758908,41.031629,0.469,0.337,20151872,12,60,0.711,0.036,12.773,0.033,13.483,0.015,13.066,0.034,12.573,0.041,12.385,0.050
10.770004,41.050377,0.737,0.584,20151872,12,56,0.667,0.070,15.060,0.057,15.727,0.040,15.326,0.026,14.891,0.056,14.766,0.134
10.777753,41.038224,0.472,0.325,20151872,12,60,0.474,0.031,13.107,0.029,13.581,0.012,13.275,0.031,12.997,0.044,12.900,0.060
10.835192,41.059699,1.064,0.662,20151872,8,31,0.747,0.114,15.914,0.066,16.661,0.093,16.197,0.054,15.695,0.081,15.423,0.062
10.791443,41.062719,0.532,0.368,20151872,12,60,0.690,0.046,13.450,0.044,14.140,0.012,13.737,0.034,13.241,0.039,13.046,0.053
10.795706,41.055457,1.272,0.871,20151872,5,10,0.578,0.088,16.420,0.000,16.999,0.088,16.602,0.047,16.225,0.103,15.907,0.000
10.813597,41.070933,0.405,0.375,20151872,12,60,0.647,0.041,14.058,0.033,14.705,0.025,14.317,0.040,13.872,0.046,13.684,0.057
10.604386,40.955098,0.790,0.727,20151872,10,45,0.954,0.093,15.591,0.070,16.544,0.062,16.031,0.062,15.257,0.089,14.876,0.119
10.622429,40.963935,0.535,0.546,20151872,13,67,1.038,0.087,13.953,0.063,14.992,0.060,14.454,0.057,13.599,0.070,13.299,0.077
10.655284,41.019808,1.419,1.267,20151873,4,9,0.866,0.070,16.540,0.069,17.406,0.011,16.897,0.100,16.364,0.454,16.377,0.224
10.569963,40.990105,0.407,0.547,20151872,11,60,0.727,0.094,13.141,0.052,13.868,0.078,13.472,0.079,12.945,0.069,12.800,0.055
10.588409,41.002651,0.606,0.573,20151872,12,57,0.412,0.080,14.515,0.042,14.926,0.068,14.665,0.033,14.436,0.062,14.407,0.109
10.594482,41.008864,0.319,0.449,20151872,12,52,0.755,0.043,13.788,0.038,14.543,0.021,14.107,0.023,13.566,0.046,13.347,0.046
10.608458,41.006608,1.371,1.010,20121873,2,5,0.619,0.178,16.914,0.000,17.533,0.178,17.378,0.000,16.794,0.000,16.876,0.000
10.597172,41.015065,0.842,0.875,20151872,9,44,0.671,0.080,15.419,0.049,16.090,0.063,15.702,0.065,15.277,0.070,15.076,0.091
10.614109,40.993306,1.010,0.998,20151872,7,23,0.917,0.081,16.305,0.073,17.222,0.036,16.766,0.070,15.962,0.088,15.602,0.091
10.629472,41.051240,0.763,1.017,20151872,9,42,0.619,0.091,15.516,0.076,16.135,0.050,15.784,0.076,15.312,0.064,15.170,0.073
10.637959,41.057979,0.953,0.769,20151872,12,56,0.852,0.090,15.208,0.053,16.060,0.073,15.615,0.037,14.918,0.059,14.561,0.063
10.657645,41.045080,0.900,0.944,20151872,9,39,0.619,0.145,15.875,0.082,16.494,0.120,16.144,0.058,15.693,0.072,15.495,0.096
10.661701,41.071785,0.487,0.358,20151872,12,60,0.655,0.041,13.780,0.032,14.435,0.025,14.040,0.036,13.607,0.045,13.461,0.061
10.619713,41.065075,1.063,1.268,20151872,7,21,0.791,0.118,16.118,0.044,16.910,0.109,16.417,0.095,15.824,0.172,15.675,0.128
10.627613,41.056257,0.656,0.879,20151872,9,33,0.969,0.115,15.637,0.040,16.605,0.108,16.042,0.041,15.296,0.049,14.969,0.102
10.641468,41.087389,0.915,0.948,20121873,3,9,0.702,0.168,16.333,0.082,17.035,0.147,16.702,0.000,16.026,0.000,16.121,0.000
10.645394,41.078820,0.529,0.515,20151872,12,58,0.833,0.067,14.425,0.040,15.257,0.054,14.785,0.046,14.158,0.056,13.919,0.075
10.713244,41.048502,0.762,0.686,20151872,12,58,0.697,0.107,15.100,0.070,15.797,0.081,15.396,0.020,14.886,0.056,14.685,0.090
10.723684,41.032051,0.834,1.172,20151872,5,17,0.681,0.133,16.198,0.121,16.879,0.054,16.484,0.078,15.997,0.060,15.744,0.127
10.737081,41.043457,0.467,0.509,20151872,12,60,0.930,0.039,13.848,0.023,14.779,0.031,14.272,0.044,13.524,0.045,13.242,0.060
10.730565,41.071784,0.789,0.691,20121873,6,23,0.570,0.064,15.947,0.060,16.517,0.023,16.196,0.031,15.723,0.051,15.821,0.000
10.745975,41.072745,0.459,0.383,20151872,12,60,0.677,0.049,13.957,0.041,14.634,0.026,14.234,0.035,13.786,0.042,13.612,0.072
10.752720,41.051939,0.463,0.310,20151872,12,65,0.439,0.036,13.656,0.027,14.095,0.023,13.809,0.034,13.571,0.045,13.482,0.058
10.730323,41.072113,1.351,0.728,20151873,4,7,0.665,0.000,16.020,0.000,16.685,0.000,16.131,0.014,15.598,0.000,15.583,0.008
10.691725,41.049354,0.851,0.649,20151872,10,81,0.884,0.084,14.834,0.069,15.719,0.048,15.251,0.041,14.541,0.071,14.236,0.082
10.708626,41.061284,0.784,0.762,20151873,9,42,0.664,0.085,15.458,0.061,16.121,0.059,15.708,0.035,15.256,0.077,15.059,0.068
10.715022,41.067584,0.910,1.194,20151873,7,20,1.231,0.089,16.341,0.029,17.571,0.084,17.049,0.087,15.890,0.080,15.441,0.067
10.770828,41.085909,0.403,0.314,20151872,12,60,1.076,0.044,12.281,0.038,13.357,0.022,12.765,0.033,11.946,0.044,11.608,0.053
10.787104,41.093926,0.422,0.281,20151872,12,60,0.498,0.038,13.682,0.031,14.180,0.022,13.870,0.033,13.582,0.044,13.451,0.049
10.749436,41.100442,0.352,0.339,20151872,12,65,0.586,0.036,12.168,0.033,12.754,0.015,12.405,0.033,12.014,0.042,11.865,0.042
10.753986,41.108545,0.794,0.863,20151872,12,53,0.637,0.132,15.482,0.073,16.119,0.111,15.761,0.048,15.359,0.030,15.195,0.087
10.762577,41.126218,0.964,0.694,20151872,11,49,0.531,0.085,15.533,0.051,16.064,0.067,15.724,0.050,15.394,0.059,15.162,0.139
10.662924,41.094532,0.475,0.357,20151872,12,60,0.574,0.035,13.012,0.029,13.586,0.019,13.228,0.033,12.879,0.041,12.761,0.053
10.683316,41.091896,0.795,0.937,20151872,8,26,0.649,0.083,15.860,0.062,16.508,0.054,16.104,0.057,15.616,0.069,15.451,0.000
10.712977,41.103166,1.180,0.764,20151872,5,19,0.550,0.206,15.550,0.167,16.101,0.120,15.686,0.078,15.343,0.118,15.249,0.194
10.713114,41.102942,0.838,0.592,20151872,8,29,0.561,0.097,15.509,0.078,16.070,0.058,15.722,0.028,15.322,0.046,15.188,0.140
10.641610,41.106184,0.657,1.009,20151872,11,52,0.786,0.186,15.412,0.084,16.198,0.166,15.696,0.050,15.174,0.048,14.970,0.058
10.653326,41.113137,0.572,0.485,20151872,12,60,0.944,0.085,14.626,0.057,15.570,0.063,15.061,0.057,14.265,0.056,13.979,0.057
10.656677,41.124083,0.936,0.712,20151873,5,16,0.743,0.156,15.722,0.041,16.465,0.150,15.955,0.050,15.516,0.098,15.440,0.024
10.670521,41.106913,1.108,0.938,20151873,6,23,1.011,0.196,16.417,0.046,17.428,0.190,16.870,0.087,16.010,0.060,15.859,0.110
10.668380,41.137570,0.693,0.716,20151872,11,45,0.510,0.055,15.247,0.045,15.758,0.031,15.479,0.043,15.068,0.104,15.008,0.098
10.721071,41.132935,0.853,1.448,20121873,3,8,0.614,0.000,16.561,0.000,17.175,0.000,16.914,0.023,16.246,0.072,16.267,0.000
10.712860,41.132525,0.599,0.516,20151872,12,60,0.890,0.050,14.493,0.037,15.383,0.034,14.884,0.044,14.213,0.053,13.925,0.056
10.733889,41.136468,0.378,0.321,20151872,12,65,0.606,0.034,12.547,0.031,13.153,0.013,12.794,0.031,12.392,0.038,12.251,0.046
10.750419,41.145802,0.662,0.824,20121873,5,14,0.545,0.078,15.532,0.006,16.077,0.077,15.774,0.036,15.356,0.026,15.325,0.000
10.750347,41.145935,0.778,1.116,20151872,7,25,0.529,0.204,15.594,0.137,16.123,0.150,15.758,0.021,15.390,0.051,15.185,0.068
10.698690,41.181170,0.613,0.997,20121873,4,16,0.564,0.081,14.632,0.032,15.197,0.075,14.857,0.000,14.539,0.016,14.518,0.050
10.698802,41.181296,0.648,1.013,20151872,9,44,0.522,0.173,14.731,0.160,15.253,0.067,14.878,0.047,14.586,0.054,14.489,0.119
10.713865,41.177601,0.543,0.496,20151872,12,63,0.698,0.058,14.196,0.041,14.894,0.041,14.478,0.026,14.016,0.044,13.846,0.048
10.880517,41.040820,1.099,1.261,20151872,3,9,0.586,0.000,16.838,0.000,17.423,0.000,17.007,0.185,16.466,0.112,16.012,0.000
10.903755,41.033950,0.719,0.690,20151872,6,22,1.069,0.173,15.947,0.060,17.016,0.162,16.422,0.040,15.667,0.088,15.280,0.084
10.936067,41.083926,0.180,0.192,20151873,10,50,0.634,0.025,12.136,0.022,12.770,0.012,12.394,0.034,11.973,0.026,11.805,0.039
10.951463,41.089674,0.726,0.747,20151873,8,31,0.576,0.078,15.791,0.044,16.367,0.065,16.042,0.043,15.592,0.047,15.425,0.104
10.968236,41.101651,1.272,0.821,20121873,3,10,0.916,0.129,16.305,0.049,17.220,0.119,16.713,0.032,16.212,0.115,15.782,0.000
10.961083,41.106921,0.876,0.842,20151873,7,29,0.841,0.136,16.027,0.061,16.869,0.122,16.419,0.100,15.798,0.069,15.613,0.169
10.931451,41.109684,0.907,1.163,20121873,4,14,0.646,0.228,16.358,0.154,17.004,0.168,16.557,0.016,16.096,0.103,15.859,0.246
10.934534,41.116724,0.892,0.932,20151873,7,27,0.613,0.143,16.003,0.099,16.616,0.103,16.224,0.064,15.908,0.087,15.690,0.164
10.849719,41.101509,0.682,0.762,20151872,11,38,0.644,0.091,15.833,0.072,16.477,0.056,16.124,0.067,15.658,0.075,15.226,0.188
10.862882,41.081159,0.373,0.329,20151872,11,55,0.512,0.041,13.666,0.034,14.178,0.022,13.858,0.033,13.539,0.048,13.415,0.061
10.882545,41.129804,0.842,1.123,20151873,6,19,0.823,0.166,16.079,0.107,16.901,0.127,16.468,0.038,15.790,0.042,15.325,0.068
10.821884,41.104642,1.317,1.073,20151872,4,11,0.724,0.039,15.885,0.039,16.610,0.000,16.043,0.055,15.501,0.070,15.413,0.094
10.833654,41.123739,0.319,0.263,20151872,12,60,1.201,0.044,11.388,0.037,12.589,0.022,11.947,0.036,11.001,0.048,10.586,0.049
10.865305,41.141221,0.342,0.264,20151872,12,60,1.128,0.047,13.652,0.040,14.780,0.025,14.163,0.032,13.297,0.052,12.912,0.041
10.902687,41.136885,0.870,0.680,20151872,10,42,0.960,0.113,15.399,0.076,16.360,0.084,15.841,0.041,15.062,0.058,14.615,0.055
10.895023,41.165194,0.721,1.185,20121873,3,8,-0.149,0.170,16.498,0.058,16.349,0.160,16.238,0.000,15.448,0.022,16.602,0.000
10.870925,41.177995,0.772,0.917,20151872,6,18,0.526,0.212,16.248,0.198,16.774,0.077,16.382,0.032,15.921,0.118,15.739,0.161
10.885878,41.152550,0.269,0.228,20151872,12,60,1.234,0.047,10.917,0.043,12.150,0.019,11.508,0.039,10.496,0.051,10.066,0.032
10.894638,41.165519,0.994,0.766,20151873,5,10,0.040,0.180,16.415,0.082,16.454,0.160,16.283,0.008,15.633,0.000,16.257,0.048
10.912975,41.188841,0.288,1.748,20121873,4,7,0.802,0.185,14.366,0.181,15.168,0.039,14.777,0.000,14.053,0.000,13.939,0.000
10.912976,41.189895,0.488,0.723,20151873,3,6,0.535,0.101,14.178,0.000,14.714,0.101,14.516,0.000,13.825,0.000,13.581,0.000
11.009248,41.171356,0.238,0.235,20151873,10,50,0.906,0.032,13.663,0.029,14.569,0.013,14.061,0.031,13.376,0.029,13.059,0.038
10.970477,41.168745,0.324,0.357,20151873,10,50,0.793,0.046,14.156,0.038,14.949,0.026,14.512,0.028,13.908,0.037,13.669,0.051
10.992541,41.202280,0.294,0.286,20151873,10,50,0.629,0.043,14.231,0.026,14.860,0.035,14.499,0.035,14.063,0.044,13.873,0.033
11.029124,41.178737,0.316,0.318,20151873,9,45,0.596,0.039,14.160,0.021,14.756,0.033,14.398,0.034,13.999,0.029,13.833,0.060
11.032906,41.254020,0.521,0.623,20151873,9,38,0.549,0.104,15.525,0.084,16.074,0.061,15.727,0.045,15.360,0.055,15.243,0.042
10.942553,41.200316,1.127,1.096,20151873,7,17,0.585,0.177,16.005,0.080,16.590,0.157,16.338,0.040,15.808,0.130,15.791,0.010
10.963042,41.220168,1.163,0.662,20151873,3,9,0.800,0.046,15.041,0.011,15.841,0.045,15.390,0.148,14.947,0.108,14.740,0.000
10.966950,41.203367,0.157,0.180,20151873,10,50,1.024,0.038,13.165,0.023,14.189,0.031,13.623,0.037,12.848,0.033,12.498,0.027
10.920397,41.236564,0.545,0.610,20151873,10,55,0.755,0.078,14.752,0.040,15.507,0.066,15.037,0.036,14.541,0.047,14.342,0.085
10.941469,41.256874,0.267,0.337,20151873,10,55,0.706,0.040,13.900,0.032,14.606,0.024,14.201,0.029,13.700,0.032,13.509,0.034
11.002411,41.233660,1.204,1.008,20121873,4,11,0.733,0.220,15.719,0.117,16.453,0.186,16.046,0.031,15.526,0.131,15.422,0.111
10.991018,41.252000,0.641,1.100,20151873,8,31,0.807,0.111,15.793,0.099,16.599,0.052,16.083,0.029,15.533,0.059,15.334,0.047
10.997425,41.268071,0.454,0.523,20151873,10,53,0.497,0.039,14.694,0.028,15.191,0.027,14.876,0.040,14.572,0.037,14.484,0.061
10.987910,41.275558,1.378,0.561,20121873,4,15,0.766,0.106,15.859,0.073,16.626,0.077,16.115,0.008,15.584,0.000,15.502,0.015
10.810075,41.122546,0.496,0.486,20151872,12,62,0.859,0.066,14.670,0.045,15.529,0.048,15.055,0.030,14.368,0.044,14.008,0.057
10.846417,41.165247,0.548,0.301,20151872,12,60,0.646,0.054,14.326,0.043,14.972,0.032,14.582,0.032,14.143,0.041,13.954,0.061
10.785767,41.174194,1.394,1.154,20151872,4,12,0.992,0.174,16.201,0.066,17.193,0.161,16.638,0.186,15.831,0.061,15.504,0.000
10.786092,41.174314,1.074,0.924,20151872,7,28,0.938,0.139,16.142,0.057,17.081,0.127,16.613,0.085,15.901,0.145,15.599,0.047
10.792949,41.154005,0.608,0.419,20151872,12,59,0.617,0.066,14.768,0.053,15.385,0.038,15.022,0.045,14.616,0.040,14.468,0.068
10.800293,41.159250,0.683,0.751,20151872,11,57,1.040,0.090,15.264,0.060,16.304,0.067,15.711,0.050,14.951,0.064,14.533,0.091
10.825317,41.182653,0.934,1.125,20121873,3,7,0.476,0.000,16.707,0.000,17.183,0.000,16.835,0.040,16.486,0.214,16.520,0.000
10.855728,41.201204,0.710,0.671,20121873,4,17,0.918,0.211,16.195,0.062,17.113,0.201,16.688,0.082,15.996,0.105,15.898,0.181
10.868581,41.195637,0.264,0.223,20151872,11,55,1.261,0.042,11.661,0.039,12.923,0.017,12.254,0.037,11.247,0.052,10.829,0.050
10.868201,41.212975,1.477,1.269,20151872,5,14,0.991,0.280,16.743,0.081,17.734,0.268,16.957,0.121,16.624,0.017,16.419,0.000
10.871493,41.202075,0.747,1.155,20151872,9,23,0.911,0.112,15.222,0.111,16.133,0.019,15.672,0.043,14.836,0.025,14.469,0.135
10.856197,41.245805,1.043,1.151,20121873,3,9,0.346,0.101,16.112,0.074,16.459,0.069,16.218,0.151,15.946,0.018,15.934,0.000
10.855924,41.246056,1.434,0.735,20151872,4,13,0.520,0.204,16.188,0.197,16.707,0.053,16.304,0.073,16.118,0.172,15.620,0.000
10.859814,41.238863,0.990,0.603,20151872,7,25,0.659,0.393,15.952,0.106,16.611,0.378,16.267,0.305,15.958,0.377,15.696,0.286
10.866960,41.239628,0.552,0.848,20151872,12,52,0.712,0.059,13.904,0.053,14.616,0.026,14.211,0.033,13.714,0.062,13.462,0.069
10.762899,41.194195,0.906,0.854,20121873,8,38,0.704,0.108,15.366,0.020,16.070,0.106,15.618,0.067,15.269,0.105,15.265,0.074
10.771713,41.203904,0.755,0.942,20121873,3,15,0.879,0.261,15.369,0.212,16.248,0.152,15.686,0.115,14.982,0.061,14.746,0.080
10.756666,41.181453,0.338,0.261,20151872,12,60,0.703,0.048,13.718,0.043,14.421,0.022,14.003,0.033,13.519,0.046,13.333,0.051
10.762729,41.194239,0.924,1.291,20151872,5,11,0.779,0.091,15.343,0.091,16.122,0.000,15.636,0.049,15.315,0.041,15.513,0.148
10.771755,41.203881,1.099,0.861,20151872,7,35,0.988,0.329,15.375,0.136,16.363,0.300,15.725,0.074,15.038,0.115,14.773,0.169
10.763857,41.171824,0.650,0.713,20151873,10,48,1.054,0.110,15.421,0.073,16.475,0.083,15.912,0.074,14.966,0.050,14.654,0.089
10.805519,41.237325,0.386,0.463,20151872,12,67,0.696,0.049,13.641,0.040,14.337,0.028,13.921,0.035,13.444,0.040,13.245,0.044
10.838450,41.268589,0.462,0.244,20151872,12,67,0.474,0.047,13.859,0.041,14.333,0.024,14.024,0.032,13.730,0.050,13.642,0.045
10.818154,41.275031,0.265,0.119,20151872,12,60,0.508,0.036,12.235,0.032,12.744,0.016,12.435,0.033,12.130,0.038,12.018,0.047
10.892375,41.225674,0.671,0.653,20151872,12,55,0.612,0.096,15.032,0.066,15.644,0.070,15.276,0.027,14.825,0.049,14.377,0.059
10.905179,41.245434,0.650,0.847,20151872,10,42,0.859,0.087,15.585,0.051,16.444,0.071,16.019,0.076,15.292,0.078,14.905,0.052
10.855971,41.260543,1.021,0.702,20151872,3,16,0.930,0.110,15.338,0.110,16.269,0.000,15.778,0.055,14.976,0.037,14.425,0.122
10.856157,41.260519,0.636,0.561,20151872,8,35,0.960,0.094,15.303,0.084,16.263,0.042,15.736,0.020,14.979,0.032,14.552,0.069
10.899810,41.296268,1.069,0.743,20151873,8,21,0.695,0.038,16.111,0.036,16.806,0.014,16.372,0.059,15.915,0.137,15.752,0.000
10.954455,41.318314,0.919,1.248,20151873,4,12,1.243,0.503,16.990,0.503,18.233,0.000,17.300,0.260,16.463,0.101,16.416,0.000
10.971324,41.311270,0.583,0.756,20151873,10,46,0.862,0.090,15.296,0.033,16.157,0.083,15.679,0.033,15.092,0.046,14.788,0.066
10.878620,41.304519,0.813,0.827,20151872,12,55,0.787,0.195,15.477,0.172,16.264,0.092,15.771,0.048,15.178,0.095,14.799,0.110
10.870161,41.330204,0.886,0.817,20151872,9,39,1.024,0.138,15.519,0.063,16.543,0.123,15.978,0.040,15.194,0.115,14.866,0.072
10.891327,41.332852,0.558,0.510,20151872,12,60,0.964,0.081,14.652,0.051,15.616,0.063,15.089,0.037,14.362,0.071,14.056,0.062
10.914204,41.375570,0.177,0.221,20151872,12,62,0.514,0.044,10.609,0.040,11.123,0.018,10.844,0.059,10.490,0.036,10.362,0.038
10.881527,41.365482,0.739,0.845,20121873,3,10,0.729,0.164,16.194,0.164,16.924,0.008,16.460,0.063,15.981,0.092,15.730,0.000
10.859291,41.358267,0.853,0.950,20151872,3,8,0.951,0.630,16.771,0.000,17.722,0.630,17.203,0.252,16.556,0.056,16.390,0.000
10.878094,41.354576,0.790,0.644,20151872,12,62,0.774,0.065,15.027,0.052,15.801,0.039,15.383,0.031,14.781,0.050,14.462,0.089
10.915244,41.387682,0.969,1.135,20151872,7,23,0.504,0.156,16.180,0.062,16.684,0.144,16.407,0.038,16.126,0.073,16.017,0.129
11.241928,41.046307,0.210,0.240,20151873,10,50,0.503,0.026,13.893,0.020,14.396,0.017,14.080,0.037,13.757,0.029,13.622,0.040
11.212913,41.065359,0.583,0.429,20151873,10,46,0.906,0.075,15.068,0.047,15.974,0.058,15.475,0.037,14.769,0.028,14.456,0.088
11.222983,41.050863,0.488,0.529,20151873,9,40,0.870,0.058,15.144,0.028,16.014,0.051,15.540,0.036,14.906,0.050,14.646,0.074
11.234614,41.074463,0.483,0.495,20151873,10,47,0.693,0.065,15.115,0.045,15.808,0.047,15.409,0.048,14.912,0.048,14.705,0.060
11.281495,41.098136,0.478,0.493,20151873,10,50,0.718,0.046,14.441,0.036,15.159,0.028,14.756,0.033,14.238,0.034,14.064,0.028
11.286686,41.154211,0.156,0.171,20151873,10,50,0.515,0.024,13.497,0.016,14.012,0.018,13.703,0.027,13.371,0.023,13.259,0.052
11.296712,41.128390,0.918,0.790,20151873,9,33,0.838,0.173,15.855,0.128,16.694,0.116,16.207,0.043,15.569,0.049,15.288,0.091
11.202968,41.108830,0.703,0.966,20121873,7,29,0.785,0.099,15.903,0.064,16.688,0.076,16.217,0.025,15.658,0.072,15.357,0.110
11.214736,41.079786,0.844,1.238,20121873,3,7,0.891,0.124,16.363,0.000,17.253,0.124,16.670,0.000,16.128,0.069,15.863,0.000
11.214787,41.080017,1.255,0.426,20121873,2,7,0.451,0.132,16.479,0.016,16.930,0.131,16.528,0.000,16.196,0.000,16.139,0.000
11.222816,41.114492,0.667,0.671,20121873,6,24,0.630,0.103,16.003,0.052,16.632,0.090,16.213,0.048,15.832,0.046,15.733,0.073
