,wavelength,transmission
0,330.0,8.632584532252014e-12
1,330.2,1.427687627155956e-11
2,330.4,7.172496521385844e-11
3,330.6,8.964096624666848e-11
4,330.8,1.1372138099750831e-11
5,331.0,5.475007926750437e-12
6,331.2,4.821847902394348e-12
7,331.4,7.008094869029004e-12
8,331.6,1.8663497181862707e-11
9,331.8,1.3627054031807184e-10
10,332.0,9.470530434313957e-11
11,332.2,4.0754439551060956e-11
12,332.4,4.797451869751919e-11
13,332.6,1.5359506004556735e-10
14,332.8,6.08763237404524e-09
15,333.0,3.1916058795109984e-10
16,333.2,1.7863109860797031e-10
17,333.4,7.495617659050913e-11
18,333.6,1.934713499979589e-11
19,333.8,7.452600936819295e-12
20,334.0,4.320423426792596e-12
21,334.2,3.4839912665858408e-12
22,334.4,3.765724018266478e-12
23,334.6,5.498048750689589e-12
24,334.8,1.1618781370019117e-11
25,335.0,4.431691137612169e-11
26,335.2,6.975684638100068e-10
27,335.4,4.2916715694940535e-10
28,335.6,1.8254122875219445e-10
29,335.8,2.9538978399498876e-10
30,336.0,4.059162818551867e-09
31,336.2,6.062297132620033e-10
32,336.4,1.3705285560402769e-10
33,336.6,8.159763303139972e-11
34,336.8,7.899141230422964e-11
35,337.0,1.1126312434831082e-10
36,337.2,2.2883160858439876e-10
37,337.4,7.675596723570541e-10
38,337.6,6.07015651906881e-09
39,337.8,6.54493314390539e-07
40,338.0,2.2554129330591648e-07
41,338.2,1.44818793658714e-07
42,338.4,1.3267802099566913e-08
43,338.6,6.775502291123485e-09
44,338.8,8.595481590343081e-09
45,339.0,4.100789674806999e-08
46,339.2,8.559145154045961e-08
47,339.4,9.061842402479108e-09
48,339.6,5.113583970524018e-09
49,339.8,6.462311516650128e-09
50,340.0,2.507017652372221e-08
51,340.2,1.2676647252440416e-07
52,340.4,7.670830926511333e-09
53,340.6,3.262401417032368e-09
54,340.8,2.665068496353661e-09
55,341.0,3.564154429056443e-09
56,341.2,8.702478982538596e-09
57,341.4,5.8788322470529906e-08
58,341.6,2.125274921841e-08
59,341.8,6.44815982656031e-09
60,342.0,4.049788798476537e-09
61,342.2,3.763356732142044e-09
62,342.4,4.57244992836071e-09
63,342.6,6.779240940958322e-09
64,342.8,1.156996788290281e-08
65,343.0,2.1970684658342906e-08
66,343.2,4.983296061422875e-08
67,343.4,1.9152646752940723e-07
68,343.6,1.022955620976529e-05
69,343.8,3.6060935138940627e-07
70,344.0,1.4138801814947403e-07
71,344.2,1.467872677404324e-07
72,344.4,4.157079525249406e-07
73,344.6,1.493296091435704e-06
74,344.8,1.5133259198810596e-07
75,345.0,6.095165902856072e-08
76,345.2,4.864624638682618e-08
77,345.4,6.788605251127653e-08
78,345.6,1.550296251297121e-07
79,345.8,1.382272253298843e-07
80,346.0,4.6087259066601077e-08
81,346.2,2.3946939310996567e-08
82,346.4,1.878547001928385e-08
83,346.6,2.068622096868999e-08
