,wavelength,transmission
0,330.0,2.3420482594539664e-08
1,330.2,2.1624306869458866e-08
2,330.5,1.9834391426720624e-08
3,330.8,1.8492606350142227e-08
4,331.0,1.7772304774712496e-08
5,331.2,1.8487811612959524e-08
6,331.5,2.1098061475724846e-08
7,331.8,2.4833902854881718e-08
8,332.0,2.8275305376693526e-08
9,332.2,3.0971905476254916e-08
10,332.5,3.332800571257455e-08
11,332.8,3.545099409837269e-08
12,333.0,3.740892742542278e-08
13,333.2,3.9549870810202405e-08
14,333.5,4.192714921740102e-08
15,333.8,4.445533289869676e-08
16,334.0,4.7682751959660444e-08
17,334.2,5.158139195744224e-08
18,334.5,5.6453330463887164e-08
19,334.8,6.178792058544139e-08
20,335.0,6.732207371599081e-08
21,335.2,7.305969224420761e-08
22,335.5,7.996813491498516e-08
23,335.8,8.770562974599709e-08
24,336.0,9.589599547117887e-08
25,336.2,1.0503891298305256e-07
26,336.5,1.1575628789720079e-07
27,336.8,1.2840173105532816e-07
28,337.0,1.4197741056003466e-07
29,337.2,1.571140462851421e-07
30,337.5,1.7611787076897772e-07
31,337.8,1.996655848551393e-07
32,338.0,2.2536738550117677e-07
33,338.2,2.550356695096491e-07
34,338.5,2.91073460417815e-07
35,338.8,3.3273632414028243e-07
36,339.0,3.7936869912557865e-07
37,339.2,4.339337121461925e-07
38,339.5,5.00386381221653e-07
39,339.8,5.786312561685982e-07
40,340.0,6.685369133988044e-07
41,340.2,7.780910243888374e-07
42,340.5,9.191521858916244e-07
43,340.8,1.0926885079826828e-06
44,341.0,1.2925713129380153e-06
45,341.2,1.5344508534804326e-06
46,341.5,1.842093740207605e-06
47,341.8,2.218665312649582e-06
48,342.0,2.6636390598870863e-06
49,342.2,3.211466436175885e-06
50,342.5,3.915029450998567e-06
51,342.8,4.7910659979121376e-06
52,343.0,5.851006637340045e-06
53,343.2,7.181078755608974e-06
54,343.5,8.915248490327546e-06
55,343.8,1.1105471060618814e-05
56,344.0,1.3820145232987374e-05
57,344.2,1.7325763691945926e-05
58,344.5,2.204377066614444e-05
59,344.8,2.8219705075777848e-05
60,345.0,3.608631460802915e-05
61,345.2,4.644225889340623e-05
62,345.5,6.0300403476167856e-05
63,345.8,7.832737828438622e-05
64,346.0,0.00010187130748693746
65,346.2,0.0001335180600271689
66,346.5,0.0001774300691565542
67,346.8,0.00023769538427250404
68,347.0,0.0003193678007229878
69,347.2,0.00043300720500601396
70,347.5,0.0005960538156724892
71,347.8,0.0008295636453322988
72,348.0,0.001160114845161162
73,348.2,0.001638600557614768
74,348.5,0.0023485867009653714
75,348.8,0.0033910711677274936
76,349.0,0.004890609877922918
77,349.2,0.007041267935797985
78,349.5,0.010076454796881875
79,349.8,0.014069282323056431
80,350.0,0.018772136481812408
81,350.2,0.023724996447893984
82,350.5,0.028372863596031174
83,350.8,0.03221813036894765
84,351.0,0.034682407334140276
85,351.2,0.03618178528272914
86,351.5,0.03732237477941681
87,351.8,0.03820094044232876
88,352.0,0.038738175130318304
89,352.2,0.03925308038845103
90,352.5,0.04004556236475061
91,352.8,0.040877416605943066
92,353.0,0.04148300234335252
93,353.2,0.042111493425235666
94,353.5,0.043014801857405006
95,353.8,0.043911341659556895
96,354.0,0.044513500631460846
97,354.2,0.04507331384519798
98,354.5,0.04586040800384408
99,354.8,0.04662144702140813
100,355.0,0.04711182547689938
101,355.2,0.047631292748605135
102,355.5,0.04846431599282791
103,355.8,0.04932629338031574
104,356.0,0.04992786433502512
105,356.2,0.050542435459386324
106,356.5,0.05144280736677495
107,356.8,0.05234031664617444
108,357.0,0.05295574261337049
109,357.2,0.053560678541752074
110,357.5,0.054426236258333135
111,357.8,0.05526661562450206
112,358.0,0.05581782227963175
113,358.2,0.05641339303607549
114,358.5,0.05737014456956934
115,358.8,0.05837336037946751
116,359.0,0.05907140647064746
117,359.2,0.05971724707573454
118,359.5,0.06061426663254456
119,359.8,0.061502937579263846
120,360.0,0.06209446204793238
121,360.2,0.06269446322933478
122,360.5,0.0638435179911923
123,360.8,0.0650088496076498
124,361.0,0.06581439500219048
125,361.2,0.06667723919689639
126,361.5,0.06799043570793623
127,361.8,0.06931954290797017
128,362.0,0.07022551999756556
129,362.2,0.07112810546840267
130,362.5,0.07245205561380201
131,362.8,0.07376993352388564
132,363.0,0.0746606648914505
133,363.2,0.07557795209127695
134,363.5,0.0769680717082129
135,363.8,0.07838115950298968
136,364.0,0.07933797292218289
137,364.2,0.08025096301890439
138,364.5,0.0815740440572572
139,364.8,0.0828880617063244
140,365.0,0.08373330133981514
141,365.2,0.08451578885825141
142,365.5,0.08569155772809882
