,wavelength,transmission
0,330.0,9.339870179566866e-08
1,330.2,2.222967922116649e-07
2,330.4,6.924211840550279e-07
3,330.6,2.1707336029496992e-06
4,330.8,6.034511579537399e-06
5,331.0,3.9800153979882355e-07
6,331.2,1.1749340963446202e-07
7,331.4,7.11704926828303e-08
8,331.6,6.891170979600766e-08
9,331.8,8.611959483039327e-08
10,332.0,8.55606950819388e-08
11,332.2,5.838145644629014e-08
12,332.4,4.457697833889697e-08
13,332.6,4.851513543048343e-08
14,332.8,8.490796221126222e-08
15,333.0,3.3098571954924217e-07
16,333.2,4.899559873713016e-06
17,333.4,4.628149995144545e-07
18,333.6,2.562811487943939e-07
19,333.8,3.146356048364969e-07
20,334.0,5.528741851586679e-07
21,334.2,6.791677535153842e-07
22,334.4,7.103109150551581e-07
23,334.6,6.71287540314904e-07
24,334.8,2.1446705078625164e-07
25,335.0,7.458808980458568e-08
26,335.2,4.141778205413055e-08
27,335.4,3.289474159442353e-08
28,335.6,3.5096270574430036e-08
29,335.8,4.551928914332915e-08
30,336.0,5.905225300797196e-08
31,336.2,7.420569187982497e-08
32,336.4,1.5746646892088098e-07
33,336.6,1.7509653867951408e-06
34,336.8,3.47440049907878e-08
35,337.0,6.803795490940391e-09
36,337.2,2.501589316491008e-09
37,337.4,1.3014040346079974e-09
38,337.6,8.713645541926095e-10
39,337.8,7.192919743847532e-10
40,338.0,7.23812479153753e-10
41,338.2,9.014153005659382e-10
42,338.4,1.4682465364489555e-09
43,338.6,3.589562309728595e-09
44,338.8,1.4553592632859035e-08
45,339.0,8.144557530288326e-09
46,339.2,2.605135947398231e-09
47,339.4,1.434552692565464e-09
48,339.6,1.129081760960659e-09
49,339.8,1.19175748817977e-09
50,340.0,1.752093957725716e-09
51,340.2,4.4689387828013985e-09
52,340.4,8.251680623802353e-08
53,340.6,1.0088750853803187e-08
54,340.8,2.049785305994468e-09
55,341.0,1.0119440776339546e-09
56,341.2,7.699153583887616e-10
57,341.4,8.361632339651502e-10
58,341.6,1.3608652286386327e-09
59,341.8,2.9460206963640064e-09
60,342.0,1.4802408145693897e-09
61,342.2,4.3070051142511103e-10
62,342.4,1.8554487298553807e-10
63,342.6,1.0727068883569736e-10
64,342.8,7.686562333318504e-11
65,343.0,6.559090010474434e-11
66,343.2,6.558683739927299e-11
67,343.4,7.674123759259741e-11
68,343.6,1.0640371544057784e-10
69,343.8,1.8081605294218312e-10
70,344.0,4.0861340212640543e-10
71,344.2,1.5498454288135055e-09
72,344.4,3.834319803988246e-08
73,344.6,9.621569657411437e-09
74,344.8,2.8134063971669178e-09
75,345.0,2.129048383506274e-09
76,345.2,2.5272565751580254e-09
77,345.4,4.2440506250396135e-09
78,345.6,9.506369634569843e-09
79,345.8,2.4893937245085828e-08
80,346.0,4.246986497455303e-08
81,346.2,4.67573633790382e-08
82,346.4,6.506119947850192e-08
83,346.6,1.567765703144531e-07
84,346.8,1.344756797968966e-06
85,347.0,9.000675980265592e-07
86,347.2,9.205367321783397e-08
87,347.4,2.354860720648157e-08
88,347.6,8.704422924447575e-09
89,347.8,4.2177488078777764e-09
90,348.0,2.5576551279155583e-09
91,348.2,1.8854329748822673e-09
92,348.4,1.6606947832948026e-09
93,348.6,1.7365986158256657e-09
94,348.8,2.1665160180664324e-09
95,349.0,3.2794349494326716e-09
96,349.2,6.251509140339154e-09
97,349.4,1.6043360158795347e-08
98,349.6,5.972423945855406e-08
99,349.8,1.9610964094899765e-07
100,350.0,2.0204248576054264e-07
101,350.2,2.405249627586341e-07
102,350.4,3.071566975395583e-07
103,350.6,1.266210046707828e-07
104,350.8,4.94057315795939e-08
105,351.0,2.7412158518611104e-08
106,351.2,1.976742009867613e-08
107,351.4,1.6954546775088347e-08
108,351.6,1.6240248922250884e-08
109,351.8,1.684748407915998e-08
110,352.0,1.9226054019367332e-08
111,352.2,2.577536023722157e-08
112,352.4,4.609084932617537e-08
113,352.6,1.4469537319185594e-07
114,352.8,5.136158781081689e-07
115,353.0,1.030301141594893e-07
116,353.2,4.0283541414442714e-08
117,353.4,2.7455503624132328e-08
118,353.6,2.7597693895750184e-08
119,353.8,3.841976522615402e-08
120,354.0,5.5960392177278e-08
121,354.2,3.860543844247303e-08
122,354.4,1.8062179846249055e-08
123,354.6,1.0300484183142857e-08
124,354.8,7.571740980398156e-09
125,355.0,6.972442356486746e-09
126,355.2,7.89104225127215e-09
127,355.4,1.0893151930792046e-08
128,355.6,1.811504611684308e-08
129,355.8,3.40543410930776e-08
130,356.0,6.029176385837293e-08
131,356.2,8.831005702132528e-08
132,356.4,1.32866485731236e-07
133,356.6,2.3798655544580088e-07
134,356.8,2.0055677880454387e-07
135,357.0,7.70388981487628e-08
136,357.2,3.820982690621752e-08
137,357.4,2.6509622346294646e-08
138,357.6,2.4479128377171865e-08
139,357.8,2.9556831136559142e-08
140,358.0,4.770697597264682e-08
141,358.2,1.1185933201820443e-07
142,358.4,4.772333533390936e-07
143,358.6,3.145252526043204e-06
144,358.8,1.286283489241908e-06
145,359.0,9.529657921324194e-07
146,359.2,1.5201511725834987e-06
147,359.4,4.066028917070409e-06
148,359.6,8.866236957994048e-06
149,359.8,2.1897919735761086e-05
150,360.0,3.1358759107085286e-06
151,360.2,4.935375358925173e-07
152,360.4,1.7373677206307752e-07
153,360.6,9.802402363994623e-08
154,360.8,7.641075323627461e-08
155,361.0,7.012209671278406e-08
156,361.2,5.8645353622341004e-08
157,361.4,4.09159401225929e-08
158,361.6,3.081264161262773e-08
159,361.8,3.3530242186685394e-08
160,362.0,8.505639341599023e-08
161,362.2,3.4390242736177414e-07
162,362.4,1.4548468694452582e-08
163,362.6,3.4288670443919974e-09
164,362.8,1.4097411994254007e-09
165,363.0,7.997879438683981e-10
166,363.2,5.803007339078758e-10
167,363.4,5.273283260585275e-10
168,363.6,6.079469104210172e-10
169,363.8,9.375742772129435e-10
170,364.0,2.1349814211430417e-09
171,364.2,5.384312434613902e-09
172,364.4,2.9643441608237264e-09
173,364.6,1.4278901542689974e-09
174,364.8,1.1722735983003422e-09
175,365.0,1.824459446320652e-09
176,365.2,1.4481276619792784e-08
177,365.4,4.17788974424653e-09
178,365.6,5.149630078160115e-10
179,365.8,1.8640086842488203e-10
180,366.0,1.0509459187697322e-10
181,366.2,8.005301123563077e-11
182,366.4,7.955047256921401e-11
183,366.6,1.0531287626259018e-10
184,366.8,2.030014397908608e-10
185,367.0,7.017614833090934e-10
186,367.2,2.385311265248777e-09
187,367.4,1.24356832727703e-09
188,367.6,2.9098255778528205e-09
189,367.8,1.1487826127025644e-09
190,368.0,6.361839849842227e-11
191,368.2,1.3335274323043058e-11
192,368.4,4.483280124936277e-12
193,368.6,1.980910452041638e-12
194,368.8,1.061229217918617e-12
195,369.0,6.624136501934938e-13
196,369.2,4.71764647869303e-13
197,369.4,3.7983753412842e-13
198,369.6,3.4557875701567053e-13
199,369.8,3.5898242030118956e-13
200,370.0,4.367939423887908e-13
201,370.2,6.606289605080569e-13
202,370.4,1.4510798973155061e-12
203,370.6,8.980288973771313e-12
204,370.8,1.877424861034946e-11
205,371.0,1.491105815231581e-12
