,wavelength,transmission
0,300.5,1.8160331269617835e-09
1,301.0,4.906642166858649e-09
2,301.5,6.257559296874789e-09
3,302.0,4.577171844079435e-09
4,302.5,1.3242452802161945e-09
5,303.0,9.785494774867263e-10
6,303.5,1.1370402331716802e-09
7,304.0,1.2194822793156903e-09
8,304.5,2.409674342273849e-09
9,305.0,4.9960482469609055e-09
10,305.5,8.930275791100087e-09
11,306.0,7.888213215732654e-09
12,306.5,7.56525843055291e-09
13,307.0,3.458397515167435e-09
14,307.5,3.88865649895068e-09
15,308.0,1.0835999787238205e-08
16,308.5,2.2061845332114455e-08
17,309.0,2.763217429277795e-08
18,309.5,1.7529803376518883e-08
19,310.0,8.369398930655274e-09
20,310.5,4.287707412285711e-09
21,311.0,4.476908499068289e-09
22,311.5,4.5346862439674874e-09
23,312.0,4.9197499687289375e-09
24,312.5,1.6630651815863772e-08
25,313.0,7.843118549881705e-08
26,313.5,3.3531529265606506e-07
27,314.0,6.379459796118342e-07
28,314.5,6.532689118859587e-07
29,315.0,3.0762439289160874e-07
30,315.5,5.6558673251356566e-08
31,316.0,4.719872522914588e-08
32,316.5,9.312969450267946e-08
33,317.0,1.0384297252068263e-07
34,317.5,1.9173484791538545e-07
35,318.0,5.310804242575779e-07
36,318.5,1.4784422539726943e-06
37,319.0,7.73478078465151e-06
38,319.5,0.00027276171081260116
39,320.0,0.0013734376207993533
40,320.5,0.0033929765952670724
41,321.0,0.005232586762300649
42,321.5,0.005863003435884333
43,322.0,0.005806399879830203
44,322.5,0.006260020089879547
45,323.0,0.006868105929045181
46,323.5,0.007462394710956956
47,324.0,0.007665915369025277
48,324.5,0.007615537007873952
49,325.0,0.007420378351554944
50,325.5,0.007842603596515181
51,326.0,0.008291040434522003
52,326.5,0.008681965356412281
53,327.0,0.008842304164376374
54,327.5,0.008817639978212674
55,328.0,0.00869019429918626
56,328.5,0.009098327010585702
57,329.0,0.00958714200367425
58,329.5,0.009894420776011255
59,330.0,0.010005208794524517
60,330.5,0.0102489961614495
61,331.0,0.010517933723030446
62,331.5,0.010984554193028035
63,332.0,0.011661140497393184
64,332.5,0.012162717826733038
65,333.0,0.012577063228257811
66,333.5,0.01299679409884253
67,334.0,0.013394218543399887
68,334.5,0.01402176869129932
69,335.0,0.014551349482668357
70,335.5,0.015016217683250106
71,336.0,0.015540166338480843
72,336.5,0.015869030942383806
73,337.0,0.0163180564472819
74,337.5,0.016679493080927123
75,338.0,0.017337080763845263
76,338.5,0.01779186811469919
77,339.0,0.018201205274420696
78,339.5,0.01862815225208884
79,340.0,0.019006573113613097
80,340.5,0.01982221883816148
81,341.0,0.02086203052860078
82,341.5,0.021742633804445057
83,342.0,0.02246692359304207
84,342.5,0.023174839154887893
85,343.0,0.024058171300873323
86,343.5,0.0249483932546598
87,344.0,0.025602762257766795
88,344.5,0.02618377716753012
89,345.0,0.026859027969195863
90,345.5,0.02756954125937702
91,346.0,0.028474572796941072
92,346.5,0.029748577070588367
93,347.0,0.03075021907910937
94,347.5,0.03175241543139562
95,348.0,0.03284564954653431
96,348.5,0.03384124532789343
97,349.0,0.03470680315239457
98,349.5,0.03564100845811814
99,350.0,0.03670503012067951
100,350.5,0.037640829430977144
101,351.0,0.03879927068856365
102,351.5,0.0401244341022172
103,352.0,0.04161700130214085
104,352.5,0.043079822660437646
105,353.0,0.044686502599044026
106,353.5,0.04618360020204649
107,354.0,0.04748051850877241
108,354.5,0.04905059154413626
109,355.0,0.05030161032184139
110,355.5,0.05164134323420995
111,356.0,0.05284539833690112
112,356.5,0.05441847702657103
113,357.0,0.05608226675567276
114,357.5,0.05790780387700923
115,358.0,0.05977046010865302
116,358.5,0.061363877007667045
117,359.0,0.06267654098188773
118,359.5,0.06442012396826978
119,360.0,0.065940482268377
120,360.5,0.06796575320595756
121,361.0,0.0698909227091837
122,361.5,0.07208688079887625
123,362.0,0.07404888602453483
124,362.5,0.07665578556951218
125,363.0,0.0791453200295687
