,wavelength,transmission
0,330.0,8.674427862905153e-09
1,330.2,1.2224558854941131e-08
2,330.4,1.1886947546160358e-08
3,330.6,2.1448974316258473e-09
4,330.8,7.453188839733447e-10
5,331.0,4.4349094015892594e-10
6,331.2,4.0542778354003627e-10
7,331.4,5.755724157871054e-10
8,331.6,1.477382755557211e-09
9,331.8,1.557406481996197e-08
10,332.0,1.5023610100261537e-08
11,332.2,4.287211659674936e-09
12,332.4,5.786428969718659e-09
13,332.6,5.09304188784026e-08
14,332.8,8.28034473191161e-09
15,333.0,2.2325914460373037e-09
16,333.2,1.681733088879831e-09
17,333.4,2.717111281665826e-09
18,333.6,1.3443633433126392e-08
19,333.8,3.1290165970837566e-08
20,334.0,1.4071043715784497e-08
21,334.2,3.310373964444405e-08
22,334.4,1.2619684236658187e-09
23,334.6,2.4524975735682166e-10
24,334.8,9.64185463749258e-11
25,335.0,5.888022827222841e-11
26,335.2,5.1854546263743534e-11
27,335.4,6.599734719226633e-11
28,335.6,1.4453098737294293e-10
29,335.8,1.4131734555473063e-09
30,336.0,6.339229455195755e-10
31,336.2,1.1372009628225233e-10
32,336.4,6.255875380729365e-11
33,336.6,6.021123858239191e-11
34,336.8,9.878246942869772e-11
35,337.0,3.967813503220633e-10
36,337.2,7.628093602019683e-09
37,337.4,3.355151604483916e-10
38,337.6,2.0773031970745237e-10
39,337.8,5.843932817826494e-10
40,338.0,7.33037287389392e-10
41,338.2,4.4169748405080296e-11
42,338.4,1.2083673579976191e-11
43,338.6,5.541680667354073e-12
44,338.8,3.4615468546620486e-12
45,339.0,2.729401936545799e-12
46,339.2,2.634088677920987e-12
47,339.4,3.0911245542785433e-12
48,339.6,4.4712133357073265e-12
49,339.8,8.292546002267949e-12
50,340.0,2.164997463718708e-11
51,340.2,1.0221259292030171e-10
52,340.4,2.9433534054486416e-09
53,340.6,2.640811466634641e-09
54,340.8,7.526765325818371e-09
55,341.0,9.010658139396654e-10
56,341.2,1.0578960196329625e-10
57,341.4,3.7024659035187436e-11
58,341.6,2.090331271073835e-11
59,341.8,1.6118914569240115e-11
60,342.0,1.5937946872204013e-11
61,342.2,1.9836972326133708e-11
62,342.4,3.153907546820782e-11
63,342.6,6.823089521765857e-11
64,342.8,2.4385527435132943e-10
65,343.0,3.92051925144802e-09
66,343.2,2.7265702371494325e-09
67,343.4,7.181725453897873e-10
68,343.6,5.825816390640288e-10
69,343.8,7.999023721984975e-10
70,344.0,1.7446672426870324e-09
71,344.2,7.339870316514186e-09
72,344.4,2.4997025467307173e-07
73,344.6,4.8210976531739974e-08
74,344.8,2.1588997231100758e-08
75,345.0,2.4354854034836574e-08
76,345.2,4.4019928734334906e-08
77,345.4,1.1012363941860138e-07
78,345.6,3.8125425284679204e-07
79,345.8,5.763596784635022e-06
80,346.0,1.9755174955648164e-06
81,346.2,4.466321827106858e-07
82,346.4,3.157345191367321e-07
83,346.6,3.693866193124177e-07
84,346.8,3.916911403724465e-07
85,347.0,2.712533607071008e-07
86,347.2,2.2534146987431285e-07
87,347.4,3.297351347864366e-07
88,347.6,1.2727408516944734e-06
89,347.8,3.3641915166832456e-06
90,348.0,1.1511766823906474e-06
91,348.2,8.15663630996657e-06
92,348.4,2.1017924199152705e-07
93,348.6,2.5656620509403875e-08
94,348.8,7.436385653165527e-09
95,349.0,3.3174090164279394e-09
96,349.2,1.987398100954637e-09
97,349.4,1.5086737471398192e-09
98,349.6,1.417589957940049e-09
99,349.8,1.64512516067929e-09
100,350.0,2.3990688017275958e-09
101,350.2,4.615940011068345e-09
102,350.4,1.3108711018020552e-08
103,350.6,7.55798029146662e-08
104,350.8,8.475734313266299e-07
105,351.0,2.5046280184600706e-07
106,351.2,2.702402238838583e-07
107,351.4,9.686930521419817e-07
108,351.6,4.7752122676618206e-05
109,351.8,2.221442388635547e-06
110,352.0,1.7226226696353216e-07
111,352.2,3.2456728578380967e-08
112,352.4,1.106151750722296e-08
113,352.6,5.695798858950676e-09
114,352.8,4.0986274202682315e-09
115,353.0,4.072528957632472e-09
116,353.2,5.943299871943542e-09
117,353.4,1.647135830165022e-08
118,353.6,7.017344428471872e-07
119,353.8,2.9624750859177536e-08
120,354.0,8.077570355793435e-09
121,354.2,5.385778510162116e-09
122,354.4,6.3164078158985746e-09
123,354.6,1.5113242106129736e-08
124,354.8,3.2010742574970394e-07
125,355.0,2.0719770109023092e-08
126,355.2,5.301934629181182e-09
127,355.4,3.0928122791946843e-09
128,355.6,2.855219125089277e-09
129,355.8,3.922586069538452e-09
130,356.0,8.555748099917786e-09
131,356.2,3.811624986096623e-08
132,356.4,1.1376677529290071e-06
133,356.6,2.689381562598186e-07
134,356.8,1.5971192553116306e-08
