RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS12,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
188.680144,27.878137,1,+,6,J123443.23+275241.2,*,2004.9733,3,20.743,0.058,18.366,0.007,17.401,0.006,17.024,0.006,16.829,0.010,,,,
188.688325,27.879366,1,+,3,J123445.19+275245.7,,2004.9733,3,20.647,0.100,19.382,0.018,18.644,0.014,18.313,0.018,18.165,0.049,,0.1775,0.0383,0.1576
188.677377,27.887275,1,+,3,J123442.57+275314.1,,2004.9733,3,23.035,0.370,22.158,0.090,21.318,0.058,21.064,0.080,20.738,0.201,,0.3961,0.1069,0.3817
188.696372,27.871913,1,+,3,J123447.12+275218.8,*,2004.9733,3,22.254,0.266,21.685,0.079,21.303,0.078,21.058,0.112,20.602,0.250,,0.4871,0.2261,0.4132
188.687199,27.870983,1,+,3,J123444.92+275215.5,,2004.9733,3,24.740,1.169,23.191,0.305,21.816,0.130,21.480,0.172,21.713,0.656,,0.4191,0.1251,0.3579
188.684191,27.876795,1,,3,J123444.20+275236.4,,2004.9733,3,22.559,0.286,24.641,0.645,23.094,0.294,22.070,0.213,20.678,0.211,,0.7316,0.0794,0.6141
188.666949,27.862241,1,+,3,J123440.06+275144.0,,2005.0497,3,24.599,0.960,23.206,0.197,21.956,0.106,21.721,0.132,21.846,0.560,,0.4048,0.1151,0.3643
188.671597,27.859867,1,+,3,J123441.18+275135.5,,2005.0497,3,20.613,0.124,19.530,0.020,18.610,0.015,18.135,0.015,17.865,0.049,,0.2110,0.0283,0.2140
188.674843,27.852141,1,+,3,J123441.96+275107.7,,2005.0497,3,22.879,0.707,21.737,0.109,20.806,0.081,20.431,0.088,20.138,0.296,,0.3767,0.1055,0.3708
188.675681,27.866176,1,+,3,J123442.16+275158.2,,2005.0497,3,25.243,0.892,22.726,0.145,21.951,0.118,21.579,0.131,20.862,0.294,,0.4374,0.1453,0.3948
188.676085,27.868063,1,+,3,J123442.26+275205.0,,2005.0497,3,24.216,1.128,22.558,0.142,22.205,0.168,22.510,0.344,21.572,0.608,,0.4156,0.1283,0.3419
188.677520,27.857267,1,+,3,J123442.60+275126.1,,2005.0497,3,24.554,0.984,22.807,0.146,22.169,0.133,21.965,0.172,21.665,0.520,,0.3153,0.1033,0.2770
188.683128,27.860013,1,+,3,J123443.95+275136.0,,2005.0497,3,25.813,0.861,21.623,0.075,20.457,0.044,20.145,0.052,19.785,0.162,,0.3315,0.1050,0.3010
188.682914,27.854186,1,+,6,J123443.89+275115.0,,2005.0497,3,26.364,0.418,22.605,0.137,21.705,0.099,21.360,0.114,21.651,0.581,,,,
188.684362,27.852680,1,+,3,J123444.24+275109.6,,2005.0497,3,23.888,0.911,22.592,0.138,21.831,0.113,21.648,0.151,23.150,0.936,,0.1284,0.0920,0.1658
188.686805,27.861153,1,+,3,J123444.83+275140.1,,2005.0497,3,23.093,0.543,22.231,0.105,21.462,0.085,21.113,0.099,20.562,0.256,,0.4254,0.1433,0.4135
188.689416,27.859740,1,+,3,J123445.45+275135.0,,2005.0497,3,21.873,0.226,20.862,0.039,19.906,0.027,19.415,0.027,19.141,0.089,,0.3189,0.1054,0.3099
188.687230,27.871052,2,,3,J123444.93+275215.7,,2005.0497,3,22.969,0.637,23.799,0.508,21.816,0.155,21.338,0.158,21.576,0.793,,,,
188.630350,27.876867,1,+,6,J123431.28+275236.7,*,2004.9733,3,18.496,0.015,16.453,0.004,15.675,0.004,15.416,0.004,15.285,0.005,,,,
188.634841,27.878590,1,+,3,J123432.36+275242.9,,2004.9733,3,20.000,0.059,19.222,0.016,18.679,0.015,18.407,0.019,18.487,0.066,,0.1717,0.0384,0.1523
188.636817,27.882082,1,+,3,J123432.83+275255.4,*,2004.9733,3,22.069,0.177,21.240,0.044,20.917,0.044,20.660,0.059,20.488,0.170,,0.1659,0.0947,0.1776
188.638811,27.881112,1,+,3,J123433.31+275252.0,,2004.9733,3,25.097,0.782,22.800,0.167,21.935,0.105,22.925,0.423,21.991,0.560,,0.2732,0.0962,0.3336
188.640890,27.872530,1,+,3,J123433.81+275221.1,,2004.9733,3,21.676,0.282,22.278,0.245,21.243,0.144,20.551,0.138,20.371,0.394,,0.6198,0.0824,0.5723
188.628789,27.872102,1,,3,J123430.90+275219.5,,2004.9733,3,25.593,0.650,23.223,0.261,22.880,0.261,21.884,0.195,21.807,0.553,,0.6862,0.1820,0.5962
188.627065,27.856200,1,,3,J123430.49+275122.3,,2005.0497,3,19.568,0.075,17.613,0.007,16.464,0.005,16.017,0.005,15.685,0.012,0.15069,0.1572,0.0075,0.1538
188.622669,27.862282,1,+,6,J123429.44+275144.2,,2005.0497,3,24.842,1.120,22.531,0.129,21.447,0.079,20.881,0.075,21.009,0.349,,,,
188.628251,27.859774,1,+,3,J123430.78+275135.1,,2005.0497,3,22.479,0.334,22.123,0.094,21.255,0.070,21.003,0.086,20.923,0.337,,0.4370,0.0864,0.4050
188.633820,27.861626,1,,6,J123432.11+275141.8,,2005.0497,3,23.946,0.842,25.757,0.486,25.058,0.684,22.192,0.204,21.840,0.568,,,,
188.627691,27.861817,1,,3,J123430.64+275142.5,,2005.0497,3,24.156,1.149,24.756,0.706,23.902,0.674,21.806,0.190,21.801,0.730,,0.4722,0.0928,0.6638
188.623579,27.861909,1,,6,J123429.65+275142.8,,2005.0497,3,23.421,0.612,25.916,0.438,23.847,0.495,22.290,0.218,22.358,0.733,,,,
188.631668,27.852209,1,,6,J123431.60+275107.9,,2005.0497,3,22.214,0.236,23.882,0.340,23.929,0.525,24.369,0.734,21.942,0.601,,,,
188.632258,27.851051,1,,6,J123431.74+275103.7,,2005.0497,3,26.123,0.441,25.005,0.569,24.523,0.684,22.791,0.332,22.062,0.649,,,,
188.636250,27.853567,1,+,6,J123432.70+275112.8,*,2005.0497,3,22.849,0.381,20.093,0.017,18.791,0.010,18.267,0.009,17.908,0.023,,,,
188.628764,27.872237,2,,3,J123430.90+275220.0,,2005.0497,3,22.935,0.474,22.929,0.184,22.424,0.193,22.275,0.261,22.020,0.774,,,,
188.636609,27.857458,1,+,3,J123432.78+275126.8,*,2005.0497,3,22.882,0.505,22.182,0.110,21.122,0.070,20.997,0.098,22.367,1.058,,-9999.0000,-9999.0000,0.1552
188.636876,27.859037,1,+,3,J123432.85+275132.5,,2005.0497,3,23.534,0.708,22.768,0.152,22.330,0.165,22.951,0.423,20.950,0.318,,-9999.0000,-9999.0000,0.3954
188.640620,27.864077,1,+,3,J123433.74+275150.6,,2005.0497,3,23.742,0.800,21.561,0.055,20.431,0.033,20.042,0.035,19.767,0.115,,0.2963,0.1005,0.2837
188.640848,27.872454,2,,3,J123433.80+275220.8,*,2005.0497,3,23.479,1.015,22.356,0.159,21.746,0.152,21.156,0.142,20.551,0.361,,,,
188.642418,27.868102,1,+,6,J123434.18+275205.1,*,2005.0497,3,23.396,0.592,22.848,0.150,22.337,0.153,22.384,0.242,21.218,0.365,,,,
188.644159,27.859989,1,+,6,J123434.59+275135.9,,2005.0497,3,23.558,0.665,22.558,0.117,22.312,0.148,21.885,0.157,22.245,0.722,,,,
188.639067,27.853737,1,+,6,J123433.37+275113.4,,2005.0497,3,25.142,0.885,24.304,0.446,22.695,0.203,21.683,0.128,20.865,0.261,,,,
188.626413,27.864540,1,,3,J123430.33+275152.3,,2005.0497,3,27.036,0.248,24.571,0.640,22.875,0.300,21.641,0.160,21.066,0.406,,0.7637,0.0422,0.6320
188.646298,27.861281,1,,6,J123435.11+275140.6,,2005.0497,3,23.393,0.585,25.732,0.480,23.950,0.528,22.111,0.186,22.739,0.800,,,,
188.652396,27.891273,1,+,3,J123436.57+275328.5,,2004.9733,3,22.069,0.165,21.905,0.070,21.484,0.062,20.876,0.063,20.557,0.159,,0.7310,0.0886,0.6990
188.644698,27.895624,1,+,6,J123434.72+275344.2,,2004.9733,3,23.105,0.352,22.318,0.093,22.077,0.093,21.800,0.125,21.751,0.369,,,,
188.647553,27.896236,1,,3,J123435.41+275346.4,,2004.9733,3,22.796,0.520,22.567,0.211,21.924,0.165,21.630,0.223,21.192,0.526,,0.5722,0.1302,0.4659
188.649545,27.901089,1,+,3,J123435.89+275403.9,,2004.9733,3,22.966,0.504,21.299,0.062,20.388,0.041,19.965,0.046,19.785,0.131,,0.3063,0.1321,0.2955
188.651882,27.880570,1,,6,J123436.45+275250.0,,2004.9733,3,24.718,0.696,23.203,0.193,24.607,0.505,24.679,0.601,23.564,0.440,,,,
188.658213,27.900766,1,+,3,J123437.97+275402.7,*,2004.9733,3,22.941,0.636,21.612,0.104,21.032,0.100,20.650,0.118,20.673,0.400,,0.3302,0.1339,0.2461
188.661332,27.892064,1,+,3,J123438.71+275331.4,,2004.9733,3,23.090,0.417,22.715,0.157,22.209,0.147,22.091,0.215,22.310,0.673,,0.3917,0.1629,0.3488
188.661595,27.883625,1,+,6,J123438.78+275301.0,,2004.9733,3,22.464,0.210,21.500,0.047,21.201,0.044,20.903,0.058,20.893,0.190,,,,
188.665619,27.899587,1,+,6,J123439.74+275358.5,,2004.9733,3,24.388,0.706,21.968,0.069,20.679,0.030,19.491,0.019,18.927,0.037,,,,
188.665053,27.881678,1,+,3,J123439.61+275254.0,,2004.9733,3,24.987,0.727,23.075,0.186,22.532,0.153,22.185,0.197,21.762,0.420,,0.2740,0.1624,0.3001
188.647791,27.889333,1,+,3,J123435.46+275321.5,,2004.9733,3,23.679,0.777,23.981,0.535,22.178,0.172,21.772,0.206,21.240,0.427,,0.4316,0.0675,0.3943
188.588285,27.879632,1,,6,J123421.18+275246.6,,2004.9733,3,24.330,0.665,24.949,0.540,24.372,0.512,22.660,0.257,23.196,0.520,,,,
188.590667,27.883391,1,+,3,J123421.76+275300.2,*,2004.9733,3,23.059,0.463,21.036,0.044,19.695,0.020,19.211,0.022,18.929,0.053,,0.2487,0.0521,0.2490
188.589397,27.885870,1,,3,J123421.45+275309.1,,2004.9733,3,21.539,0.178,20.048,0.026,19.523,0.024,19.207,0.031,19.069,0.091,,0.1328,0.0397,0.1379
188.591156,27.887614,1,+,6,J123421.87+275315.4,,2004.9733,3,24.182,0.656,22.897,0.149,22.460,0.131,22.419,0.209,22.980,0.545,,,,
188.595821,27.883976,1,+,3,J123422.99+275302.3,,2004.9733,3,22.848,0.331,21.940,0.080,21.479,0.075,20.971,0.080,21.160,0.308,,0.4779,0.1660,0.3682
188.596131,27.879460,1,+,6,J123423.07+275246.0,,2004.9733,3,25.715,0.432,22.194,0.083,20.921,0.037,20.290,0.036,19.976,0.088,,,,
188.594541,27.873062,1,+,3,J123422.68+275223.0,,2004.9733,3,23.170,0.631,23.049,0.295,21.867,0.150,22.782,0.564,22.003,0.844,,0.2412,0.0869,0.3783
188.597979,27.871990,1,+,3,J123423.51+275219.1,,2004.9733,3,24.095,0.710,23.225,0.218,22.430,0.154,22.051,0.187,21.912,0.490,,0.3100,0.1257,0.4344
188.588395,27.850711,1,+,3,J123421.21+275102.5,,2005.0497,3,20.317,0.081,19.166,0.013,18.542,0.012,18.126,0.012,17.919,0.042,,0.1286,0.0281,0.1350
188.589533,27.871401,1,+,6,J123421.48+275217.0,*,2005.0497,3,22.835,0.387,20.729,0.027,19.380,0.015,18.899,0.014,18.554,0.037,0.00007,,,
188.596960,27.864856,1,,3,J123423.27+275153.4,,2005.0497,3,20.329,0.157,23.388,0.938,27.930,0.333,27.279,0.444,21.999,2.799,,-9999.0000,-9999.0000,0.5156
188.588375,27.854756,1,+,3,J123421.20+275117.1,,2005.0497,3,22.577,0.466,20.803,0.040,19.986,0.032,19.583,0.034,19.299,0.115,,0.1909,0.0662,0.1755
188.588782,27.862873,1,+,6,J123421.30+275146.3,,2005.0497,3,22.978,0.444,21.026,0.034,19.675,0.018,19.149,0.016,18.654,0.040,,,,
188.589376,27.859703,1,+,3,J123421.45+275134.9,,2005.0497,3,23.260,0.863,22.131,0.132,21.242,0.097,20.794,0.103,20.741,0.425,,0.4397,0.1424,0.4076
188.594620,27.873175,2,,3,J123422.70+275223.4,,2005.0497,3,23.471,0.745,22.936,0.194,22.807,0.277,21.538,0.144,21.332,0.494,,,,
188.597816,27.872047,2,,3,J123423.47+275219.3,,2005.0497,3,22.324,0.343,22.601,0.171,22.028,0.168,21.684,0.191,22.294,1.104,,,,
188.605347,27.865092,1,,6,J123425.28+275154.3,,2005.0497,3,23.137,0.510,23.967,0.377,23.284,0.353,22.021,0.184,21.293,0.404,,,,
188.609469,27.868327,1,,6,J123426.27+275205.9,,2005.0497,3,25.676,0.669,24.642,0.529,24.768,0.711,24.128,0.725,20.419,0.184,,,,
188.612219,27.884260,1,+,3,J123426.93+275303.3,*,2004.9733,3,23.043,0.540,20.431,0.031,18.965,0.013,18.331,0.013,17.984,0.029,,0.2849,0.0314,0.2896
188.614192,27.885003,1,+,6,J123427.40+275306.0,,2004.9733,3,23.722,0.562,23.970,0.370,22.945,0.210,22.454,0.235,22.607,0.582,,,,
188.614578,27.874339,1,+,3,J123427.49+275227.6,,2004.9733,3,22.359,0.305,20.117,0.024,19.082,0.015,18.648,0.016,18.363,0.039,,0.1700,0.0424,0.1760
188.620875,27.876645,1,+,3,J123429.00+275235.9,,2004.9733,3,21.861,0.185,20.166,0.023,19.143,0.014,18.711,0.016,18.454,0.038,,0.1892,0.0526,0.1820
188.619216,27.899872,1,,3,J123428.61+275359.5,,2004.9733,3,17.314,0.089,31.011,0.258,30.908,0.263,29.808,0.572,27.073,1.445,,-9999.0000,-9999.0000,0.6242
188.600390,27.888691,1,+,3,J123424.09+275319.2,,2004.9733,3,23.020,0.439,21.806,0.082,20.465,0.037,19.969,0.039,19.630,0.097,,0.3745,0.0900,0.3552
188.604295,27.878629,1,+,3,J123425.03+275243.0,,2004.9733,3,23.589,0.523,22.532,0.117,21.693,0.075,21.093,0.075,20.679,0.176,,0.6003,0.1263,0.5713
188.606570,27.896757,1,+,6,J123425.57+275348.3,,2004.9733,3,25.712,0.470,23.147,0.200,21.620,0.071,20.875,0.063,20.395,0.139,,,,
188.623735,27.899362,1,+,3,J123429.69+275357.7,,2004.9733,3,22.302,0.285,22.506,0.171,22.153,0.175,21.522,0.173,22.938,0.985,,-9999.0000,-9999.0000,0.2347
188.598688,27.893796,1,+,6,J123423.68+275337.6,,2004.9733,3,25.413,0.528,24.643,0.504,22.766,0.169,21.845,0.128,21.839,0.389,,,,
188.601623,27.895851,1,+,3,J123424.38+275345.0,,2004.9733,3,22.595,0.330,22.936,0.229,22.047,0.148,21.611,0.172,21.376,0.457,,0.4721,0.1008,0.5059
188.610952,27.879157,1,+,3,J123426.62+275244.9,,2004.9733,3,24.418,0.726,23.622,0.278,22.680,0.166,21.954,0.153,21.530,0.334,,0.6459,0.0968,0.6072
188.619734,27.885303,1,+,3,J123428.73+275307.0,,2004.9733,3,24.616,0.904,23.371,0.284,22.421,0.176,23.231,0.560,21.570,0.447,,0.3775,0.1105,0.3880
188.623321,27.883992,1,+,6,J123429.59+275302.3,,2004.9733,3,24.657,0.681,24.652,0.505,22.502,0.132,21.613,0.105,20.832,0.180,,,,
188.603292,27.893567,1,,3,J123424.78+275336.8,,2004.9733,3,23.904,0.630,25.563,0.553,23.311,0.297,22.092,0.182,21.388,0.321,,0.8916,0.0479,0.6104
188.611999,27.873750,1,,3,J123426.87+275225.5,,2004.9733,3,24.050,0.761,24.949,0.668,23.221,0.325,21.674,0.165,20.642,0.196,,0.8695,0.0720,0.6845
188.634176,27.895698,1,,6,J123432.20+275344.5,,2004.9733,3,22.427,0.207,24.871,0.536,25.026,0.510,25.183,0.478,22.601,0.545,,,,
188.637523,27.895693,1,,6,J123433.00+275344.4,,2004.9733,3,22.349,0.195,24.709,0.516,24.694,0.520,24.406,0.624,23.588,0.435,,,,
188.626573,27.901654,1,+,3,J123430.37+275405.9,,2004.9733,3,22.460,0.420,21.676,0.109,20.801,0.078,20.424,0.094,20.251,0.270,,0.3742,0.0999,0.3749
188.626689,27.898744,1,+,3,J123430.40+275355.4,,2004.9733,3,22.937,0.422,22.387,0.142,21.499,0.093,21.315,0.133,20.994,0.333,,0.3936,0.0962,0.3944
188.627702,27.920759,1,+,6,J123430.64+275514.7,,2004.9733,3,24.204,0.687,24.375,0.469,23.098,0.229,22.147,0.173,21.532,0.329,,,,
188.631322,27.906532,1,+,3,J123431.51+275423.5,,2004.9733,3,25.845,0.583,22.509,0.152,21.935,0.126,21.048,0.099,20.876,0.289,,0.3799,0.1824,0.5485
188.630061,27.906097,1,+,3,J123431.21+275421.9,,2004.9733,3,25.211,0.827,24.845,0.741,22.097,0.137,21.656,0.159,20.592,0.213,,0.3737,0.0520,0.4645
188.628396,27.905732,1,+,3,J123430.81+275420.6,*,2004.9733,3,23.050,0.530,21.829,0.097,21.222,0.082,21.280,0.143,22.069,0.829,,0.1884,0.0667,0.1274
188.630052,27.903501,1,,3,J123431.21+275412.6,,2004.9733,3,25.722,0.426,23.786,0.308,23.402,0.277,22.459,0.216,21.877,0.405,,0.3787,0.1706,0.6653
188.629268,27.897262,1,+,3,J123431.02+275350.1,,2004.9733,3,22.646,0.297,22.647,0.151,22.138,0.133,22.083,0.218,21.596,0.449,,0.6120,0.1361,0.4775
188.631387,27.923731,1,+,3,J123431.53+275525.4,,2004.9733,3,24.400,0.740,23.028,0.179,22.605,0.157,22.019,0.162,22.252,0.527,,0.6778,0.1653,0.3597
188.635207,27.906553,1,+,3,J123432.44+275423.5,*,2004.9733,3,22.795,0.368,22.337,0.129,21.460,0.084,21.088,0.105,21.173,0.371,,0.4445,0.1439,0.4229
188.636703,27.914278,1,+,3,J123432.80+275451.3,,2004.9733,3,22.983,0.487,21.822,0.095,21.260,0.083,20.793,0.095,21.414,0.529,,0.4214,0.1048,0.2021
188.637207,27.920855,1,+,3,J123432.92+275515.0,,2004.9733,3,24.425,0.789,23.113,0.205,22.709,0.188,22.672,0.307,22.844,0.661,,0.4160,0.1219,0.2146
188.638764,27.919877,1,,3,J123433.30+275511.5,,2004.9733,3,25.098,0.898,22.518,0.151,22.609,0.221,22.141,0.254,22.198,0.723,,0.1580,0.0627,0.1671
188.644510,27.916987,1,+,3,J123434.68+275501.1,,2004.9733,3,23.188,0.455,22.086,0.094,21.487,0.076,21.279,0.111,21.833,0.535,,0.2879,0.0896,0.1718
188.655150,27.910536,1,+,3,J123437.23+275437.9,,2004.9733,3,23.155,0.590,22.218,0.139,21.336,0.098,20.904,0.110,20.788,0.328,,0.4179,0.1259,0.4087
188.622714,27.908381,1,,3,J123429.45+275430.1,,2004.9733,3,25.750,0.476,25.283,0.610,22.881,0.214,24.916,0.643,23.442,0.550,,0.1078,0.0817,0.3783
188.639817,27.921588,1,+,3,J123433.55+275517.7,,2004.9733,3,25.617,0.699,23.052,0.248,21.834,0.123,21.271,0.127,21.237,0.409,,0.3974,0.1241,0.4012
188.640647,27.895754,1,,6,J123433.75+275344.7,,2004.9733,3,22.730,0.260,24.815,0.536,23.733,0.349,22.313,0.193,21.023,0.211,,,,
188.603918,27.908250,1,+,6,J123424.94+275429.6,,2004.9733,3,17.496,0.009,16.277,0.004,15.898,0.004,15.762,0.005,15.722,0.006,,,,
188.610409,27.912800,1,,6,J123426.49+275446.0,*,2004.9733,3,16.911,0.008,15.372,0.004,14.661,0.005,14.453,0.005,14.300,0.005,,,,
188.587445,27.902393,1,+,3,J123420.98+275408.6,,2004.9733,3,23.871,1.156,21.462,0.086,20.274,0.045,19.756,0.048,19.668,0.148,,0.3235,0.1146,0.3222
188.588761,27.905851,1,+,3,J123421.30+275421.0,,2004.9733,3,23.593,0.708,22.754,0.193,21.482,0.089,20.455,0.061,19.843,0.121,,0.6050,0.0680,0.6026
188.604880,27.916981,1,+,3,J123425.17+275501.1,,2004.9733,3,23.243,0.445,24.157,0.466,22.348,0.144,21.134,0.085,20.619,0.185,,0.7557,0.0479,0.6180
188.606955,27.908719,1,,3,J123425.66+275431.3,*,2004.9733,3,24.284,0.781,26.392,0.357,22.665,0.187,23.070,0.429,23.199,0.637,,0.1249,0.1000,0.3112
188.607439,27.908145,1,,6,J123425.78+275429.3,,2004.9733,3,24.531,0.695,24.072,0.377,23.157,0.231,23.150,0.373,22.522,0.533,,,,
188.591751,27.909956,1,,3,J123422.02+275435.8,,2004.9733,3,23.834,0.715,23.745,0.388,22.857,0.254,21.715,0.159,22.408,0.727,,0.5940,0.1416,0.4220
188.588707,27.897895,1,,3,J123421.28+275352.4,,2004.9733,3,23.508,0.649,23.339,0.313,22.331,0.197,21.748,0.196,22.848,0.912,,-9999.0000,-9999.0000,0.2768
188.607490,27.918079,1,+,6,J123425.79+275505.0,,2004.9733,3,23.746,0.562,25.159,0.583,22.835,0.192,21.882,0.143,21.633,0.366,,,,
188.613828,27.916090,1,,3,J123427.31+275457.9,,2004.9733,3,23.771,0.659,23.231,0.239,22.273,0.144,21.765,0.152,21.239,0.321,,0.5269,0.1055,0.4982
188.611394,27.947798,1,+,6,J123426.73+275652.0,*,2004.9733,3,22.540,0.224,19.996,0.017,18.649,0.009,17.388,0.006,16.721,0.009,,,,
188.612524,27.949483,1,,6,J123427.00+275658.1,,2004.9733,3,23.596,0.491,25.436,0.529,24.238,0.470,22.421,0.206,22.098,0.454,,,,
188.615684,27.921800,1,+,6,J123427.76+275518.4,*,2004.9733,3,21.427,0.095,19.498,0.012,18.586,0.009,18.212,0.009,17.989,0.019,,,,
188.596577,27.928234,1,+,3,J123423.17+275541.6,,2004.9733,3,25.328,0.720,21.830,0.077,20.495,0.034,19.961,0.035,19.588,0.084,,0.3663,0.0804,0.3422
188.602236,27.938324,1,+,6,J123424.53+275617.9,,2004.9733,3,22.859,0.286,22.159,0.081,21.677,0.067,21.243,0.075,21.252,0.253,,,,
188.603276,27.932899,1,+,3,J123424.78+275558.4,,2004.9733,3,21.790,0.202,21.560,0.086,21.147,0.086,20.645,0.094,21.151,0.488,,0.5013,0.1312,0.2567
188.602476,27.924324,1,,6,J123424.59+275527.5,,2004.9733,3,23.911,0.581,23.283,0.208,23.852,0.386,23.056,0.346,21.892,0.405,,,,
188.605900,27.941048,1,+,3,J123425.41+275627.7,,2004.9733,3,21.855,0.214,21.096,0.057,20.020,0.034,19.551,0.037,19.346,0.103,,0.3937,0.0886,0.3954
188.608770,27.939782,1,+,3,J123426.10+275623.2,,2004.9733,3,22.607,0.272,22.577,0.138,22.502,0.176,21.755,0.153,21.433,0.381,,0.8644,0.0869,0.7558
188.618717,27.937646,1,+,3,J123428.49+275615.5,,2004.9733,3,22.212,0.274,21.991,0.118,21.151,0.082,20.995,0.120,20.786,0.338,,0.4335,0.0840,0.4008
188.619915,27.927849,1,+,3,J123428.77+275540.2,,2004.9733,3,20.910,0.184,19.506,0.030,19.052,0.036,18.835,0.044,18.606,0.112,,0.0825,0.0339,0.0839
188.620047,27.922036,1,,3,J123428.81+275519.3,*,2004.9733,3,23.408,0.554,22.746,0.169,21.827,0.101,20.935,0.078,20.230,0.145,,0.6974,0.1087,0.6677
188.621791,27.922744,1,+,3,J123429.22+275521.8,,2004.9733,3,23.097,0.395,24.140,0.459,22.726,0.199,21.858,0.158,21.703,0.433,,0.4921,0.0608,0.5570
188.621772,27.942883,1,,3,J123429.22+275634.3,,2004.9733,3,24.068,0.952,22.761,0.201,23.977,0.686,23.243,0.653,24.314,0.435,,0.0007,0.1303,0.2200
188.628461,27.926581,1,+,3,J123430.83+275535.6,,2004.9733,3,23.229,0.710,21.606,0.093,20.329,0.044,19.786,0.046,19.452,0.114,,0.3521,0.0847,0.3306
188.600446,27.926237,1,+,3,J123424.10+275534.4,,2004.9733,3,23.480,0.551,23.094,0.218,22.097,0.127,21.428,0.119,20.823,0.236,,0.6053,0.1126,0.5853
188.606469,27.926589,1,+,3,J123425.55+275535.7,,2004.9733,3,25.577,0.579,23.969,0.413,22.652,0.190,21.785,0.154,21.547,0.396,,0.5209,0.0701,0.5393
188.611753,27.924094,1,+,3,J123426.82+275526.7,*,2004.9733,3,24.219,0.710,23.560,0.280,22.634,0.168,21.956,0.156,23.041,0.611,,0.6198,0.1241,0.3099
188.612061,27.923309,1,,6,J123426.89+275523.9,,2004.9733,3,24.236,0.777,24.237,0.494,23.898,0.491,22.644,0.312,20.829,0.219,,,,
188.612044,27.933906,1,+,3,J123426.89+275602.0,,2004.9733,3,23.206,0.550,23.407,0.349,22.140,0.169,22.641,0.446,22.666,0.963,,0.1972,0.0995,0.3432
188.616369,27.919017,1,,6,J123427.92+275508.4,,2004.9733,3,23.811,0.553,24.938,0.548,23.117,0.222,21.019,0.063,19.971,0.087,,,,
188.618010,27.948133,1,,3,J123428.32+275653.2,,2004.9733,3,26.155,0.762,25.512,1.237,23.154,0.624,25.346,1.166,19.735,0.194,,-9999.0000,-9999.0000,0.4024
188.694849,27.879017,1,+,3,J123446.76+275244.4,*,2004.9733,3,22.062,0.179,20.917,0.034,20.292,0.026,19.896,0.032,19.702,0.087,,0.1899,0.0518,0.2112
188.693301,27.878464,1,,6,J123446.39+275242.4,,2004.9733,3,24.418,0.741,23.562,0.256,23.308,0.255,22.524,0.239,21.980,0.441,,,,
188.685246,27.889940,1,+,3,J123444.45+275323.7,,2004.9733,3,24.982,0.764,23.039,0.189,21.680,0.077,20.990,0.074,20.292,0.135,,0.5183,0.0981,0.4857
188.697748,27.888848,1,+,3,J123447.45+275319.8,,2004.9733,3,23.522,0.515,22.895,0.156,22.210,0.111,21.730,0.129,21.278,0.286,,0.4944,0.1388,0.5584
188.695943,27.904502,1,+,3,J123447.02+275416.2,,2004.9733,3,24.630,0.817,23.357,0.243,21.658,0.074,20.812,0.062,20.471,0.155,,0.4854,0.0482,0.5016
188.700052,27.906324,1,,6,J123448.01+275422.7,*,2004.9733,3,23.443,0.453,25.625,0.485,23.042,0.203,24.300,0.621,22.647,0.550,,,,
188.711964,27.896321,1,+,6,J123450.87+275346.7,*,2004.9733,3,21.014,0.072,18.484,0.007,17.109,0.005,16.368,0.005,15.964,0.007,,,,
188.707653,27.893921,1,,6,J123449.83+275338.1,,2004.9733,3,22.287,0.216,24.383,0.513,23.691,0.417,23.864,0.705,22.056,0.551,,,,
188.708732,27.897566,1,,6,J123450.09+275351.2,,2004.9733,3,22.169,0.176,25.788,0.442,24.760,0.518,23.716,0.535,23.209,0.526,,,,
188.702389,27.891630,1,+,3,J123448.57+275329.8,*,2004.9733,3,23.628,0.707,22.645,0.164,22.159,0.153,21.385,0.135,21.512,0.486,,0.5364,0.1701,0.5654
188.704635,27.907275,1,+,3,J123449.11+275426.1,*,2004.9733,3,25.169,0.853,22.595,0.150,22.179,0.142,21.532,0.142,21.457,0.425,,0.4783,0.1860,0.3837
188.707124,27.876941,1,+,3,J123449.70+275236.9,,2004.9733,3,24.484,0.998,22.307,0.118,21.694,0.094,21.542,0.144,21.120,0.336,,0.2659,0.0845,0.2702
188.712150,27.890882,1,+,6,J123450.91+275327.1,,2004.9733,3,23.757,0.620,23.347,0.232,22.745,0.184,22.282,0.213,22.798,0.641,,,,
188.703962,27.904081,1,+,6,J123448.95+275414.6,*,2004.9733,3,23.716,0.616,23.401,0.247,22.158,0.112,21.025,0.073,20.267,0.128,,,,
188.705524,27.903526,1,+,6,J123449.32+275412.6,,2004.9733,3,24.964,0.694,24.379,0.441,22.692,0.154,21.724,0.116,21.488,0.309,,,,
188.709481,27.889813,1,+,3,J123450.27+275323.3,,2004.9733,3,25.181,0.735,23.677,0.318,22.743,0.197,22.858,0.371,21.713,0.442,,0.6408,0.1102,0.3793
188.712787,27.915925,1,+,6,J123451.06+275457.3,*,2004.9733,3,20.075,0.038,17.514,0.005,16.504,0.005,16.148,0.005,15.993,0.007,,,,
